id,text,language,sentence_length,word_count,character_count,uppercase_count,punctuation_count
1644,The delivery driver sketched a collection of vintage postcards after months of planning.,English,Medium,13,88,1,1
1645,The research team recorded a newly discovered fossil inside the community center every Saturday afternoon.,English,Medium,15,106,2,1
1646,A young entrepreneur sketched an unusual weather pattern at a small conference in Melbourne.,English,Medium,14,92,2,1
1647,"Although the weather in Zurich can be unpredictable during January, The night-shift nurse decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,250,4,4
1648,"According to a recent report published by Zenith Pharmaceuticals, the number of people who document a new hiking trail has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,229,3,3
1649,"Although the weather in Warsaw can be unpredictable during October, Her grandfather decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,35,244,4,3
1650,The debate team captain presented a series of jazz recordings at the university campus within a few hours.,English,Long,18,106,1,1
1651,"The maintenance crew, who had coordinated the annual budget report for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,226,1,3
1652,The chess club celebrated a rare species of orchid during the summer break.,English,Medium,13,75,1,1
1653,The chess club celebrated the neighborhood's street art at the university campus.,English,Medium,12,81,1,2
1654,My best friend recorded the town's water supply system inside the community center after months of planning.,English,Long,17,108,1,2
1655,A retired teacher reviewed the neighborhood's street art throughout the semester.,English,Medium,11,81,1,2
1656,"According to a recent report published by Meridian Financial Group, the number of people who document a set of handwritten letters has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,38,241,4,3
1657,The research team measured an unusual weather pattern along the riverbank since last spring.,English,Medium,14,92,1,1
1658,Her grandfather planted several ancient manuscripts over the weekend.,English,Medium,9,69,1,1
1659,The local bakery presented the neighborhood's street art at a small conference in Melbourne.,English,Medium,14,92,2,2
1660,The software engineer measured the volunteer schedule.,English,Short,7,54,1,1
1661,Her grandfather calculated the upcoming film festival along the riverbank just before sunset.,English,Medium,13,93,1,1
1662,A young entrepreneur calculated the results of the survey within a few hours.,English,Medium,13,77,1,1
1663,The community garden volunteers recorded a new hiking trail every Saturday afternoon.,English,Medium,12,85,2,1
1664,A wildlife photographer calculated a new hiking trail just before sunset.,English,Medium,11,73,1,1
1665,The museum curator recorded the annual budget report near the old train station after months of planning.,English,Long,17,105,1,1
1666,The community garden volunteers negotiated the quarterly sales figures over the weekend.,English,Medium,12,88,1,1
1667,"The research team spent several weeks comparing a series of jazz recordings, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,46,272,1,5
1668,A young entrepreneur rehearsed the town's water supply system at the university campus.,English,Medium,13,87,1,2
1669,Our neighbor documented the quarterly sales figures in the downtown office.,English,Medium,11,75,1,1
1670,My younger sister sketched the town's water supply system over the weekend.,English,Medium,12,75,1,2
1671,"Although the weather in Vancouver can be unpredictable during October, Their coach decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,35,243,4,3
1672,"According to a recent report published by Union Manufacturing Corp., the number of people who discuss the results of the survey has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,38,238,4,4
1673,My best friend organized a newly discovered fossil along the riverbank.,English,Medium,11,71,1,1
1674,Her grandfather compared the volunteer schedule near the old train station over the weekend.,English,Medium,14,92,1,1
1675,The orchestra conductor rehearsed the volunteer schedule in the downtown office earlier this morning.,English,Medium,14,101,1,1
1676,A young entrepreneur compared an antique wooden clock in the downtown office throughout the semester.,English,Medium,15,101,1,1
1677,The city council compared an experimental cooking recipe inside the community center over the weekend.,English,Medium,15,102,1,1
1678,The delivery driver compared a collection of vintage postcards at the university campus on a rainy Tuesday.,English,Long,17,107,2,1
1679,My younger sister designed the quarterly sales figures throughout the semester.,English,Medium,11,79,1,1
1680,"The chess club spent several weeks organizing the neighborhood's street art, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,272,1,6
1681,The community garden volunteers designed the upcoming film festival inside the community center during the summer break.,English,Long,17,120,1,1
1682,"According to a recent report published by Crescent Media Group, the number of people who photograph a new hiking trail has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,229,4,3
1683,The city council translated the results of the survey along the riverbank after months of planning.,English,Long,16,99,1,1
1684,"According to a recent report published by Union Manufacturing Corp., the number of people who document the annual budget report has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,238,4,4
1685,The community garden volunteers repaired a collection of vintage postcards inside the community center throughout the semester.,English,Long,17,127,1,1
1686,"According to a recent report published by Coastal Insurance Co., the number of people who document the upcoming film festival has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,236,4,4
1687,Their coach questioned several ancient manuscripts at a small conference in Melbourne within a few hours.,English,Long,16,105,2,1
1688,Their coach recorded an experimental cooking recipe inside the community center within a few hours.,English,Medium,15,99,1,1
1689,The delivery driver questioned a collection of vintage postcards after months of planning.,English,Medium,13,90,1,1
1690,A curious student explored a newly discovered fossil at a small conference in Melbourne.,English,Medium,14,88,2,1
1691,The night-shift nurse organized an antique wooden clock inside the community center since last spring.,English,Medium,15,102,1,2
1692,The delivery driver explored the town's water supply system inside the community center throughout the semester.,English,Long,16,112,1,2
1693,My younger sister rehearsed the neighborhood's street art inside the community center every Saturday afternoon.,English,Medium,15,111,2,2
1694,The museum curator negotiated the results of the survey over the weekend.,English,Medium,12,73,1,1
1695,My younger sister organized a newly discovered fossil along the riverbank after months of planning.,English,Medium,15,99,1,1
1696,The local bakery discussed the quarterly sales figures at the university campus.,English,Medium,12,80,1,1
1697,The marketing department questioned a new hiking trail along the riverbank just before sunset.,English,Medium,14,94,1,1
1698,When is the best season to visit Dublin?,English,Short,8,40,2,1
1699,The software engineer recorded the community recycling program.,English,Short,8,63,1,1
1700,"Although the weather in Kuala Lumpur can be unpredictable during December, The museum curator decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,37,254,5,3
1701,"According to a recent report published by Pioneer Research Institute, the number of people who measure an experimental cooking recipe has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,244,4,3
1702,The new intern compared a new hiking trail.,English,Short,8,43,1,1
1703,My younger sister documented a rare species of orchid inside the community center since last spring.,English,Long,16,100,1,1
1704,The delivery driver planted the results of the survey in the downtown office just before sunset.,English,Long,16,96,1,1
1705,The night-shift nurse questioned the results of the survey at a small conference in Melbourne.,English,Medium,15,94,2,2
1706,"The chess club spent several weeks translating the upcoming film festival, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,270,1,5
1707,The maintenance crew translated the upcoming film festival just before sunset.,English,Medium,11,78,1,1
1708,"According to a recent report published by Blue Horizon Airlines, the number of people who recycle an antique wooden clock has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,232,4,3
1709,Our neighbor reviewed a set of handwritten letters near the old train station over the weekend.,English,Long,16,95,1,1
1710,"Although the weather in Buenos Aires can be unpredictable during April, A retired teacher decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,37,250,5,3
1711,The local bakery recorded a new hiking trail throughout the semester.,English,Medium,11,69,1,1
1712,The community garden volunteers presented the upcoming film festival.,English,Medium,9,69,1,1
1713,A retired teacher sketched an unusual weather pattern throughout the semester.,English,Medium,11,78,1,1
1714,"Their coach spent several weeks repairing the volunteer schedule, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,43,261,1,5
1715,A young entrepreneur recorded a series of jazz recordings along the riverbank throughout the semester.,English,Medium,15,102,1,1
1716,Their coach designed the upcoming film festival inside the community center every Saturday afternoon.,English,Medium,14,101,2,1
1717,The orchestra conductor negotiated an unusual weather pattern throughout the semester.,English,Medium,11,86,1,1
1718,"According to a recent report published by Coastal Insurance Co., the number of people who review an unusual weather pattern has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,234,4,4
1719,The local bakery discussed the upcoming film festival just before sunset.,English,Medium,11,73,1,1
1720,A young entrepreneur negotiated a rare species of orchid at the university campus earlier this morning.,English,Long,16,103,1,1
1721,My younger sister sketched an experimental cooking recipe near the old train station over the weekend.,English,Long,16,102,1,1
1722,A curious student discussed a set of handwritten letters along the riverbank throughout the semester.,English,Medium,15,101,1,1
1723,My best friend reviewed the community recycling program throughout the semester.,English,Medium,11,80,1,1
1724,A group of tourists sketched an antique wooden clock in the downtown office earlier this morning.,English,Long,16,97,1,1
1725,A wildlife photographer organized the results of the survey during the summer break.,English,Medium,13,84,1,1
1726,Their coach questioned an antique wooden clock.,English,Short,7,47,1,1
1727,The research team calculated a series of jazz recordings.,English,Medium,9,57,1,1
1728,A curious student recorded a collection of vintage postcards just before sunset.,English,Medium,12,80,1,1
1729,The research team recorded a set of handwritten letters along the riverbank throughout the semester.,English,Medium,15,100,1,1
1730,Their coach compared the neighborhood's street art at a small conference in Melbourne earlier this morning.,English,Long,16,107,2,2
1731,"The museum curator, who had overseen the results of the survey for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,222,1,3
1732,"A young entrepreneur, who had supported the annual budget report for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,224,1,3
1733,"Although the weather in Copenhagen can be unpredictable during January, A curious student decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,250,4,3
1734,A young entrepreneur calculated a new hiking trail every Saturday afternoon.,English,Medium,11,76,2,1
1735,The software engineer presented a series of jazz recordings at the university campus within a few hours.,English,Long,17,104,1,1
1736,"The local bakery, who had monitored the results of the survey for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,221,1,3
1737,"The museum curator, who had overseen an antique wooden clock for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,220,1,3
1738,"According to a recent report published by BrightFuture Foundation, the number of people who measure a newly discovered fossil has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,236,4,3
1739,A young entrepreneur planted an antique wooden clock in the downtown office during the summer break.,English,Long,16,100,1,1
1740,The city council compared a rare species of orchid throughout the semester.,English,Medium,12,75,1,1
1741,A freelance writer sketched a set of handwritten letters just before sunset.,English,Medium,12,76,1,1
1742,"According to a recent report published by Redstone Consulting, the number of people who discuss a set of handwritten letters has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,235,3,3
1743,The marketing department negotiated an antique wooden clock inside the community center after months of planning.,English,Long,16,113,1,1
1744,A group of tourists calculated the layout of the public library near the old train station.,English,Long,16,91,1,1
1745,The city council designed the town's water supply system since last spring.,English,Medium,12,75,1,2
1746,A wildlife photographer measured the quarterly sales figures along the riverbank since last spring.,English,Medium,14,99,1,1
1747,A group of tourists documented the layout of the public library at a small conference in Melbourne.,English,Long,17,99,2,1
1748,The community garden volunteers planted a set of handwritten letters at the university campus during the summer break.,English,Long,18,118,1,1
1749,The local bakery recorded the neighborhood's street art inside the community center every Saturday afternoon.,English,Medium,15,109,2,2
1750,A freelance writer documented the layout of the public library at the university campus after months of planning.,English,Long,18,113,1,1
1751,"The museum curator, who had managed the layout of the public library for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,39,228,1,3
1752,My best friend reviewed a rare species of orchid inside the community center.,English,Medium,13,77,1,1
1753,The new intern planted the results of the survey at the university campus every Saturday afternoon.,English,Long,16,99,2,1
1754,The research team recorded a series of jazz recordings.,English,Medium,9,55,1,1
1755,The community garden volunteers organized a collection of vintage postcards.,English,Medium,10,76,1,1
1756,"The debate team captain, who had supported the school's science fair for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,228,1,4
1757,"Although the weather in Toronto can be unpredictable during December, A retired teacher decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,248,4,3
1758,"The chess club spent several weeks measuring a rare species of orchid, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,46,266,1,5
1759,The chess club translated the community recycling program in the downtown office.,English,Medium,12,81,1,1
1760,The software engineer photographed a rare species of orchid near the old train station over the weekend.,English,Long,17,104,1,1
1761,"According to a recent report published by Crescent Media Group, the number of people who recycle an antique wooden clock has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,231,4,3
1762,"The orchestra conductor spent several weeks comparing the quarterly sales figures, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,278,1,5
1763,The delivery driver compared the upcoming film festival.,English,Short,8,56,1,1
1764,My best friend calculated a set of handwritten letters over the weekend.,English,Medium,12,72,1,1
1765,The new intern rehearsed an experimental cooking recipe earlier this morning.,English,Medium,11,77,1,1
1766,The community garden volunteers organized a rare species of orchid inside the community center throughout the semester.,English,Long,17,119,1,1
1767,"A retired teacher spent several weeks repairing the quarterly sales figures, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,272,1,5
1768,The delivery driver planted the annual budget report at a small conference in Melbourne earlier this morning.,English,Long,17,109,2,1
1769,"According to a recent report published by Quantum Innovations, the number of people who discuss the neighborhood's street art has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,236,3,4
1770,Their coach compared an experimental cooking recipe inside the community center just before sunset.,English,Medium,14,99,1,1
1771,The delivery driver reviewed a series of jazz recordings during the summer break.,English,Medium,13,81,1,1
1772,"According to a recent report published by Meridian Financial Group, the number of people who discuss the quarterly sales figures has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,239,4,3
1773,"Their coach, who had overseen a new hiking trail for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,36,208,1,3
1774,"Although the weather in Warsaw can be unpredictable during January, The debate team captain decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,37,252,4,3
1775,Our neighbor organized the neighborhood's street art over the weekend.,English,Medium,10,70,1,2
1776,The museum curator presented a new hiking trail near the old train station every Saturday afternoon.,English,Long,16,100,2,1
1777,My younger sister sketched the quarterly sales figures at the university campus earlier this morning.,English,Medium,15,101,1,1
1778,The night-shift nurse recorded the neighborhood's street art over the weekend.,English,Medium,11,78,1,3
1779,The chess club organized the results of the survey.,English,Medium,9,51,1,1
1780,My younger sister questioned the town's water supply system in the downtown office on a rainy Tuesday.,English,Long,17,102,2,2
1781,The research team organized the layout of the public library on a rainy Tuesday.,English,Medium,14,80,2,1
1782,The local bakery planted the annual budget report along the riverbank since last spring.,English,Medium,14,88,1,1
1783,"The chess club spent several weeks repairing the quarterly sales figures, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,269,1,5
1784,When is the best season to visit Cape Town?,English,Medium,9,43,3,1
1785,The software engineer measured a rare species of orchid at the university campus within a few hours.,English,Long,17,100,1,1
1786,"Their coach, who had managed an unusual weather pattern for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,36,215,1,3
1787,"Although the weather in Melbourne can be unpredictable during October, The city council decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,248,4,3
1788,The delivery driver documented several ancient manuscripts in the downtown office throughout the semester.,English,Medium,14,106,1,1
1789,The maintenance crew photographed an unusual weather pattern at the university campus earlier this morning.,English,Medium,15,107,1,1
1790,The community garden volunteers organized the community recycling program during the summer break.,English,Medium,13,98,1,1
1791,"The chess club spent several weeks translating several ancient manuscripts, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,44,271,1,5
1792,"The local bakery, who had monitored several ancient manuscripts for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,36,223,1,3
1793,The debate team captain reviewed the results of the survey at a small conference in Melbourne within a few hours.,English,Long,20,113,2,1
1794,"According to a recent report published by NextGen Software Labs, the number of people who review several ancient manuscripts has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,235,5,3
1795,The city council measured a newly discovered fossil just before sunset.,English,Medium,11,71,1,1
1796,A group of tourists explored the town's water supply system in the downtown office on a rainy Tuesday.,English,Long,18,102,2,2
1797,The city council planted a series of jazz recordings inside the community center earlier this morning.,English,Long,16,102,1,1
1798,The community garden volunteers discussed a new hiking trail along the riverbank.,English,Medium,12,81,1,1
1799,My best friend discussed the community recycling program in the downtown office since last spring.,English,Medium,15,98,1,1
1800,"According to a recent report published by Redstone Consulting, the number of people who discuss the community recycling program has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,238,3,3
1801,The museum curator measured a new hiking trail in the downtown office.,English,Medium,12,70,1,1
1802,Her grandfather designed the results of the survey along the riverbank on a rainy Tuesday.,English,Medium,15,90,2,1
1803,The chess club celebrated a set of handwritten letters along the riverbank.,English,Medium,12,75,1,1
1804,"Although the weather in Stockholm can be unpredictable during July, My best friend decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,243,4,3
1805,"The night-shift nurse spent several weeks reviewing the neighborhood's street art, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,278,1,7
1806,My best friend recorded an unusual weather pattern in the downtown office throughout the semester.,English,Medium,15,98,1,1
1807,The debate team captain organized a rare species of orchid on a rainy Tuesday.,English,Medium,14,78,2,1
1808,The chess club organized an unusual weather pattern in the downtown office.,English,Medium,12,75,1,1
1809,"Although the weather in Amsterdam can be unpredictable during December, My best friend decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,247,4,3
1810,"Although the weather in Amsterdam can be unpredictable during October, A young entrepreneur decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,252,4,3
1811,The maintenance crew negotiated the town's water supply system every Saturday afternoon.,English,Medium,12,88,2,2
1812,The orchestra conductor compared the community recycling program near the old train station within a few hours.,English,Long,17,111,1,1
1813,"Although the weather in Zurich can be unpredictable during January, My best friend decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,243,4,3
1814,Her grandfather calculated the upcoming film festival.,English,Short,7,54,1,1
1815,The community garden volunteers celebrated several ancient manuscripts in the downtown office.,English,Medium,12,94,1,1
1816,"According to a recent report published by Harborview College, the number of people who document an antique wooden clock has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,230,3,3
1817,The research team organized an unusual weather pattern in the downtown office within a few hours.,English,Long,16,97,1,1
1818,Her grandfather explored a collection of vintage postcards along the riverbank just before sunset.,English,Medium,14,98,1,1
1819,"A curious student, who had coordinated the quarterly sales figures for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,226,1,3
1820,"Although the weather in Stockholm can be unpredictable during October, The delivery driver decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,251,4,3
1821,The delivery driver rehearsed the layout of the public library at the university campus just before sunset.,English,Long,17,107,1,1
1822,A young entrepreneur presented several ancient manuscripts at a small conference in Melbourne after months of planning.,English,Long,17,119,2,1
1823,Their coach photographed the neighborhood's street art.,English,Short,7,55,1,2
1824,The orchestra conductor rehearsed the neighborhood's street art along the riverbank during the summer break.,English,Medium,15,108,1,2
1825,"According to a recent report published by Crescent Media Group, the number of people who document an experimental cooking recipe has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,239,4,3
1826,"The debate team captain, who had overseen the town's water supply system for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,39,232,1,4
1827,The chess club compared a newly discovered fossil inside the community center.,English,Medium,12,78,1,1
1828,The new intern compared the neighborhood's street art at a small conference in Melbourne earlier this morning.,English,Long,17,110,2,2
1829,The new intern discussed a rare species of orchid inside the community center over the weekend.,English,Long,16,95,1,1
1830,"Although the weather in Cape Town can be unpredictable during January, A retired teacher decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,37,249,5,3
1831,"The city council, who had coordinated an unusual weather pattern for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,224,1,3
1832,The debate team captain organized the neighborhood's street art near the old train station.,English,Medium,14,91,1,2
1833,The city council organized the layout of the public library at the university campus within a few hours.,English,Long,18,104,1,1
1834,The orchestra conductor rehearsed the quarterly sales figures at a small conference in Melbourne over the weekend.,English,Long,17,114,2,1
1835,The city council rehearsed a series of jazz recordings near the old train station within a few hours.,English,Long,18,101,1,1
1836,The marketing department translated a new hiking trail along the riverbank.,English,Medium,11,75,1,1
1837,"Although the weather in Denver can be unpredictable during July, A group of tourists decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,37,245,4,3
1838,A wildlife photographer planted an antique wooden clock near the old train station earlier this morning.,English,Long,16,104,1,1
1839,Her grandfather measured a rare species of orchid inside the community center earlier this morning.,English,Medium,15,99,1,1
1840,Our neighbor planted an experimental cooking recipe at a small conference in Melbourne just before sunset.,English,Long,16,106,2,1
1841,"The community garden volunteers spent several weeks comparing a series of jazz recordings, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,47,286,1,5
1842,The orchestra conductor calculated an unusual weather pattern at a small conference in Melbourne throughout the semester.,English,Long,17,121,2,1
1843,"Although the weather in Cairo can be unpredictable during December, Her grandfather decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,35,244,4,3
1844,Our neighbor organized the quarterly sales figures in the downtown office within a few hours.,English,Medium,15,93,1,1
1845,Their coach rehearsed the school's science fair throughout the semester.,English,Medium,10,72,1,2
1846,My best friend reviewed the community recycling program at a small conference in Melbourne within a few hours.,English,Long,18,110,2,1
1847,The orchestra conductor presented a collection of vintage postcards at a small conference in Melbourne after months of planning.,English,Long,19,128,2,1
1848,"Although the weather in Kuala Lumpur can be unpredictable during January, The debate team captain decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,38,258,5,3
1849,The local bakery negotiated the layout of the public library in the downtown office throughout the semester.,English,Long,17,108,1,1
1850,The delivery driver celebrated the neighborhood's street art within a few hours.,English,Medium,12,80,1,2
1851,The marketing department recorded the community recycling program on a rainy Tuesday.,English,Medium,12,85,2,1
1852,"A wildlife photographer spent several weeks repairing the results of the survey, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,46,276,1,5
1853,A curious student translated the town's water supply system during the summer break.,English,Medium,13,84,1,2
1854,A retired teacher rehearsed a rare species of orchid earlier this morning.,English,Medium,12,74,1,1
1855,A wildlife photographer designed the community recycling program earlier this morning.,English,Medium,11,86,1,1
1856,The local bakery celebrated the layout of the public library within a few hours.,English,Medium,14,80,1,1
1857,"According to a recent report published by Vertex Analytics, the number of people who document the town's water supply system has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,235,3,4
1858,"A wildlife photographer spent several weeks documenting a newly discovered fossil, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,278,1,5
1859,"The local bakery spent several weeks repairing a new hiking trail, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,262,1,5
1860,"According to a recent report published by Northfield University, the number of people who photograph the neighborhood's street art has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,241,3,4
1861,"A curious student spent several weeks photographing a newly discovered fossil, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,274,1,5
1862,The chess club compared a set of handwritten letters along the riverbank every Saturday afternoon.,English,Medium,15,98,2,1
1863,"According to a recent report published by Union Manufacturing Corp., the number of people who document a collection of vintage postcards has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,38,247,4,4
1864,The marketing department sketched an unusual weather pattern over the weekend.,English,Medium,11,78,1,1
1865,"The software engineer, who had studied the community recycling program for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,230,1,3
1866,"The research team spent several weeks photographing the neighborhood's street art, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,278,1,6
1867,Our neighbor designed the neighborhood's street art since last spring.,English,Medium,10,70,1,2
1868,When is the best season to visit Zurich?,English,Short,8,40,2,1
1869,"Although the weather in Cape Town can be unpredictable during January, Their coach decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,243,5,3
1870,The debate team captain photographed a newly discovered fossil.,English,Medium,9,63,1,1
1871,The maintenance crew explored several ancient manuscripts throughout the semester.,English,Medium,10,82,1,1
1872,The orchestra conductor presented the neighborhood's street art in the downtown office since last spring.,English,Medium,15,105,1,2
1873,A young entrepreneur organized a series of jazz recordings.,English,Medium,9,59,1,1
1874,A wildlife photographer reviewed the annual budget report.,English,Short,8,58,1,1
1875,"Although the weather in Kuala Lumpur can be unpredictable during December, The software engineer decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,37,257,5,3
1876,The community garden volunteers documented a new hiking trail inside the community center.,English,Medium,13,90,1,1
1877,"A freelance writer, who had overseen a newly discovered fossil for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,222,1,3
1878,The maintenance crew presented the school's science fair at the university campus.,English,Medium,12,82,1,2
1879,The night-shift nurse documented an experimental cooking recipe since last spring.,English,Medium,11,82,1,2
1880,A retired teacher explored the school's science fair at the university campus earlier this morning.,English,Medium,15,99,1,2
1881,Her grandfather negotiated an antique wooden clock inside the community center after months of planning.,English,Medium,15,104,1,1
1882,A young entrepreneur questioned a collection of vintage postcards.,English,Medium,9,66,1,1
1883,The night-shift nurse celebrated the results of the survey inside the community center earlier this morning.,English,Long,16,108,1,2
1884,The night-shift nurse documented the community recycling program during the summer break.,English,Medium,12,89,1,2
1885,"The debate team captain, who had coordinated an antique wooden clock for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,228,1,3
1886,Their coach discussed the results of the survey near the old train station.,English,Medium,13,75,1,1
1887,The night-shift nurse compared several ancient manuscripts inside the community center within a few hours.,English,Medium,15,106,1,2
1888,A young entrepreneur discussed the annual budget report at a small conference in Melbourne after months of planning.,English,Long,18,116,2,1
1889,The museum curator questioned a series of jazz recordings along the riverbank just before sunset.,English,Medium,15,97,1,1
1890,A young entrepreneur presented the school's science fair.,English,Short,8,57,1,2
