id,text,unigrams,bigrams,trigrams,category
1935,"Based on recent updates, wireless networks continue to expand into rural areas across the country. Reactions were mixed among observers.","based, recent, updates, wireless, networks, continue, expand, into, rural, areas, across, country, reactions, mixed, among, observers","based on, on recent, recent updates, updates wireless, wireless networks, networks continue, continue to, to expand, expand into, into rural, rural areas, areas across, across the, the country, country reactions, reactions were, were mixed, mixed among, among observers","based on recent, on recent updates, recent updates wireless, updates wireless networks, wireless networks continue, networks continue to, continue to expand, to expand into, expand into rural, into rural areas, rural areas across, areas across the, across the country, the country reactions, country reactions were, reactions were mixed, were mixed among, mixed among observers",Technology
1936,"Based on recent updates, the young athlete broke the regional record in the two hundred meter sprint. The news spread quickly online.","based, recent, updates, young, athlete, broke, regional, record, two, hundred, meter, sprint, news, spread, quickly, online","based on, on recent, recent updates, updates the, the young, young athlete, athlete broke, broke the, the regional, regional record, record in, in the, the two, two hundred, hundred meter, meter sprint, sprint the, the news, news spread, spread quickly, quickly online","based on recent, on recent updates, recent updates the, updates the young, the young athlete, young athlete broke, athlete broke the, broke the regional, the regional record, regional record in, record in the, in the two, the two hundred, two hundred meter, hundred meter sprint, meter sprint the, sprint the news, the news spread, news spread quickly, spread quickly online",Sports
1937,"Interestingly, the museum hosted an interactive exhibit celebrating classic animation. This was confirmed by multiple sources.","interestingly, museum, hosted, interactive, exhibit, celebrating, classic, animation, confirmed, multiple, sources","interestingly the, the museum, museum hosted, hosted an, an interactive, interactive exhibit, exhibit celebrating, celebrating classic, classic animation, animation this, this was, was confirmed, confirmed by, by multiple, multiple sources","interestingly the museum, the museum hosted, museum hosted an, hosted an interactive, an interactive exhibit, interactive exhibit celebrating, exhibit celebrating classic, celebrating classic animation, classic animation this, animation this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Entertainment
1938,"In a statement, researchers used satellite data to track melting glaciers more accurately. The news spread quickly online.","statement, researchers, used, satellite, data, track, melting, glaciers, more, accurately, news, spread, quickly, online","in a, a statement, statement researchers, researchers used, used satellite, satellite data, data to, to track, track melting, melting glaciers, glaciers more, more accurately, accurately the, the news, news spread, spread quickly, quickly online","in a statement, a statement researchers, statement researchers used, researchers used satellite, used satellite data, satellite data to, data to track, to track melting, track melting glaciers, melting glaciers more, glaciers more accurately, more accurately the, accurately the news, the news spread, news spread quickly, spread quickly online",Science
1939,Sources say the young athlete broke the regional record in the two hundred meter sprint. Officials had no further comment.,"sources, say, young, athlete, broke, regional, record, two, hundred, meter, sprint, officials, had, no, further, comment","sources say, say the, the young, young athlete, athlete broke, broke the, the regional, regional record, record in, in the, the two, two hundred, hundred meter, meter sprint, sprint officials, officials had, had no, no further, further comment","sources say the, say the young, the young athlete, young athlete broke, athlete broke the, broke the regional, the regional record, regional record in, record in the, in the two, the two hundred, two hundred meter, hundred meter sprint, meter sprint officials, sprint officials had, officials had no, had no further, no further comment",Sports
1940,"Notably, the chemistry department received a grant to study renewable fuels. This was confirmed by multiple sources.","notably, chemistry, department, received, grant, study, renewable, fuels, confirmed, multiple, sources","notably the, the chemistry, chemistry department, department received, received a, a grant, grant to, to study, study renewable, renewable fuels, fuels this, this was, was confirmed, confirmed by, by multiple, multiple sources","notably the chemistry, the chemistry department, chemistry department received, department received a, received a grant, a grant to, grant to study, to study renewable, study renewable fuels, renewable fuels this, fuels this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Science
1941,"In a statement, the observatory captured detailed images of a distant galaxy. Further details are expected soon.","statement, observatory, captured, detailed, images, distant, galaxy, further, details, expected, soon","in a, a statement, statement the, the observatory, observatory captured, captured detailed, detailed images, images of, of a, a distant, distant galaxy, galaxy further, further details, details are, are expected, expected soon","in a statement, a statement the, statement the observatory, the observatory captured, observatory captured detailed, captured detailed images, detailed images of, images of a, of a distant, a distant galaxy, distant galaxy further, galaxy further details, further details are, details are expected, are expected soon",Science
1942,Sources say backpackers shared tips for exploring the region on a tight budget. Reactions were mixed among observers.,"sources, say, backpackers, shared, tips, exploring, region, tight, budget, reactions, mixed, among, observers","sources say, say backpackers, backpackers shared, shared tips, tips for, for exploring, exploring the, the region, region on, on a, a tight, tight budget, budget reactions, reactions were, were mixed, mixed among, among observers","sources say backpackers, say backpackers shared, backpackers shared tips, shared tips for, tips for exploring, for exploring the, exploring the region, the region on, region on a, on a tight, a tight budget, tight budget reactions, budget reactions were, reactions were mixed, were mixed among, mixed among observers",Travel
1943,"Interestingly, fans traveled from nearby cities to watch the championship final. Further details are expected soon.","interestingly, fans, traveled, nearby, cities, watch, championship, final, further, details, expected, soon","interestingly fans, fans traveled, traveled from, from nearby, nearby cities, cities to, to watch, watch the, the championship, championship final, final further, further details, details are, are expected, expected soon","interestingly fans traveled, fans traveled from, traveled from nearby, from nearby cities, nearby cities to, cities to watch, to watch the, watch the championship, the championship final, championship final further, final further details, further details are, details are expected, are expected soon",Sports
1944,"According to local reports, researchers studied the effects of sleep on long term memory.","according, local, reports, researchers, studied, effects, sleep, long, term, memory","according to, to local, local reports, reports researchers, researchers studied, studied the, the effects, effects of, of sleep, sleep on, on long, long term, term memory","according to local, to local reports, local reports researchers, reports researchers studied, researchers studied the, studied the effects, the effects of, effects of sleep, of sleep on, sleep on long, on long term, long term memory",Health
1945,"According to local reports, nutritionists suggested simple changes to improve daily eating habits. The news spread quickly online.","according, local, reports, nutritionists, suggested, simple, changes, improve, daily, eating, habits, news, spread, quickly, online","according to, to local, local reports, reports nutritionists, nutritionists suggested, suggested simple, simple changes, changes to, to improve, improve daily, daily eating, eating habits, habits the, the news, news spread, spread quickly, quickly online","according to local, to local reports, local reports nutritionists, reports nutritionists suggested, nutritionists suggested simple, suggested simple changes, simple changes to, changes to improve, to improve daily, improve daily eating, daily eating habits, eating habits the, habits the news, the news spread, news spread quickly, spread quickly online",Health
1946,"As expected, the marathon route passed through the old town before reaching the finish line.","expected, marathon, route, passed, through, old, town, before, reaching, finish, line","as expected, expected the, the marathon, marathon route, route passed, passed through, through the, the old, old town, town before, before reaching, reaching the, the finish, finish line","as expected the, expected the marathon, the marathon route, marathon route passed, route passed through, passed through the, through the old, the old town, old town before, town before reaching, before reaching the, reaching the finish, the finish line",Sports
1947,"In a statement, fans traveled from nearby cities to watch the championship final. Further details are expected soon.","statement, fans, traveled, nearby, cities, watch, championship, final, further, details, expected, soon","in a, a statement, statement fans, fans traveled, traveled from, from nearby, nearby cities, cities to, to watch, watch the, the championship, championship final, final further, further details, details are, are expected, expected soon","in a statement, a statement fans, statement fans traveled, fans traveled from, traveled from nearby, from nearby cities, nearby cities to, cities to watch, to watch the, watch the championship, the championship final, championship final further, final further details, further details are, details are expected, are expected soon",Sports
1948,"Notably, travelers praised the boutique hotel for its personalized service. The news spread quickly online.","notably, travelers, praised, boutique, hotel, its, personalized, service, news, spread, quickly, online","notably travelers, travelers praised, praised the, the boutique, boutique hotel, hotel for, for its, its personalized, personalized service, service the, the news, news spread, spread quickly, quickly online","notably travelers praised, travelers praised the, praised the boutique, the boutique hotel, boutique hotel for, hotel for its, for its personalized, its personalized service, personalized service the, service the news, the news spread, news spread quickly, spread quickly online",Travel
1949,"Notably, the new smartphone features a faster processor and improved battery life. Experts continue to monitor the situation.","notably, new, smartphone, features, faster, processor, improved, battery, life, experts, continue, monitor, situation","notably the, the new, new smartphone, smartphone features, features a, a faster, faster processor, processor and, and improved, improved battery, battery life, life experts, experts continue, continue to, to monitor, monitor the, the situation","notably the new, the new smartphone, new smartphone features, smartphone features a, features a faster, a faster processor, faster processor and, processor and improved, and improved battery, improved battery life, battery life experts, life experts continue, experts continue to, continue to monitor, to monitor the, monitor the situation",Technology
1950,Sources say mental health awareness programs are becoming common in workplaces. Officials had no further comment.,"sources, say, mental, health, awareness, programs, becoming, common, workplaces, officials, had, no, further, comment","sources say, say mental, mental health, health awareness, awareness programs, programs are, are becoming, becoming common, common in, in workplaces, workplaces officials, officials had, had no, no further, further comment","sources say mental, say mental health, mental health awareness, health awareness programs, awareness programs are, programs are becoming, are becoming common, becoming common in, common in workplaces, in workplaces officials, workplaces officials had, officials had no, had no further, no further comment",Health
1951,"As expected, the new smartphone features a faster processor and improved battery life. Many found this development notable.","expected, new, smartphone, features, faster, processor, improved, battery, life, many, found, development, notable","as expected, expected the, the new, new smartphone, smartphone features, features a, a faster, faster processor, processor and, and improved, improved battery, battery life, life many, many found, found this, this development, development notable","as expected the, expected the new, the new smartphone, new smartphone features, smartphone features a, features a faster, a faster processor, faster processor and, processor and improved, and improved battery, improved battery life, battery life many, life many found, many found this, found this development, this development notable",Technology
1952,"In a statement, the laboratory published results from a decade long climate study. The news spread quickly online.","statement, laboratory, published, results, decade, long, climate, study, news, spread, quickly, online","in a, a statement, statement the, the laboratory, laboratory published, published results, results from, from a, a decade, decade long, long climate, climate study, study the, the news, news spread, spread quickly, quickly online","in a statement, a statement the, statement the laboratory, the laboratory published, laboratory published results, published results from, results from a, from a decade, a decade long, decade long climate, long climate study, climate study the, study the news, the news spread, news spread quickly, spread quickly online",Science
1953,"Overall, nutritionists suggested simple changes to improve daily eating habits. Officials had no further comment.","overall, nutritionists, suggested, simple, changes, improve, daily, eating, habits, officials, had, no, further, comment","overall nutritionists, nutritionists suggested, suggested simple, simple changes, changes to, to improve, improve daily, daily eating, eating habits, habits officials, officials had, had no, no further, further comment","overall nutritionists suggested, nutritionists suggested simple, suggested simple changes, simple changes to, changes to improve, to improve daily, improve daily eating, daily eating habits, eating habits officials, habits officials had, officials had no, had no further, no further comment",Health
1954,Sources say artificial intelligence systems can process large volumes of data quickly. Many found this development notable.,"sources, say, artificial, intelligence, systems, can, process, large, volumes, data, quickly, many, found, development, notable","sources say, say artificial, artificial intelligence, intelligence systems, systems can, can process, process large, large volumes, volumes of, of data, data quickly, quickly many, many found, found this, this development, development notable","sources say artificial, say artificial intelligence, artificial intelligence systems, intelligence systems can, systems can process, can process large, process large volumes, large volumes of, volumes of data, of data quickly, data quickly many, quickly many found, many found this, found this development, this development notable",Technology
1955,"Interestingly, researchers used satellite data to track melting glaciers more accurately. Experts continue to monitor the situation.","interestingly, researchers, used, satellite, data, track, melting, glaciers, more, accurately, experts, continue, monitor, situation","interestingly researchers, researchers used, used satellite, satellite data, data to, to track, track melting, melting glaciers, glaciers more, more accurately, accurately experts, experts continue, continue to, to monitor, monitor the, the situation","interestingly researchers used, researchers used satellite, used satellite data, satellite data to, data to track, to track melting, track melting glaciers, melting glaciers more, glaciers more accurately, more accurately experts, accurately experts continue, experts continue to, continue to monitor, to monitor the, monitor the situation",Science
1956,"Notably, the comedian's new special received praise for its sharp writing. Experts continue to monitor the situation.","notably, comedians, new, special, received, praise, its, sharp, writing, experts, continue, monitor, situation","notably the, the comedians, comedians new, new special, special received, received praise, praise for, for its, its sharp, sharp writing, writing experts, experts continue, continue to, to monitor, monitor the, the situation","notably the comedians, the comedians new, comedians new special, new special received, special received praise, received praise for, praise for its, for its sharp, its sharp writing, sharp writing experts, writing experts continue, experts continue to, continue to monitor, to monitor the, monitor the situation",Entertainment
1957,"Interestingly, the referee reviewed the replay before confirming the controversial goal. Many found this development notable.","interestingly, referee, reviewed, replay, before, confirming, controversial, goal, many, found, development, notable","interestingly the, the referee, referee reviewed, reviewed the, the replay, replay before, before confirming, confirming the, the controversial, controversial goal, goal many, many found, found this, this development, development notable","interestingly the referee, the referee reviewed, referee reviewed the, reviewed the replay, the replay before, replay before confirming, before confirming the, confirming the controversial, the controversial goal, controversial goal many, goal many found, many found this, found this development, this development notable",Sports
1958,"In a statement, backpackers shared tips for exploring the region on a tight budget. Many found this development notable.","statement, backpackers, shared, tips, exploring, region, tight, budget, many, found, development, notable","in a, a statement, statement backpackers, backpackers shared, shared tips, tips for, for exploring, exploring the, the region, region on, on a, a tight, tight budget, budget many, many found, found this, this development, development notable","in a statement, a statement backpackers, statement backpackers shared, backpackers shared tips, shared tips for, tips for exploring, for exploring the, exploring the region, the region on, region on a, on a tight, a tight budget, tight budget many, budget many found, many found this, found this development, this development notable",Travel
1959,"Notably, physical therapists helped the patient regain mobility after surgery. Reactions were mixed among observers.","notably, physical, therapists, helped, patient, regain, mobility, after, surgery, reactions, mixed, among, observers","notably physical, physical therapists, therapists helped, helped the, the patient, patient regain, regain mobility, mobility after, after surgery, surgery reactions, reactions were, were mixed, mixed among, among observers","notably physical therapists, physical therapists helped, therapists helped the, helped the patient, the patient regain, patient regain mobility, regain mobility after, mobility after surgery, after surgery reactions, surgery reactions were, reactions were mixed, were mixed among, mixed among observers",Health
1960,"Overall, researchers used satellite data to track melting glaciers more accurately. Reactions were mixed among observers.","overall, researchers, used, satellite, data, track, melting, glaciers, more, accurately, reactions, mixed, among, observers","overall researchers, researchers used, used satellite, satellite data, data to, to track, track melting, melting glaciers, glaciers more, more accurately, accurately reactions, reactions were, were mixed, mixed among, among observers","overall researchers used, researchers used satellite, used satellite data, satellite data to, data to track, to track melting, track melting glaciers, melting glaciers more, glaciers more accurately, more accurately reactions, accurately reactions were, reactions were mixed, were mixed among, mixed among observers",Science
1961,Sources say travel insurance became more popular after recent flight cancellations. Reactions were mixed among observers.,"sources, say, travel, insurance, became, more, popular, after, recent, flight, cancellations, reactions, mixed, among, observers","sources say, say travel, travel insurance, insurance became, became more, more popular, popular after, after recent, recent flight, flight cancellations, cancellations reactions, reactions were, were mixed, mixed among, among observers","sources say travel, say travel insurance, travel insurance became, insurance became more, became more popular, more popular after, popular after recent, after recent flight, recent flight cancellations, flight cancellations reactions, cancellations reactions were, reactions were mixed, were mixed among, mixed among observers",Travel
1962,"Overall, fans lined up early to get autographs from the visiting cast. Officials had no further comment.","overall, fans, lined, up, early, get, autographs, visiting, cast, officials, had, no, further, comment","overall fans, fans lined, lined up, up early, early to, to get, get autographs, autographs from, from the, the visiting, visiting cast, cast officials, officials had, had no, no further, further comment","overall fans lined, fans lined up, lined up early, up early to, early to get, to get autographs, get autographs from, autographs from the, from the visiting, the visiting cast, visiting cast officials, cast officials had, officials had no, had no further, no further comment",Entertainment
1963,"Based on recent updates, investors reacted positively to the firm's expansion into new markets. Further details are expected soon.","based, recent, updates, investors, reacted, positively, firms, expansion, into, new, markets, further, details, expected, soon","based on, on recent, recent updates, updates investors, investors reacted, reacted positively, positively to, to the, the firms, firms expansion, expansion into, into new, new markets, markets further, further details, details are, are expected, expected soon","based on recent, on recent updates, recent updates investors, updates investors reacted, investors reacted positively, reacted positively to, positively to the, to the firms, the firms expansion, firms expansion into, expansion into new, into new markets, new markets further, markets further details, further details are, details are expected, are expected soon",Business
1964,"As expected, a new material was developed that conducts electricity more efficiently. Experts continue to monitor the situation.","expected, new, material, developed, conducts, electricity, more, efficiently, experts, continue, monitor, situation","as expected, expected a, a new, new material, material was, was developed, developed that, that conducts, conducts electricity, electricity more, more efficiently, efficiently experts, experts continue, continue to, to monitor, monitor the, the situation","as expected a, expected a new, a new material, new material was, material was developed, was developed that, developed that conducts, that conducts electricity, conducts electricity more, electricity more efficiently, more efficiently experts, efficiently experts continue, experts continue to, continue to monitor, to monitor the, monitor the situation",Science
1965,Mental health awareness programs are becoming common in workplaces. Many found this development notable.,"mental, health, awareness, programs, becoming, common, workplaces, many, found, development, notable","mental health, health awareness, awareness programs, programs are, are becoming, becoming common, common in, in workplaces, workplaces many, many found, found this, this development, development notable","mental health awareness, health awareness programs, awareness programs are, programs are becoming, are becoming common, becoming common in, common in workplaces, in workplaces many, workplaces many found, many found this, found this development, this development notable",Health
1966,"According to local reports, the city unveiled a new walking trail along the historic waterfront. The news spread quickly online.","according, local, reports, city, unveiled, new, walking, trail, along, historic, waterfront, news, spread, quickly, online","according to, to local, local reports, reports the, the city, city unveiled, unveiled a, a new, new walking, walking trail, trail along, along the, the historic, historic waterfront, waterfront the, the news, news spread, spread quickly, quickly online","according to local, to local reports, local reports the, reports the city, the city unveiled, city unveiled a, unveiled a new, a new walking, new walking trail, walking trail along, trail along the, along the historic, the historic waterfront, historic waterfront the, waterfront the news, the news spread, news spread quickly, spread quickly online",Travel
1967,"Interestingly, researchers studied the effects of sleep on long term memory.","interestingly, researchers, studied, effects, sleep, long, term, memory","interestingly researchers, researchers studied, studied the, the effects, effects of, of sleep, sleep on, on long, long term, term memory","interestingly researchers studied, researchers studied the, studied the effects, the effects of, effects of sleep, of sleep on, sleep on long, on long term, long term memory",Health
1968,Sources say artificial intelligence systems can process large volumes of data quickly. Further details are expected soon.,"sources, say, artificial, intelligence, systems, can, process, large, volumes, data, quickly, further, details, expected, soon","sources say, say artificial, artificial intelligence, intelligence systems, systems can, can process, process large, large volumes, volumes of, of data, data quickly, quickly further, further details, details are, are expected, expected soon","sources say artificial, say artificial intelligence, artificial intelligence systems, intelligence systems can, systems can process, can process large, process large volumes, large volumes of, volumes of data, of data quickly, data quickly further, quickly further details, further details are, details are expected, are expected soon",Technology
1969,Sources say the research team tested a vaccine candidate in early clinical trials. Many found this development notable.,"sources, say, research, team, tested, vaccine, candidate, early, clinical, trials, many, found, development, notable","sources say, say the, the research, research team, team tested, tested a, a vaccine, vaccine candidate, candidate in, in early, early clinical, clinical trials, trials many, many found, found this, this development, development notable","sources say the, say the research, the research team, research team tested, team tested a, tested a vaccine, a vaccine candidate, vaccine candidate in, candidate in early, in early clinical, early clinical trials, clinical trials many, trials many found, many found this, found this development, this development notable",Science
1970,"According to local reports, doctors recommend regular exercise to maintain a healthy heart. Many found this development notable.","according, local, reports, doctors, recommend, regular, exercise, maintain, healthy, heart, many, found, development, notable","according to, to local, local reports, reports doctors, doctors recommend, recommend regular, regular exercise, exercise to, to maintain, maintain a, a healthy, healthy heart, heart many, many found, found this, this development, development notable","according to local, to local reports, local reports doctors, reports doctors recommend, doctors recommend regular, recommend regular exercise, regular exercise to, exercise to maintain, to maintain a, maintain a healthy, a healthy heart, healthy heart many, heart many found, many found this, found this development, this development notable",Health
1971,"Based on recent updates, coaches emphasized endurance training ahead of the upcoming tournament. Experts continue to monitor the situation.","based, recent, updates, coaches, emphasized, endurance, training, ahead, upcoming, tournament, experts, continue, monitor, situation","based on, on recent, recent updates, updates coaches, coaches emphasized, emphasized endurance, endurance training, training ahead, ahead of, of the, the upcoming, upcoming tournament, tournament experts, experts continue, continue to, to monitor, monitor the, the situation","based on recent, on recent updates, recent updates coaches, updates coaches emphasized, coaches emphasized endurance, emphasized endurance training, endurance training ahead, training ahead of, ahead of the, of the upcoming, the upcoming tournament, upcoming tournament experts, tournament experts continue, experts continue to, continue to monitor, to monitor the, monitor the situation",Sports
1972,"According to local reports, researchers studied the effects of sleep on long term memory. Officials had no further comment.","according, local, reports, researchers, studied, effects, sleep, long, term, memory, officials, had, no, further, comment","according to, to local, local reports, reports researchers, researchers studied, studied the, the effects, effects of, of sleep, sleep on, on long, long term, term memory, memory officials, officials had, had no, no further, further comment","according to local, to local reports, local reports researchers, reports researchers studied, researchers studied the, studied the effects, the effects of, effects of sleep, of sleep on, sleep on long, on long term, long term memory, term memory officials, memory officials had, officials had no, had no further, no further comment",Health
1973,"Notably, small business owners praised the new tax relief program. Reactions were mixed among observers.","notably, small, business, owners, praised, new, tax, relief, program, reactions, mixed, among, observers","notably small, small business, business owners, owners praised, praised the, the new, new tax, tax relief, relief program, program reactions, reactions were, were mixed, mixed among, among observers","notably small business, small business owners, business owners praised, owners praised the, praised the new, the new tax, new tax relief, tax relief program, relief program reactions, program reactions were, reactions were mixed, were mixed among, mixed among observers",Business
1974,"As expected, nutritionists suggested simple changes to improve daily eating habits.","expected, nutritionists, suggested, simple, changes, improve, daily, eating, habits","as expected, expected nutritionists, nutritionists suggested, suggested simple, simple changes, changes to, to improve, improve daily, daily eating, eating habits","as expected nutritionists, expected nutritionists suggested, nutritionists suggested simple, suggested simple changes, simple changes to, changes to improve, to improve daily, improve daily eating, daily eating habits",Health
1975,"Overall, the marathon route passed through the old town before reaching the finish line. This was confirmed by multiple sources.","overall, marathon, route, passed, through, old, town, before, reaching, finish, line, confirmed, multiple, sources","overall the, the marathon, marathon route, route passed, passed through, through the, the old, old town, town before, before reaching, reaching the, the finish, finish line, line this, this was, was confirmed, confirmed by, by multiple, multiple sources","overall the marathon, the marathon route, marathon route passed, route passed through, passed through the, through the old, the old town, old town before, town before reaching, before reaching the, reaching the finish, the finish line, finish line this, line this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Sports
1976,"Interestingly, the film premiered to a sold out audience at the downtown theater.","interestingly, film, premiered, sold, out, audience, downtown, theater","interestingly the, the film, film premiered, premiered to, to a, a sold, sold out, out audience, audience at, at the, the downtown, downtown theater","interestingly the film, the film premiered, film premiered to, premiered to a, to a sold, a sold out, sold out audience, out audience at, audience at the, at the downtown, the downtown theater",Entertainment
1977,"As expected, the hospital expanded its emergency department to reduce wait times. Reactions were mixed among observers.","expected, hospital, expanded, its, emergency, department, reduce, wait, times, reactions, mixed, among, observers","as expected, expected the, the hospital, hospital expanded, expanded its, its emergency, emergency department, department to, to reduce, reduce wait, wait times, times reactions, reactions were, were mixed, mixed among, among observers","as expected the, expected the hospital, the hospital expanded, hospital expanded its, expanded its emergency, its emergency department, emergency department to, department to reduce, to reduce wait, reduce wait times, wait times reactions, times reactions were, reactions were mixed, were mixed among, mixed among observers",Health
1978,Sources say the streaming platform released a new series that gained instant popularity.,"sources, say, streaming, platform, released, new, series, gained, instant, popularity","sources say, say the, the streaming, streaming platform, platform released, released a, a new, new series, series that, that gained, gained instant, instant popularity","sources say the, say the streaming, the streaming platform, streaming platform released, platform released a, released a new, a new series, new series that, series that gained, that gained instant, gained instant popularity",Entertainment
1979,"Overall, cloud computing allows companies to store data without physical servers. Officials had no further comment.","overall, cloud, computing, allows, companies, store, data, without, physical, servers, officials, had, no, further, comment","overall cloud, cloud computing, computing allows, allows companies, companies to, to store, store data, data without, without physical, physical servers, servers officials, officials had, had no, no further, further comment","overall cloud computing, cloud computing allows, computing allows companies, allows companies to, companies to store, to store data, store data without, data without physical, without physical servers, physical servers officials, servers officials had, officials had no, had no further, no further comment",Technology
1980,"Interestingly, the marathon route passed through the old town before reaching the finish line. The news spread quickly online.","interestingly, marathon, route, passed, through, old, town, before, reaching, finish, line, news, spread, quickly, online","interestingly the, the marathon, marathon route, route passed, passed through, through the, the old, old town, town before, before reaching, reaching the, the finish, finish line, line the, the news, news spread, spread quickly, quickly online","interestingly the marathon, the marathon route, marathon route passed, route passed through, passed through the, through the old, the old town, old town before, town before reaching, before reaching the, reaching the finish, the finish line, finish line the, line the news, the news spread, news spread quickly, spread quickly online",Sports
1981,"In a statement, the young athlete broke the regional record in the two hundred meter sprint. The news spread quickly online.","statement, young, athlete, broke, regional, record, two, hundred, meter, sprint, news, spread, quickly, online","in a, a statement, statement the, the young, young athlete, athlete broke, broke the, the regional, regional record, record in, in the, the two, two hundred, hundred meter, meter sprint, sprint the, the news, news spread, spread quickly, quickly online","in a statement, a statement the, statement the young, the young athlete, young athlete broke, athlete broke the, broke the regional, the regional record, regional record in, record in the, in the two, the two hundred, two hundred meter, hundred meter sprint, meter sprint the, sprint the news, the news spread, news spread quickly, spread quickly online",Sports
1982,"In a statement, teachers adapted their lesson plans to include more hands on activities. Officials had no further comment.","statement, teachers, adapted, their, lesson, plans, include, more, hands, activities, officials, had, no, further, comment","in a, a statement, statement teachers, teachers adapted, adapted their, their lesson, lesson plans, plans to, to include, include more, more hands, hands on, on activities, activities officials, officials had, had no, no further, further comment","in a statement, a statement teachers, statement teachers adapted, teachers adapted their, adapted their lesson, their lesson plans, lesson plans to, plans to include, to include more, include more hands, more hands on, hands on activities, on activities officials, activities officials had, officials had no, had no further, no further comment",Education
1983,Sources say a new mentorship program pairs upperclassmen with incoming freshmen. Officials had no further comment.,"sources, say, new, mentorship, program, pairs, upperclassmen, incoming, freshmen, officials, had, no, further, comment","sources say, say a, a new, new mentorship, mentorship program, program pairs, pairs upperclassmen, upperclassmen with, with incoming, incoming freshmen, freshmen officials, officials had, had no, no further, further comment","sources say a, say a new, a new mentorship, new mentorship program, mentorship program pairs, program pairs upperclassmen, pairs upperclassmen with, upperclassmen with incoming, with incoming freshmen, incoming freshmen officials, freshmen officials had, officials had no, had no further, no further comment",Education
1984,The young athlete broke the regional record in the two hundred meter sprint. This was confirmed by multiple sources.,"young, athlete, broke, regional, record, two, hundred, meter, sprint, confirmed, multiple, sources","the young, young athlete, athlete broke, broke the, the regional, regional record, record in, in the, the two, two hundred, hundred meter, meter sprint, sprint this, this was, was confirmed, confirmed by, by multiple, multiple sources","the young athlete, young athlete broke, athlete broke the, broke the regional, the regional record, regional record in, record in the, in the two, the two hundred, two hundred meter, hundred meter sprint, meter sprint this, sprint this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Sports
1985,"Overall, the home team scored twice in the final minutes to win the match. Officials had no further comment.","overall, home, team, scored, twice, final, minutes, win, match, officials, had, no, further, comment","overall the, the home, home team, team scored, scored twice, twice in, in the, the final, final minutes, minutes to, to win, win the, the match, match officials, officials had, had no, no further, further comment","overall the home, the home team, home team scored, team scored twice, scored twice in, twice in the, in the final, the final minutes, final minutes to, minutes to win, to win the, win the match, the match officials, match officials had, officials had no, had no further, no further comment",Sports
1986,"As expected, the laboratory published results from a decade long climate study. This was confirmed by multiple sources.","expected, laboratory, published, results, decade, long, climate, study, confirmed, multiple, sources","as expected, expected the, the laboratory, laboratory published, published results, results from, from a, a decade, decade long, long climate, climate study, study this, this was, was confirmed, confirmed by, by multiple, multiple sources","as expected the, expected the laboratory, the laboratory published, laboratory published results, published results from, results from a, from a decade, a decade long, decade long climate, long climate study, climate study this, study this was, this was confirmed, was confirmed by, confirmed by multiple, by multiple sources",Science
1987,"Interestingly, the guided tour included stops at several centuries old landmarks. Reactions were mixed among observers.","interestingly, guided, tour, included, stops, several, centuries, old, landmarks, reactions, mixed, among, observers","interestingly the, the guided, guided tour, tour included, included stops, stops at, at several, several centuries, centuries old, old landmarks, landmarks reactions, reactions were, were mixed, mixed among, among observers","interestingly the guided, the guided tour, guided tour included, tour included stops, included stops at, stops at several, at several centuries, several centuries old, centuries old landmarks, old landmarks reactions, landmarks reactions were, reactions were mixed, were mixed among, mixed among observers",Travel
1988,Sources say the concert featured a surprise duet that thrilled the crowd. Reactions were mixed among observers.,"sources, say, concert, featured, surprise, duet, thrilled, crowd, reactions, mixed, among, observers","sources say, say the, the concert, concert featured, featured a, a surprise, surprise duet, duet that, that thrilled, thrilled the, the crowd, crowd reactions, reactions were, were mixed, mixed among, among observers","sources say the, say the concert, the concert featured, concert featured a, featured a surprise, a surprise duet, surprise duet that, duet that thrilled, that thrilled the, thrilled the crowd, the crowd reactions, crowd reactions were, reactions were mixed, were mixed among, mixed among observers",Entertainment
1989,"Interestingly, retailers adjusted pricing strategies to compete with online stores. Many found this development notable.","interestingly, retailers, adjusted, pricing, strategies, compete, online, stores, many, found, development, notable","interestingly retailers, retailers adjusted, adjusted pricing, pricing strategies, strategies to, to compete, compete with, with online, online stores, stores many, many found, found this, this development, development notable","interestingly retailers adjusted, retailers adjusted pricing, adjusted pricing strategies, pricing strategies to, strategies to compete, to compete with, compete with online, with online stores, online stores many, stores many found, many found this, found this development, this development notable",Business
1990,Officials confirmed that the company reported steady revenue growth during the third quarter. Officials had no further comment.,"officials, confirmed, company, reported, steady, revenue, growth, during, third, quarter, officials, had, no, further, comment","officials confirmed, confirmed that, that the, the company, company reported, reported steady, steady revenue, revenue growth, growth during, during the, the third, third quarter, quarter officials, officials had, had no, no further, further comment","officials confirmed that, confirmed that the, that the company, the company reported, company reported steady, reported steady revenue, steady revenue growth, revenue growth during, growth during the, during the third, the third quarter, third quarter officials, quarter officials had, officials had no, had no further, no further comment",Business
