id,text,language,language_code
1513,"Honnêtement, Le magasin ferme tôt le dimanche.",French,fr
1514,بالمناسبة، أستمتع بتعلم لغات جديدة. الجميع يوافق.,Arabic,ar
1515,"En fait, Il étudie pour ses examens finaux.",French,fr
1516,"Honestamente, Este restaurante sirve comida deliciosa. Todos están de acuerdo.",Spanish,es
1517,"Infatti, L'autobus arriva ogni quindici minuti. È vero.",Italian,it
1518,"By the way, We watched a movie last night.",English,en
1519,"Ce matin, Nous avons regardé un film hier soir. C'est certain.",French,fr
1520,بظاہر، مجھے نئی زبانیں سیکھنا پسند ہے۔ یہ سچ ہے۔,Urdu,ur
1521,"A propósito, O tempo está lindo hoje.",Portuguese,pt
1522,کل، میرا خاندان اس گرمی میں ہم سے ملنے آ رہا ہے۔,Urdu,ur
1523,"Ayer, El clima está hermoso hoy.",Spanish,es
1524,"हैरानी की बात है, कृपया मुझे एक कप कॉफी दीजिए। सभी सहमत हैं।",Hindi,hi
1525,Il negozio chiude presto la domenica. Tutti sono d'accordo.,Italian,it
1526,"जाहिर तौर पर, मुझे नई भाषाएँ सीखना पसंद है। सभी सहमत हैं।",Hindi,hi
1527,دراصل، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔,Urdu,ur
1528,على ما يبدو، الحديقة مليئة بالزهور الملونة. هذا صحيح.,Arabic,ar
1529,بصراحة، الطقس جميل اليوم.,Arabic,ar
1530,"Honestamente, Ella trabaja en una pequeña panadería. Eso es seguro.",Spanish,es
1531,"Mais uma vez, Eu gosto de aprender novos idiomas. Todos concordam.",Portuguese,pt
1532,دکان اتوار کو جلدی بند ہو جاتی ہے۔ یہ سچ ہے۔,Urdu,ur
1533,"Sorprendentemente, Il negozio chiude presto la domenica.",Italian,it
1534,"Übrigens, Ich muss Brot und Milch kaufen. Alle sind sich einig.",German,de
1535,"Ayer, Ella está leyendo un libro en el parque. Todos están de acuerdo.",Spanish,es
1536,"Überraschenderweise, Das Museum öffnet um neun Uhr morgens. Alle sind sich einig.",German,de
1537,I enjoy learning new languages. It's true.,English,en
1538,مرة أخرى، عائلتي ستزورنا هذا الصيف. هذا مؤكد.,Arabic,ar
1539,"वास्तव में, आज मौसम बहुत सुंदर है। यह सच है।",Hindi,hi
1540,"Au fait, Nous avons regardé un film hier soir.",French,fr
1541,"Come al solito, Mi piace imparare nuove lingue. Questo è certo.",Italian,it
1542,Sie planen eine Reise in die Berge. Das ist sicher.,German,de
1543,بالأمس، يبدأ الحفل الساعة الثامنة. هذا صحيح.,Arabic,ar
1544,ایمانداری سے، ہم کل بازار جا رہے ہیں۔ یہ یقینی ہے۔,Urdu,ur
1545,"Tatsächlich, Ich muss Brot und Milch kaufen. Alle sind sich einig.",German,de
1546,"Surprisingly, The store closes early on Sundays.",English,en
1547,"Questa mattina, Il giardino è pieno di fiori colorati. Tutti sono d'accordo.",Italian,it
1548,"Encore une fois, Elle travaille dans une petite boulangerie. C'est vrai.",French,fr
1549,هو يلعب كرة القدم كل نهاية أسبوع.,Arabic,ar
1550,بصراحة، عائلتي ستزورنا هذا الصيف. هذا صحيح.,Arabic,ar
1551,"Honnêtement, Il joue au football chaque week-end. C'est vrai.",French,fr
1552,"De hecho, Ella trabaja en una pequeña panadería. Eso es seguro.",Spanish,es
1553,"Ce matin, Ce restaurant sert une nourriture délicieuse. Tout le monde est d'accord.",French,fr
1554,Stanno pianificando un viaggio in montagna. Questo è certo.,Italian,it
1555,کل، یہ ریستوران لذیذ کھانا پیش کرتا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1556,"As usual, The concert starts at eight o'clock. It's true.",English,en
1557,"हमेशा की तरह, बस हर पंद्रह मिनट में आती है। यह निश्चित है।",Hindi,hi
1558,"Comme d'habitude, J'aime apprendre de nouvelles langues. C'est certain.",French,fr
1559,"Übrigens, Der Bus kommt alle fünfzehn Minuten. Das ist sicher.",German,de
1560,"Apparemment, Elle lit un livre dans le parc. C'est certain.",French,fr
1561,"Tatsächlich, Die Kinder spielen im Garten. Es ist wahr.",German,de
1562,"In fact, He is studying for his final exams. That's for sure.",English,en
1563,"आज सुबह, वह हर सप्ताहांत फुटबॉल खेलता है। सभी सहमत हैं।",Hindi,hi
1564,"Ehrlich gesagt, Er spielt jedes Wochenende Fußball.",German,de
1565,"Aparentemente, A loja fecha cedo aos domingos.",Portuguese,pt
1566,مرة أخرى، هو يلعب كرة القدم كل نهاية أسبوع. الجميع يوافق.,Arabic,ar
1567,"Ce matin, Nous allons au marché demain.",French,fr
1568,"Aparentemente, Los niños están jugando en el jardín. Es verdad.",Spanish,es
1569,"जाहिर तौर पर, वे पहाड़ों की यात्रा की योजना बना रहे हैं। यह निश्चित है।",Hindi,hi
1570,"Au fait, Le concert commence à huit heures.",French,fr
1571,"कल, वह पार्क में एक किताब पढ़ रही है।",Hindi,hi
1572,"हैरानी की बात है, वह हर सप्ताहांत फुटबॉल खेलता है।",Hindi,hi
1573,"Once again, She works at a small bakery downtown.",English,en
1574,"Esta mañana, La tienda cierra temprano los domingos. Es verdad.",Spanish,es
1575,مرة أخرى، تصل الحافلة كل خمس عشرة دقيقة. الجميع يوافق.,Arabic,ar
1576,كالعادة، هو يدرس لامتحاناته النهائية. هذا مؤكد.,Arabic,ar
1577,"Infatti, Il giardino è pieno di fiori colorati. Questo è certo.",Italian,it
1578,"Yesterday, The store closes early on Sundays. Everyone agrees.",English,en
1579,"Sorprendentemente, Ella trabaja en una pequeña panadería.",Spanish,es
1580,Sie arbeitet in einer kleinen Bäckerei. Es ist wahr.,German,de
1581,"Por cierto, El jardín está lleno de flores coloridas. Es verdad.",Spanish,es
1582,"Come al solito, Abbiamo visto un film ieri sera. È vero.",Italian,it
1583,"Surpreendentemente, O show começa às oito horas. Todos concordam.",Portuguese,pt
1584,"वास्तव में, दुकान रविवार को जल्दी बंद हो जाती है। यह सच है।",Hindi,hi
1585,"Como siempre, ¿Puedes ayudarme a encontrar la estación de tren?",Spanish,es
1586,Sie planen eine Reise in die Berge. Alle sind sich einig.,German,de
1587,Il étudie pour ses examens finaux. C'est certain.,French,fr
1588,بالمناسبة، عائلتي ستزورنا هذا الصيف. هذا مؤكد.,Arabic,ar
1589,"Ce matin, J'ai besoin d'acheter du pain et du lait.",French,fr
1590,"Au fait, Je voudrais une tasse de café, s'il vous plaît. Tout le monde est d'accord.",French,fr
1591,"Étonnamment, Le bus arrive toutes les quinze minutes. C'est vrai.",French,fr
1592,"Surpreendentemente, Ele joga futebol todo fim de semana. Isso é certo.",Portuguese,pt
1593,آج صبح، دکان اتوار کو جلدی بند ہو جاتی ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1594,بالمناسبة، هذا المطعم يقدم طعامًا لذيذًا.,Arabic,ar
1595,"Au fait, J'ai besoin d'acheter du pain et du lait. C'est vrai.",French,fr
1596,"Hier, Les enfants jouent dans le jardin. C'est certain.",French,fr
1597,في الواقع، تصل الحافلة كل خمس عشرة دقيقة.,Arabic,ar
1598,"Come al solito, Il museo apre alle nove del mattino. Questo è certo.",Italian,it
1599,"Wie immer, Ich lerne gerne neue Sprachen.",German,de
1600,"Gestern, Der Garten ist voller bunter Blumen.",German,de
1601,"हमेशा की तरह, वह हर सप्ताहांत फुटबॉल खेलता है। यह निश्चित है।",Hindi,hi
1602,"जाहिर तौर पर, संगीत कार्यक्रम आठ बजे शुरू होता है। यह सच है।",Hindi,hi
1603,"Sorprendentemente, Lei sta leggendo un libro nel parco.",Italian,it
1604,"Apparemment, Il joue au football chaque week-end. C'est certain.",French,fr
1605,"Por cierto, Él juega fútbol cada fin de semana. Todos están de acuerdo.",Spanish,es
1606,"Honestamente, El clima está hermoso hoy. Es verdad.",Spanish,es
1607,يبدأ الحفل الساعة الثامنة.,Arabic,ar
1608,"Ayer, Este restaurante sirve comida deliciosa. Todos están de acuerdo.",Spanish,es
1609,"A propósito, Eu preciso comprar pão e leite.",Portuguese,pt
1610,"En fait, Le musée ouvre à neuf heures du matin. C'est certain.",French,fr
1611,"Étonnamment, J'aime apprendre de nouvelles langues. Tout le monde est d'accord.",French,fr
1612,على ما يبدو، هو يلعب كرة القدم كل نهاية أسبوع. هذا مؤكد.,Arabic,ar
1613,بشكل مفاجئ، يبدأ الحفل الساعة الثامنة. هذا صحيح.,Arabic,ar
1614,"As usual, They are planning a trip to the mountains. That's for sure.",English,en
1615,J'aime apprendre de nouvelles langues. Tout le monde est d'accord.,French,fr
1616,The bus arrives every fifteen minutes. Everyone agrees.,English,en
1617,"Ayer, Ella está leyendo un libro en el parque. Es verdad.",Spanish,es
1618,آج صبح، مجھے نئی زبانیں سیکھنا پسند ہے۔,Urdu,ur
1619,"Una vez más, Ella está leyendo un libro en el parque.",Spanish,es
1620,Der Laden schließt sonntags früh. Das ist sicher.,German,de
1621,"Honestamente, Ella trabaja en una pequeña panadería. Todos están de acuerdo.",Spanish,es
1622,ہم نے کل رات ایک فلم دیکھی۔ یہ یقینی ہے۔,Urdu,ur
1623,بصراحة، الحديقة مليئة بالزهور الملونة. الجميع يوافق.,Arabic,ar
1624,"Once again, She is reading a book in the park.",English,en
1625,"Onestamente, Andiamo al mercato domani. Questo è certo.",Italian,it
1626,"Surpreendentemente, A loja fecha cedo aos domingos.",Portuguese,pt
1627,ہمیشہ کی طرح، وہ ہر ہفتے کے آخر میں فٹبال کھیلتا ہے۔ یہ یقینی ہے۔,Urdu,ur
1628,"Apparently, He plays football every weekend. Everyone agrees.",English,en
1629,"Esta manhã, O ônibus chega a cada quinze minutos. Isso é certo.",Portuguese,pt
1630,مرة أخرى، يفتح المتحف الساعة التاسعة صباحًا. هذا صحيح.,Arabic,ar
1631,في الواقع، أود كوب قهوة من فضلك. هذا مؤكد.,Arabic,ar
1632,"हमेशा की तरह, वह अपनी अंतिम परीक्षाओं के लिए पढ़ रहा है। यह निश्चित है।",Hindi,hi
1633,"Überraschenderweise, Sie arbeitet in einer kleinen Bäckerei. Das ist sicher.",German,de
1634,في الواقع، هذا المطعم يقدم طعامًا لذيذًا. هذا صحيح.,Arabic,ar
1635,ہمیشہ کی طرح، وہ پہاڑوں کے سفر کی منصوبہ بندی کر رہے ہیں۔,Urdu,ur
1636,"Infatti, Lei sta leggendo un libro nel parco. Questo è certo.",Italian,it
1637,"Honestamente, Eu gostaria de uma xícara de café, por favor. É verdade.",Portuguese,pt
1638,کل، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1639,"Onestamente, Puoi aiutarmi a trovare la stazione dei treni?",Italian,it
1640,بالأمس، شاهدنا فيلمًا الليلة الماضية.,Arabic,ar
1641,"Surpreendentemente, O ônibus chega a cada quinze minutos. Todos concordam.",Portuguese,pt
1642,"In fact, Can you help me find the train station?",English,en
1643,"Onestamente, Lei lavora in una piccola panetteria. Tutti sono d'accordo.",Italian,it
1644,"Sorprendentemente, Il tempo è bellissimo oggi. Questo è certo.",Italian,it
1645,"Comme d'habitude, J'ai besoin d'acheter du pain et du lait.",French,fr
1646,"Sorprendentemente, Questo ristorante serve cibo delizioso. Tutti sono d'accordo.",Italian,it
1647,بشكل مفاجئ، أحتاج إلى شراء خبز وحليب.,Arabic,ar
1648,"Heute Morgen, Der Garten ist voller bunter Blumen. Es ist wahr.",German,de
1649,"De hecho, Necesito comprar pan y leche.",Spanish,es
1650,"Esta mañana, Ella está leyendo un libro en el parque.",Spanish,es
1651,"Aparentemente, O show começa às oito horas. Isso é certo.",Portuguese,pt
1652,ہمیشہ کی طرح، کیا آپ ٹرین اسٹیشن ڈھونڈنے میں میری مدد کر سکتے ہیں؟,Urdu,ur
1653,على ما يبدو، الطقس جميل اليوم. هذا مؤكد.,Arabic,ar
1654,"Esta manhã, Assistimos a um filme ontem à noite. Todos concordam.",Portuguese,pt
1655,"Aparentemente, Ella está leyendo un libro en el parque. Eso es seguro.",Spanish,es
1656,"Comme d'habitude, Je voudrais une tasse de café, s'il vous plaît. Tout le monde est d'accord.",French,fr
1657,"Sorprendentemente, Vimos una película anoche. Todos están de acuerdo.",Spanish,es
1658,بالأمس، الأطفال يلعبون في الحديقة. هذا صحيح.,Arabic,ar
1659,"En fait, Ils prévoient un voyage à la montagne. Tout le monde est d'accord.",French,fr
1660,"Ontem, O jardim está cheio de flores coloridas. Isso é certo.",Portuguese,pt
1661,Il étudie pour ses examens finaux. C'est vrai.,French,fr
1662,"Honestamente, O ônibus chega a cada quinze minutos.",Portuguese,pt
1663,"In fact, She is reading a book in the park. It's true.",English,en
1664,هذا الصباح، الحديقة مليئة بالزهور الملونة. هذا مؤكد.,Arabic,ar
1665,"Apparently, We are going to the market tomorrow. Everyone agrees.",English,en
1666,كالعادة، هذا المطعم يقدم طعامًا لذيذًا. هذا صحيح.,Arabic,ar
1667,"ईमानदारी से, क्या आप मुझे रेलवे स्टेशन खोजने में मदद कर सकते हैं? सभी सहमत हैं।",Hindi,hi
1668,She works at a small bakery downtown. Everyone agrees.,English,en
1669,"Honestamente, Él juega fútbol cada fin de semana. Es verdad.",Spanish,es
1670,بشكل مفاجئ، أستمتع بتعلم لغات جديدة. الجميع يوافق.,Arabic,ar
1671,حیرت کی بات ہے، باغ رنگ برنگے پھولوں سے بھرا ہے۔,Urdu,ur
1672,"Once again, She is reading a book in the park. It's true.",English,en
1673,آج صبح، بچے باغ میں کھیل رہے ہیں۔ یہ سچ ہے۔,Urdu,ur
1674,"Sorprendentemente, El jardín está lleno de flores coloridas. Es verdad.",Spanish,es
1675,"De hecho, Él está estudiando para sus exámenes finales. Todos están de acuerdo.",Spanish,es
1676,"ईमानदारी से, वह पार्क में एक किताब पढ़ रही है। सभी सहमत हैं।",Hindi,hi
1677,"Hier, Nous avons regardé un film hier soir. C'est certain.",French,fr
1678,"Honnêtement, Elle lit un livre dans le parc. C'est certain.",French,fr
1679,"Apparemment, Il étudie pour ses examens finaux. Tout le monde est d'accord.",French,fr
1680,"Gestern, Er spielt jedes Wochenende Fußball. Alle sind sich einig.",German,de
1681,"Onestamente, Lui sta studiando per gli esami finali. Questo è certo.",Italian,it
1682,"Por cierto, Ella está leyendo un libro en el parque. Es verdad.",Spanish,es
1683,"हैरानी की बात है, संगीत कार्यक्रम आठ बजे शुरू होता है। यह सच है।",Hindi,hi
1684,"Infatti, La mia famiglia ci fa visita questa estate. È vero.",Italian,it
1685,"Wie immer, Sie planen eine Reise in die Berge.",German,de
1686,ایمانداری سے، یہ ریستوران لذیذ کھانا پیش کرتا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1687,संग्रहालय सुबह नौ बजे खुलता है। यह सच है।,Hindi,hi
1688,ایمانداری سے، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔,Urdu,ur
1689,Ella está leyendo un libro en el parque. Eso es seguro.,Spanish,es
1690,"Once again, I enjoy learning new languages. Everyone agrees.",English,en
1691,کل، وہ پہاڑوں کے سفر کی منصوبہ بندی کر رہے ہیں۔ یہ یقینی ہے۔,Urdu,ur
1692,"A propósito, Eu gosto de aprender novos idiomas. É verdade.",Portuguese,pt
1693,"Apparentemente, I bambini stanno giocando in giardino. È vero.",Italian,it
1694,"Ce matin, J'aime apprendre de nouvelles langues. Tout le monde est d'accord.",French,fr
1695,"Esta manhã, Ele está estudando para as provas finais. Todos concordam.",Portuguese,pt
1696,"Honestly, Can you help me find the train station? That's for sure.",English,en
1697,ایمانداری سے، وہ پہاڑوں کے سفر کی منصوبہ بندی کر رہے ہیں۔ یہ سچ ہے۔,Urdu,ur
1698,"Surpreendentemente, Eles estão planejando uma viagem para as montanhas. Todos concordam.",Portuguese,pt
1699,بشكل مفاجئ، الحديقة مليئة بالزهور الملونة. هذا مؤكد.,Arabic,ar
1700,"A propósito, Este restaurante serve comida deliciosa. É verdade.",Portuguese,pt
1701,"Surpreendentemente, Ele está estudando para as provas finais. É verdade.",Portuguese,pt
1702,"Aparentemente, Assistimos a um filme ontem à noite. Isso é certo.",Portuguese,pt
1703,"Na verdade, O tempo está lindo hoje. Isso é certo.",Portuguese,pt
1704,"Gestern, Wir gehen morgen auf den Markt. Alle sind sich einig.",German,de
1705,"Como siempre, Este restaurante sirve comida deliciosa.",Spanish,es
1706,"Hier, Ma famille nous rend visite cet été. Tout le monde est d'accord.",French,fr
1707,"Apparently, We watched a movie last night.",English,en
1708,"Comme d'habitude, Il étudie pour ses examens finaux. Tout le monde est d'accord.",French,fr
1709,"In fact, He plays football every weekend. Everyone agrees.",English,en
1710,"आज सुबह, संगीत कार्यक्रम आठ बजे शुरू होता है। यह सच है।",Hindi,hi
1711,Il negozio chiude presto la domenica.,Italian,it
1712,"वास्तव में, दुकान रविवार को जल्दी बंद हो जाती है। सभी सहमत हैं।",Hindi,hi
1713,"Esta manhã, Ele está estudando para as provas finais. É verdade.",Portuguese,pt
1714,"Surpreendentemente, O ônibus chega a cada quinze minutos.",Portuguese,pt
1715,ہمیشہ کی طرح، ہم کل بازار جا رہے ہیں۔,Urdu,ur
1716,"Apparentemente, Devo comprare pane e latte.",Italian,it
1717,"Apparentemente, I bambini stanno giocando in giardino. Tutti sono d'accordo.",Italian,it
1718,"De hecho, ¿Puedes ayudarme a encontrar la estación de tren?",Spanish,es
1719,I need to buy some bread and milk. Everyone agrees.,English,en
1720,"In fact, She works at a small bakery downtown. Everyone agrees.",English,en
1721,"Questa mattina, Il museo apre alle nove del mattino. È vero.",Italian,it
1722,"Wieder einmal, Wir haben gestern Abend einen Film gesehen. Es ist wahr.",German,de
1723,O ônibus chega a cada quinze minutos.,Portuguese,pt
1724,"Anscheinend, Ich hätte gerne eine Tasse Kaffee, bitte. Alle sind sich einig.",German,de
1725,ایک بار پھر، بس ہر پندرہ منٹ میں آتی ہے۔ یہ سچ ہے۔,Urdu,ur
1726,"Ich hätte gerne eine Tasse Kaffee, bitte. Das ist sicher.",German,de
1727,"Anscheinend, Ich muss Brot und Milch kaufen. Das ist sicher.",German,de
1728,"Übrigens, Können Sie mir helfen, den Bahnhof zu finden? Das ist sicher.",German,de
1729,"Por cierto, Ellos están planeando un viaje a las montañas.",Spanish,es
1730,वह पार्क में एक किताब पढ़ रही है। यह निश्चित है।,Hindi,hi
1731,"हैरानी की बात है, कृपया मुझे एक कप कॉफी दीजिए। यह सच है।",Hindi,hi
1732,"Una vez más, El museo abre a las nueve de la mañana. Eso es seguro.",Spanish,es
1733,بالأمس، هي تقرأ كتابًا في الحديقة. هذا صحيح.,Arabic,ar
1734,"ईमानदारी से, आज मौसम बहुत सुंदर है।",Hindi,hi
1735,حیرت کی بات ہے، براہ کرم مجھے ایک کپ کافی دیں۔ سب اس بات پر متفق ہیں۔,Urdu,ur
1736,The bus arrives every fifteen minutes. That's for sure.,English,en
1737,حیرت کی بات ہے، کیا آپ ٹرین اسٹیشن ڈھونڈنے میں میری مدد کر سکتے ہیں؟ یہ یقینی ہے۔,Urdu,ur
1738,"Infatti, Il giardino è pieno di fiori colorati.",Italian,it
1739,"ईमानदारी से, मेरा परिवार इस गर्मी में हमसे मिलने आ रहा है। सभी सहमत हैं।",Hindi,hi
1740,"By the way, The children are playing in the garden. It's true.",English,en
1741,"Once again, Can you help me find the train station? That's for sure.",English,en
1742,"Tatsächlich, Der Garten ist voller bunter Blumen. Alle sind sich einig.",German,de
1743,"Übrigens, Wir haben gestern Abend einen Film gesehen. Es ist wahr.",German,de
1744,"Au fait, Ce restaurant sert une nourriture délicieuse. C'est vrai.",French,fr
1745,کل، ہم کل بازار جا رہے ہیں۔ یہ یقینی ہے۔,Urdu,ur
1746,"हमेशा की तरह, मेरा परिवार इस गर्मी में हमसे मिलने आ रहा है। सभी सहमत हैं।",Hindi,hi
1747,"हैरानी की बात है, बस हर पंद्रह मिनट में आती है।",Hindi,hi
1748,"Mais uma vez, Ela está lendo um livro no parque. É verdade.",Portuguese,pt
1749,"Ontem, Este restaurante serve comida deliciosa. Todos concordam.",Portuguese,pt
1750,"Apparently, My family is visiting this summer. That's for sure.",English,en
1751,"Onestamente, Stanno pianificando un viaggio in montagna. Questo è certo.",Italian,it
1752,"Honestamente, Minha família vai nos visitar neste verão.",Portuguese,pt
1753,"Como siempre, Me gustaría una taza de café, por favor. Es verdad.",Spanish,es
1754,"Übrigens, Der Garten ist voller bunter Blumen.",German,de
1755,"Aparentemente, Eu gostaria de uma xícara de café, por favor. Todos concordam.",Portuguese,pt
1756,"Yesterday, I would like a cup of coffee, please. That's for sure.",English,en
1757,"Sorprendentemente, Él juega fútbol cada fin de semana. Es verdad.",Spanish,es
1758,"कल, वह एक छोटी बेकरी में काम करती है।",Hindi,hi
1759,على ما يبدو، الأطفال يلعبون في الحديقة. هذا صحيح.,Arabic,ar
1760,ایک بار پھر، میرا خاندان اس گرمی میں ہم سے ملنے آ رہا ہے۔ یہ سچ ہے۔,Urdu,ur
1761,"Honnêtement, J'aime apprendre de nouvelles langues. C'est vrai.",French,fr
1762,"Übrigens, Der Laden schließt sonntags früh. Alle sind sich einig.",German,de
1763,"Aparentemente, A loja fecha cedo aos domingos. Isso é certo.",Portuguese,pt
1764,"En fait, Il joue au football chaque week-end.",French,fr
1765,"Once again, I would like a cup of coffee, please. That's for sure.",English,en
1766,كالعادة، الأطفال يلعبون في الحديقة. هذا صحيح.,Arabic,ar
1767,"Apparently, I need to buy some bread and milk. Everyone agrees.",English,en
1768,مرة أخرى، يفتح المتحف الساعة التاسعة صباحًا. هذا مؤكد.,Arabic,ar
1769,"Tatsächlich, Sie liest ein Buch im Park. Es ist wahr.",German,de
1770,"Once again, I would like a cup of coffee, please. It's true.",English,en
1771,"Como siempre, Me gustaría una taza de café, por favor.",Spanish,es
1772,"Ieri, Il negozio chiude presto la domenica.",Italian,it
1773,"वैसे, मुझे नई भाषाएँ सीखना पसंद है। यह सच है।",Hindi,hi
1774,ویسے، دکان اتوار کو جلدی بند ہو جاتی ہے۔,Urdu,ur
1775,"Anscheinend, Der Garten ist voller bunter Blumen. Alle sind sich einig.",German,de
1776,"Como siempre, El autobús llega cada quince minutos.",Spanish,es
1777,ایک بار پھر، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔ یہ سچ ہے۔,Urdu,ur
1778,آج صبح، باغ رنگ برنگے پھولوں سے بھرا ہے۔ یہ یقینی ہے۔,Urdu,ur
1779,"Come al solito, Il negozio chiude presto la domenica. È vero.",Italian,it
1780,"Na verdade, Assistimos a um filme ontem à noite. Isso é certo.",Portuguese,pt
1781,"Tatsächlich, Der Laden schließt sonntags früh. Das ist sicher.",German,de
1782,"Na verdade, O museu abre às nove da manhã. Isso é certo.",Portuguese,pt
1783,"आज सुबह, हम कल बाजार जा रहे हैं।",Hindi,hi
1784,"Una vez más, Me gusta aprender nuevos idiomas. Todos están de acuerdo.",Spanish,es
1785,حیرت کی بات ہے، مجھے نئی زبانیں سیکھنا پسند ہے۔ یہ یقینی ہے۔,Urdu,ur
1786,ہمیشہ کی طرح، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔ یہ یقینی ہے۔,Urdu,ur
1787,"Comme d'habitude, Le musée ouvre à neuf heures du matin. Tout le monde est d'accord.",French,fr
1788,Andiamo al mercato domani.,Italian,it
1789,ایمانداری سے، وہ ہر ہفتے کے آخر میں فٹبال کھیلتا ہے۔ یہ سچ ہے۔,Urdu,ur
1790,"Onestamente, Il concerto inizia alle otto. È vero.",Italian,it
1791,"Wie immer, Der Bus kommt alle fünfzehn Minuten.",German,de
1792,تصل الحافلة كل خمس عشرة دقيقة. هذا مؤكد.,Arabic,ar
1793,ایک بار پھر، وہ ایک چھوٹی بیکری میں کام کرتی ہے۔ یہ سچ ہے۔,Urdu,ur
1794,"Una vez más, Ellos están planeando un viaje a las montañas. Es verdad.",Spanish,es
1795,"Como sempre, Vamos ao mercado amanhã.",Portuguese,pt
1796,"A proposito, Il negozio chiude presto la domenica. È vero.",Italian,it
1797,"वास्तव में, मुझे नई भाषाएँ सीखना पसंद है। सभी सहमत हैं।",Hindi,hi
1798,"Ancora una volta, Puoi aiutarmi a trovare la stazione dei treni? Tutti sono d'accordo.",Italian,it
1799,"In fact, The weather is beautiful today.",English,en
1800,ایمانداری سے، مجھے نئی زبانیں سیکھنا پسند ہے۔,Urdu,ur
1801,على ما يبدو، يفتح المتحف الساعة التاسعة صباحًا. الجميع يوافق.,Arabic,ar
1802,"Wie immer, Dieses Restaurant serviert köstliches Essen. Alle sind sich einig.",German,de
1803,"A propósito, Ela trabalha em uma pequena padaria.",Portuguese,pt
1804,"Tatsächlich, Sie liest ein Buch im Park. Das ist sicher.",German,de
1805,My family is visiting this summer. That's for sure.,English,en
1806,"Ce matin, Nous allons au marché demain. C'est certain.",French,fr
1807,"Ehrlich gesagt, Der Bus kommt alle fünfzehn Minuten. Alle sind sich einig.",German,de
1808,"Esta mañana, La tienda cierra temprano los domingos.",Spanish,es
1809,"Esta mañana, El clima está hermoso hoy. Eso es seguro.",Spanish,es
1810,"Como sempre, Este restaurante serve comida deliciosa.",Portuguese,pt
1811,"Anscheinend, Meine Familie besucht uns diesen Sommer.",German,de
1812,بالمناسبة، شاهدنا فيلمًا الليلة الماضية. هذا صحيح.,Arabic,ar
1813,"Ehrlich gesagt, Das Konzert beginnt um acht Uhr.",German,de
1814,"Me gustaría una taza de café, por favor. Eso es seguro.",Spanish,es
1815,"Come al solito, La mia famiglia ci fa visita questa estate. Questo è certo.",Italian,it
1816,"Infatti, Lui sta studiando per gli esami finali. Tutti sono d'accordo.",Italian,it
1817,"Wieder einmal, Er lernt für seine Abschlussprüfungen. Das ist sicher.",German,de
1818,"Étonnamment, Je voudrais une tasse de café, s'il vous plaît. Tout le monde est d'accord.",French,fr
1819,"Ayer, Él está estudiando para sus exámenes finales.",Spanish,es
1820,वह अपनी अंतिम परीक्षाओं के लिए पढ़ रहा है। सभी सहमत हैं।,Hindi,hi
1821,O tempo está lindo hoje. Todos concordam.,Portuguese,pt
1822,بشكل مفاجئ، يخططون لرحلة إلى الجبال. هذا مؤكد.,Arabic,ar
1823,بشكل مفاجئ، هي تقرأ كتابًا في الحديقة. هذا مؤكد.,Arabic,ar
1824,"Gestern, Das Wetter ist heute wunderschön. Das ist sicher.",German,de
1825,"Yesterday, She works at a small bakery downtown. It's true.",English,en
1826,Le jardin est plein de fleurs colorées. C'est certain.,French,fr
1827,"Onestamente, Il tempo è bellissimo oggi. Questo è certo.",Italian,it
1828,"Comme d'habitude, Pouvez-vous m'aider à trouver la gare ? C'est vrai.",French,fr
1829,"Esta mañana, ¿Puedes ayudarme a encontrar la estación de tren?",Spanish,es
1830,"Anscheinend, Der Garten ist voller bunter Blumen.",German,de
1831,"De hecho, Los niños están jugando en el jardín. Eso es seguro.",Spanish,es
1832,"Surprisingly, The children are playing in the garden. That's for sure.",English,en
1833,"Comme d'habitude, Nous allons au marché demain. Tout le monde est d'accord.",French,fr
1834,"Étonnamment, Nous allons au marché demain.",French,fr
1835,¿Puedes ayudarme a encontrar la estación de tren? Eso es seguro.,Spanish,es
1836,"Sorprendentemente, Lui gioca a calcio ogni fine settimana.",Italian,it
1837,"Übrigens, Er spielt jedes Wochenende Fußball. Das ist sicher.",German,de
1838,كالعادة، هل يمكنك مساعدتي في إيجاد محطة القطار؟ هذا مؤكد.,Arabic,ar
1839,"ईमानदारी से, वह एक छोटी बेकरी में काम करती है। सभी सहमत हैं।",Hindi,hi
1840,Pouvez-vous m'aider à trouver la gare ? C'est certain.,French,fr
1841,ویسے، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔ یہ یقینی ہے۔,Urdu,ur
1842,"Encore une fois, Il étudie pour ses examens finaux. Tout le monde est d'accord.",French,fr
1843,"Ieri, Stanno pianificando un viaggio in montagna. È vero.",Italian,it
