id,text,label,category,difficulty
2386,"Just a heads up, This is a reminder that your membership with Redstone Consulting is up for renewal soon. Take care.",Ham,Notification,Advanced
2387,IMPORTANT: You've been selected for an exclusive early access deal on a RoadMaster bicycle!,Spam,Promotion,Beginner
2388,"Hey, Can you loop in the design team before our next sync with Maple Street School District? Take care.",Ham,Work,Intermediate
2389,"Hi, The deadline for the Maple Street School District deliverables has been moved up by two days. Thanks!",Ham,Work,Intermediate
2390,"LIMITED TIME: As a valued customer, enjoy an extra discount on the PixelView monitor this week! Don't wait!",Spam,Promotion,Beginner
2391,"ALERT: Final reminder: unclaimed reward expires today, click now before it's too late! Offer won't last.",Spam,Scam,Advanced
2392,"NOTICE: New arrival: a SoundWave headset now available at an unbeatable price, shop now! Don't wait!",Spam,Advertisement,Beginner
2393,LIMITED TIME: Congratulations! You've earned a free a NightOwl reading lamp — claim your reward now! Offer won't last.,Spam,Promotion,Beginner
2394,Your order from BrightFuture Foundation has shipped and is expected to arrive in three days. Take care.,Ham,Notification,Beginner
2395,"IMPORTANT: Your delivery is on hold pending confirmation, update your details to release it! Don't wait!",Spam,Scam,Advanced
2396,"NOTICE: As a valued customer, enjoy an extra discount on a ProGrip tennis racket this week! Don't wait!",Spam,Promotion,Intermediate
2397,Your account settings with Cedar Grove Hospital were updated successfully. Talk soon.,Ham,Notification,Advanced
2398,"NOTICE: Best prices of the season on a RoadMaster bicycle, shop the sale now! Offer won't last.",Spam,Advertisement,Beginner
2399,IMPORTANT: Everything must go! Get the PixelView monitor at clearance prices while supplies last! Respond today.,Spam,Advertisement,Intermediate
2400,"Hey, The traffic on the highway is pretty bad this morning, leave early.",Ham,Normal Message,Advanced
2401,IMPORTANT: Huge sale on a StreamCast speaker — save big before stock runs out! Offer won't last.,Spam,Advertisement,Intermediate
2402,"ATTENTION: Final reminder: unclaimed reward expires today, click now before it's too late! Limited spots remain.",Spam,Scam,Beginner
2403,"Hi, It was so great catching up with you last weekend, let's do it again soon. Talk soon.",Ham,Personal,Beginner
2404,NOTICE: You've been selected for an exclusive early access deal on a PureGlow skincare set! Limited spots remain.,Spam,Promotion,Advanced
2405,"ALERT: Final reminder: unclaimed reward expires today, click now before it's too late! Don't wait!",Spam,Scam,Intermediate
2406,"Just a heads up, Can't wait to see you at the reunion next month. Talk soon.",Ham,Personal,Advanced
2407,ALERT: Congratulations! You've earned a free the GreenLeaf water bottle — claim your reward now!,Spam,Promotion,Intermediate
2408,"Hello, Your reservation at Vertex Analytics has been confirmed for this weekend.",Ham,Notification,Beginner
2409,"Just a heads up, The weather looks nice this weekend, want to go for a walk? Let me know.",Ham,Normal Message,Intermediate
2410,"Hello, Hope your trip was amazing, can't wait to hear all about it. Talk soon.",Ham,Personal,Intermediate
2411,"Quick note: Your upcoming event with Summit Robotics Inc. has been rescheduled, check the new time. Thanks!",Ham,Notification,Intermediate
2412,"LIMITED TIME: Special deal: buy one the ChefMate blender, get one free this weekend only! Respond today.",Spam,Advertisement,Beginner
2413,ACT NOW: Huge sale on a ProGrip tennis racket — save big before stock runs out!,Spam,Advertisement,Advanced
2414,"Best prices of the season on the FreshAir purifier, shop the sale now!",Spam,Advertisement,Intermediate
2415,Quick note: Your account settings with Summit Robotics Inc. were updated successfully.,Ham,Notification,Intermediate
2416,"LIMITED TIME: Unlock a members-only discount on the TravelLite suitcase, available for a short time! Offer won't last.",Spam,Promotion,Beginner
2417,"Just a heads up, The client at Coastal Insurance Co. asked for an updated timeline, can you draft one? Thanks!",Ham,Work,Intermediate
2418,IMPORTANT: You've been selected for an exclusive early access deal on the GreenLeaf water bottle! Limited spots remain.,Spam,Promotion,Advanced
2419,"Hi, Your reservation at Crescent Media Group has been confirmed for this weekend. Let me know.",Ham,Notification,Advanced
2420,"LIMITED TIME: Unusual sign-in attempt detected, confirm it was you within the next hour! Limited spots remain.",Spam,Scam,Beginner
2421,Quick note: Do you want to grab coffee before the meeting starts? Thanks!,Ham,Normal Message,Intermediate
2422,LIMITED TIME: Exclusive offer just for you: get a bonus the ChefMate blender with your next purchase! Don't wait!,Spam,Promotion,Beginner
2423,"Hi, Reminder: your subscription with Harborview College renews at the end of this month. Thanks!",Ham,Notification,Intermediate
2424,"Hello, We should catch up soon, it's been a while since we talked. Take care.",Ham,Normal Message,Beginner
2425,"ALERT: Unlock a members-only discount on a NightOwl reading lamp, available for a short time!",Spam,Promotion,Advanced
2426,ALERT: Introducing the SmartHome Hub — order now and get free shipping this week! Limited spots remain.,Spam,Advertisement,Intermediate
2427,"Hey, Can you loop in the design team before our next sync with Vertex Analytics? Take care.",Ham,Work,Intermediate
2428,Quick note: This is a reminder that your appointment with Zenith Pharmaceuticals starts in one hour. Take care.,Ham,Notification,Beginner
2429,Quick note: Please share your feedback on the draft before we send it to Summit Robotics Inc.. Take care.,Ham,Work,Beginner
2430,Quick note: This is a confirmation that your request with Riverside Bank has been received. Talk soon.,Ham,Notification,Intermediate
2431,ATTENTION: Action required: your membership will expire tonight unless you renew immediately! Respond today.,Spam,Scam,Intermediate
2432,"Hope your trip was amazing, can't wait to hear all about it. Thanks!",Ham,Personal,Beginner
2433,Let's plan our schedules for next week during our call. Thanks!,Ham,Normal Message,Intermediate
2434,"ACT NOW: Final reminder: unclaimed reward expires today, click now before it's too late! Don't wait!",Spam,Scam,Intermediate
2435,"ATTENTION: Your delivery is on hold pending confirmation, update your details to release it! Don't wait!",Spam,Scam,Advanced
2436,"Hello, This is a reminder that your membership with Harborview College is up for renewal soon. Talk soon.",Ham,Notification,Beginner
2437,"Hello, Please share your feedback on the draft before we send it to Summit Robotics Inc.. Take care.",Ham,Work,Intermediate
2438,"NOTICE: Final notice: unusual activity detected on your account, verify now to avoid suspension! Don't wait!",Spam,Scam,Advanced
2439,"Hey, Could you double-check the numbers in the spreadsheet before we send it to Pioneer Research Institute? Thanks!",Ham,Work,Beginner
2440,You have won a mystery prize! Click the link now to claim before it expires! Don't wait!,Spam,Scam,Advanced
2441,"So happy to hear the good news, we should celebrate soon! Talk soon.",Ham,Personal,Beginner
2442,LIMITED TIME: Introducing a SnapShot camera — order now and get free shipping this week! Respond today.,Spam,Advertisement,Beginner
2443,"Just a heads up, Congratulations on the new job, you truly deserve it!",Ham,Personal,Beginner
2444,Congratulations! You've earned a free the ChefMate blender — claim your reward now! Limited spots remain.,Spam,Promotion,Beginner
2445,Quick note: Let's sync up briefly before submitting the proposal to Oakwood Publishing House. Let me know.,Ham,Work,Advanced
2446,"Hey, Thanks for being such a great friend, it means a lot to me.",Ham,Personal,Beginner
2447,"ALERT: As a valued customer, enjoy an extra discount on a NightOwl reading lamp this week! Offer won't last.",Spam,Promotion,Beginner
2448,"Just a heads up, I left the spare key under the mat, let yourself in whenever. Thanks!",Ham,Normal Message,Intermediate
2449,"FYI, The quarterly presentation for Aurora Data Systems is due by end of day Friday. Take care.",Ham,Work,Intermediate
2450,"Unlock a members-only discount on a SnapShot camera, available for a short time!",Spam,Promotion,Intermediate
2451,ALERT: Refer a friend and receive a free a TrailRunner backpack as a thank-you gift!,Spam,Promotion,Beginner
2452,"Hello, Reminder: your subscription with Crescent Media Group renews at the end of this month. Thanks!",Ham,Notification,Beginner
2453,ALERT: Everything must go! Get a NovaBook Pro laptop at clearance prices while supplies last! Limited spots remain.,Spam,Advertisement,Beginner
2454,"ALERT: Your device may be at risk, download the security update immediately to stay protected! Limited spots remain.",Spam,Scam,Intermediate
2455,"Just a heads up, Your upcoming event with Ironwood Steel Works has been rescheduled, check the new time. Let me know.",Ham,Notification,Advanced
2456,ACT NOW: You have an outstanding balance that must be settled today to avoid penalties! Don't wait!,Spam,Scam,Intermediate
2457,"Hi, Your reservation at Zenith Pharmaceuticals has been confirmed for this weekend.",Ham,Notification,Beginner
2458,ACT NOW: Exclusive offer just for you: get a bonus the QuickBrew coffee maker with your next purchase!,Spam,Promotion,Beginner
2459,"FYI, It was so great catching up with you last weekend, let's do it again soon.",Ham,Personal,Advanced
2460,ALERT: You've been selected for an exclusive early access deal on the SmartHome Hub! Limited spots remain.,Spam,Promotion,Intermediate
2461,"Hello, Reminder: your subscription with Silverline Motors renews at the end of this month. Talk soon.",Ham,Notification,Beginner
2462,"Hi, Your account settings with Oakwood Publishing House were updated successfully. Take care.",Ham,Notification,Beginner
2463,"Hi, Your upcoming event with Oakwood Publishing House has been rescheduled, check the new time. Thanks!",Ham,Notification,Beginner
2464,"Hey, This is a reminder that your appointment with Northfield University starts in one hour. Thanks!",Ham,Notification,Beginner
2465,"Hi, Congratulations on the new job, you truly deserve it! Thanks!",Ham,Personal,Beginner
2466,ATTENTION: Everything must go! Get a PureGlow skincare set at clearance prices while supplies last! Don't wait!,Spam,Advertisement,Beginner
2467,"Hello, Your account settings with Union Manufacturing Corp. were updated successfully.",Ham,Notification,Intermediate
2468,"NOTICE: New arrival: a ProGrip tennis racket now available at an unbeatable price, shop now! Limited spots remain.",Spam,Advertisement,Intermediate
2469,You have an outstanding balance that must be settled today to avoid penalties! Don't wait!,Spam,Scam,Advanced
2470,"ALERT: We detected a problem with your recent payment, please confirm your information now! Respond today.",Spam,Scam,Beginner
2471,ATTENTION: Everything must go! Get the AeroFit smartwatch at clearance prices while supplies last! Limited spots remain.,Spam,Advertisement,Beginner
2472,"ATTENTION: Warning: your subscription payment failed, update your billing information right away! Limited spots remain.",Spam,Scam,Intermediate
2473,"FYI, Thanks for being such a great friend, it means a lot to me. Thanks!",Ham,Personal,Advanced
2474,ATTENTION: Action required: your membership will expire tonight unless you renew immediately! Don't wait!,Spam,Scam,Advanced
2475,"Hey, Thanks again for helping me move those boxes yesterday.",Ham,Normal Message,Intermediate
2476,"IMPORTANT: Security alert: someone tried to log in from an unknown device, verify immediately! Don't wait!",Spam,Scam,Intermediate
2477,"Hello, I'm running a bit late, should be there in about ten minutes. Let me know.",Ham,Normal Message,Intermediate
2478,"Unlock a members-only discount on a NightOwl reading lamp, available for a short time!",Spam,Promotion,Intermediate
2479,"Just a heads up, Happy birthday! Hope you have an amazing day with family and friends. Talk soon.",Ham,Personal,Intermediate
2480,"LIMITED TIME: Unusual sign-in attempt detected, confirm it was you within the next hour! Respond today.",Spam,Scam,Intermediate
2481,IMPORTANT: Limited spots available: sign up now for a free trial of the FreshAir purifier! Don't wait!,Spam,Promotion,Intermediate
2482,Huge sale on a RoadMaster bicycle — save big before stock runs out!,Spam,Advertisement,Intermediate
2483,IMPORTANT: Introducing a PureGlow skincare set — order now and get free shipping this week! Don't wait!,Spam,Advertisement,Intermediate
2484,ACT NOW: Huge sale on the PixelView monitor — save big before stock runs out! Respond today.,Spam,Advertisement,Beginner
2485,"Hey, Wishing you a speedy recovery, let me know if you need anything. Take care.",Ham,Personal,Advanced
2486,"Hey, Let's sync up briefly before submitting the proposal to Vertex Analytics.",Ham,Work,Beginner
2487,"Hello, Wishing you a speedy recovery, let me know if you need anything. Let me know.",Ham,Personal,Intermediate
2488,"Hey, Let's schedule a quick check-in about the Delta Cloud Services account this week. Take care.",Ham,Work,Intermediate
2489,"Hello, This is a reminder that your appointment with Aurora Data Systems starts in one hour. Let me know.",Ham,Notification,Beginner
2490,"ATTENTION: Unlock a members-only discount on a SoundWave headset, available for a short time! Limited spots remain.",Spam,Promotion,Advanced
2491,"IMPORTANT: Unusual sign-in attempt detected, confirm it was you within the next hour! Don't wait!",Spam,Scam,Beginner
2492,"The traffic on the highway is pretty bad this morning, leave early. Let me know.",Ham,Normal Message,Intermediate
2493,"As a valued customer, enjoy an extra discount on a NovaBook Pro laptop this week!",Spam,Promotion,Advanced
2494,"FYI, The traffic on the highway is pretty bad this morning, leave early. Talk soon.",Ham,Normal Message,Beginner
2495,"Just a heads up, Your recent payment to Zenith Pharmaceuticals was processed successfully. Take care.",Ham,Notification,Beginner
2496,LIMITED TIME: Special member reward unlocked: a free a NightOwl reading lamp is waiting for you! Don't wait!,Spam,Promotion,Intermediate
2497,"Just a heads up, The movie was great, we should watch the sequel next weekend. Take care.",Ham,Normal Message,Intermediate
2498,Quick note: Can't wait to see you at the reunion next month. Thanks!,Ham,Personal,Beginner
2499,"Hello, I updated the project board, take a look before our call with Redstone Consulting. Talk soon.",Ham,Work,Intermediate
2500,"LIMITED TIME: Final reminder: unclaimed reward expires today, click now before it's too late! Don't wait!",Spam,Scam,Beginner
2501,"Unusual sign-in attempt detected, confirm it was you within the next hour! Don't wait!",Spam,Scam,Advanced
2502,IMPORTANT: Introducing a TrailRunner backpack — order now and get free shipping this week!,Spam,Advertisement,Beginner
2503,"Hi, Let's finalize the agenda for next week's meeting with Quantum Innovations. Thanks!",Ham,Work,Intermediate
2504,"ATTENTION: Buy the CloudDesk chair today and get 50% off your first order, limited time only!",Spam,Advertisement,Advanced
2505,"Just a heads up, Hope the new house is treating you well, let's visit soon. Let me know.",Ham,Personal,Beginner
2506,Special member reward unlocked: a free a SnapShot camera is waiting for you! Offer won't last.,Spam,Promotion,Intermediate
2507,"Hi, Let me know if you need help moving this weekend. Take care.",Ham,Normal Message,Intermediate
2508,"FYI, Let's schedule a quick check-in about the Coastal Insurance Co. account this week.",Ham,Work,Beginner
2509,Quick note: Your appointment with Northfield University is confirmed for next Tuesday at 10 AM. Talk soon.,Ham,Notification,Intermediate
2510,"LIMITED TIME: Your loyalty points can now be redeemed for a free a SoundWave headset, claim today! Don't wait!",Spam,Promotion,Beginner
2511,"Just a heads up, Let me know if you need help moving this weekend. Let me know.",Ham,Normal Message,Intermediate
2512,IMPORTANT: Huge sale on the PixelView monitor — save big before stock runs out! Don't wait!,Spam,Advertisement,Beginner
2513,"Just a heads up, Could you double-check the numbers in the spreadsheet before we send it to Crescent Media Group? Thanks!",Ham,Work,Intermediate
2514,"Hi, Let's schedule a quick check-in about the Aurora Data Systems account this week. Thanks!",Ham,Work,Intermediate
2515,"The client at Lakeside Medical Center asked for an updated timeline, can you draft one? Thanks!",Ham,Work,Advanced
2516,"Quick note: Hey, are we still meeting for lunch tomorrow around noon? Thanks!",Ham,Normal Message,Intermediate
2517,"Hey, Please review the attached report before our meeting with BrightFuture Foundation tomorrow. Talk soon.",Ham,Work,Beginner
2518,"Just a heads up, Sending good vibes for your interview tomorrow, you've got this! Let me know.",Ham,Personal,Intermediate
2519,Quick note: I found a great recipe for the dinner party next Friday. Talk soon.,Ham,Normal Message,Advanced
2520,"FYI, Did you finish reading that book you mentioned last week? Take care.",Ham,Normal Message,Intermediate
2521,"I updated the project board, take a look before our call with Pioneer Research Institute. Let me know.",Ham,Work,Advanced
2522,"Hello, We should catch up soon, it's been a while since we talked. Talk soon.",Ham,Normal Message,Advanced
2523,NOTICE: Introducing the GreenLeaf water bottle — order now and get free shipping this week!,Spam,Advertisement,Advanced
2524,ALERT: Everything must go! Get a NightOwl reading lamp at clearance prices while supplies last! Respond today.,Spam,Advertisement,Intermediate
2525,Introducing the AeroFit smartwatch — order now and get free shipping this week! Respond today.,Spam,Advertisement,Advanced
2526,"ACT NOW: Don't miss our biggest sale of the year on a PureGlow skincare set, hurry before it ends! Respond today.",Spam,Advertisement,Beginner
2527,"Hello, I found a great recipe for the dinner party next Friday. Talk soon.",Ham,Normal Message,Advanced
2528,Refer a friend and receive a free a ProGrip tennis racket as a thank-you gift! Offer won't last.,Spam,Promotion,Advanced
2529,"Just a heads up, This is a confirmation that your request with Meridian Financial Group has been received. Take care.",Ham,Notification,Beginner
2530,Flash sale: a NovaBook Pro laptop is now 40% off for the next 24 hours only! Limited spots remain.,Spam,Advertisement,Beginner
2531,IMPORTANT: Flash sale: a NightOwl reading lamp is now 40% off for the next 24 hours only! Offer won't last.,Spam,Advertisement,Beginner
2532,"Thinking of you today, hope everything goes well with the move. Thanks!",Ham,Personal,Beginner
2533,"ACT NOW: Special deal: buy one the ChefMate blender, get one free this weekend only! Offer won't last.",Spam,Advertisement,Advanced
2534,"Hi, Your appointment with Skyline Real Estate is confirmed for next Tuesday at 10 AM.",Ham,Notification,Beginner
2535,"LIMITED TIME: You qualify for a limited cash bonus, complete verification to receive your funds!",Spam,Scam,Intermediate
2536,"Just a heads up, Could you double-check the numbers in the spreadsheet before we send it to Aurora Data Systems? Thanks!",Ham,Work,Advanced
2537,"Your recent order has an issue, verify your payment method to continue processing!",Spam,Scam,Intermediate
2538,"Best prices of the season on a NovaBook Pro laptop, shop the sale now! Offer won't last.",Spam,Advertisement,Beginner
2539,Can we reschedule our call with Golden Gate Retailers to later this afternoon? Take care.,Ham,Work,Beginner
2540,Can you water the plants while I'm out of town? Talk soon.,Ham,Normal Message,Intermediate
2541,Quick note: This is a reminder that your membership with Vertex Analytics is up for renewal soon. Thanks!,Ham,Notification,Beginner
2542,ACT NOW: Everything must go! Get a SnapShot camera at clearance prices while supplies last! Respond today.,Spam,Advertisement,Intermediate
2543,"NOTICE: Your delivery is on hold pending confirmation, update your details to release it! Respond today.",Spam,Scam,Beginner
2544,ATTENTION: Introducing a RoadMaster bicycle — order now and get free shipping this week!,Spam,Advertisement,Intermediate
2545,Quick note: Do you want to grab coffee before the meeting starts?,Ham,Normal Message,Beginner
2546,"Just a heads up, Can't wait to see you at the reunion next month. Take care.",Ham,Personal,Beginner
2547,IMPORTANT: Congratulations! You've earned a free the SmartHome Hub — claim your reward now! Don't wait!,Spam,Promotion,Beginner
2548,"Just a heads up, The new cafe downtown has really good pastries, we should try it. Take care.",Ham,Normal Message,Intermediate
2549,Your reservation at Brightline Technologies has been confirmed for this weekend. Thanks!,Ham,Notification,Intermediate
2550,ALERT: Exclusive offer just for you: get a bonus a StreamCast speaker with your next purchase! Respond today.,Spam,Promotion,Intermediate
2551,"Hello, Can you water the plants while I'm out of town? Take care.",Ham,Normal Message,Beginner
2552,"ACT NOW: We detected a problem with your recent payment, please confirm your information now! Respond today.",Spam,Scam,Intermediate
2553,"Congrats on finishing the marathon, that's such an accomplishment!",Ham,Personal,Advanced
2554,"ALERT: You qualify for a limited cash bonus, complete verification to receive your funds!",Spam,Scam,Intermediate
2555,"Hi, Can we reschedule our call with Union Manufacturing Corp. to later this afternoon? Take care.",Ham,Work,Intermediate
2556,IMPORTANT: Congratulations! You've earned a free a NovaBook Pro laptop — claim your reward now! Don't wait!,Spam,Promotion,Beginner
2557,IMPORTANT: Refer a friend and receive a free the AeroFit smartwatch as a thank-you gift! Limited spots remain.,Spam,Promotion,Beginner
2558,"ACT NOW: New arrival: a SnapShot camera now available at an unbeatable price, shop now! Respond today.",Spam,Advertisement,Advanced
2559,"FYI, Thinking about you during this tough time, I'm here if you need me.",Ham,Personal,Beginner
2560,"Just a heads up, Hey, are we still meeting for lunch tomorrow around noon?",Ham,Normal Message,Beginner
2561,"Hey, Please share your feedback on the draft before we send it to Coastal Insurance Co.. Let me know.",Ham,Work,Intermediate
2562,"IMPORTANT: Unlock a members-only discount on a NovaBook Pro laptop, available for a short time! Don't wait!",Spam,Promotion,Intermediate
2563,"ATTENTION: As a valued customer, enjoy an extra discount on the SmartHome Hub this week!",Spam,Promotion,Beginner
2564,"Hey, Congratulations on your engagement, so happy for you both!",Ham,Personal,Advanced
2565,"FYI, Your order from Maple Street School District has shipped and is expected to arrive in three days.",Ham,Notification,Beginner
2566,IMPORTANT: Immediate action needed: your online account will be permanently closed tomorrow! Limited spots remain.,Spam,Scam,Intermediate
2567,"ATTENTION: Your loyalty points can now be redeemed for a free the FlexFit yoga mat, claim today! Offer won't last.",Spam,Promotion,Beginner
2568,ALERT: Refer a friend and receive a free a ProGrip tennis racket as a thank-you gift!,Spam,Promotion,Beginner
2569,"FYI, Your reservation at Falcon Logistics has been confirmed for this weekend. Talk soon.",Ham,Notification,Beginner
2570,IMPORTANT: Special member reward unlocked: a free a SoundWave headset is waiting for you! Limited spots remain.,Spam,Promotion,Intermediate
2571,"Just a heads up, Let's sync up briefly before submitting the proposal to Delta Cloud Services.",Ham,Work,Beginner
2572,"Thinking of you today, hope everything goes well with the move. Talk soon.",Ham,Personal,Beginner
2573,"ACT NOW: New arrival: the PixelView monitor now available at an unbeatable price, shop now! Respond today.",Spam,Advertisement,Advanced
2574,"Hey, This is a reminder that your library books are due back this Friday. Let me know.",Ham,Notification,Advanced
2575,"Hi, Just wanted to check in and see how you've been doing lately. Take care.",Ham,Personal,Intermediate
2576,"FYI, Your reservation at Union Manufacturing Corp. has been confirmed for this weekend. Take care.",Ham,Notification,Advanced
2577,"Hello, Did you finish reading that book you mentioned last week? Thanks!",Ham,Normal Message,Beginner
2578,Congratulations! You've earned a free the AeroFit smartwatch — claim your reward now! Don't wait!,Spam,Promotion,Advanced
2579,"ACT NOW: Don't miss our biggest sale of the year on the FlexFit yoga mat, hurry before it ends! Don't wait!",Spam,Advertisement,Beginner
2580,Your recent payment to Riverside Bank was processed successfully.,Ham,Notification,Advanced
2581,"Hi, Can't wait to see you at the reunion next month. Talk soon.",Ham,Personal,Advanced
2582,"LIMITED TIME: Security alert: someone tried to log in from an unknown device, verify immediately!",Spam,Scam,Advanced
2583,"Just a heads up, The weather looks nice this weekend, want to go for a walk?",Ham,Normal Message,Advanced
2584,"LIMITED TIME: Best prices of the season on a StreamCast speaker, shop the sale now! Don't wait!",Spam,Advertisement,Intermediate
2585,"ALERT: Don't miss our biggest sale of the year on a NovaBook Pro laptop, hurry before it ends! Offer won't last.",Spam,Advertisement,Beginner
2586,"Hi, Can you pick up some groceries on your way home tonight? Let me know.",Ham,Normal Message,Advanced
2587,"ACT NOW: As a valued customer, enjoy an extra discount on a TrailRunner backpack this week! Don't wait!",Spam,Promotion,Beginner
2588,"Wishing you a speedy recovery, let me know if you need anything. Talk soon.",Ham,Personal,Beginner
2589,Quick note: Let's schedule a quick check-in about the BrightFuture Foundation account this week. Thanks!,Ham,Work,Beginner
2590,"Hello, Congratulations on the new job, you truly deserve it! Talk soon.",Ham,Personal,Intermediate
2591,"ACT NOW: Security alert: someone tried to log in from an unknown device, verify immediately! Don't wait!",Spam,Scam,Beginner
2592,"Hi, Reminder: your subscription with Zenith Pharmaceuticals renews at the end of this month.",Ham,Notification,Intermediate
2593,"FYI, Just wanted to check in and see how you've been doing lately. Thanks!",Ham,Personal,Intermediate
2594,"ACT NOW: Upgrade today: a RoadMaster bicycle is on sale for a limited time, don't wait! Don't wait!",Spam,Advertisement,Advanced
2595,"Hi, Let's plan a hiking trip for next month if the weather cooperates. Let me know.",Ham,Normal Message,Intermediate
2596,ATTENTION: Everything must go! Get a StreamCast speaker at clearance prices while supplies last! Offer won't last.,Spam,Advertisement,Intermediate
2597,"You're eligible for a special discount on a SunBeam solar charger, act fast to redeem it!",Spam,Promotion,Intermediate
2598,"Hello, Hope your exams went well, let's celebrate this weekend. Thanks!",Ham,Personal,Advanced
2599,"Hey, Wishing you a speedy recovery, let me know if you need anything. Talk soon.",Ham,Personal,Beginner
2600,Did you finish reading that book you mentioned last week?,Ham,Normal Message,Advanced
2601,"ALERT: Unlock a members-only discount on the TravelLite suitcase, available for a short time! Offer won't last.",Spam,Promotion,Advanced
2602,"ALERT: Your loyalty points can now be redeemed for a free a RoadMaster bicycle, claim today! Offer won't last.",Spam,Promotion,Beginner
2603,Your appointment with Blue Horizon Airlines is confirmed for next Tuesday at 10 AM. Thanks!,Ham,Notification,Beginner
2604,"ACT NOW: Your package could not be delivered, confirm your address immediately to avoid cancellation! Offer won't last.",Spam,Scam,Intermediate
2605,Your recent payment to Oakwood Publishing House was processed successfully.,Ham,Notification,Beginner
2606,LIMITED TIME: Limited spots available: sign up now for a free trial of a SoundWave headset!,Spam,Promotion,Beginner
2607,"Just a heads up, Your appointment with Cedar Grove Hospital is confirmed for next Tuesday at 10 AM. Take care.",Ham,Notification,Beginner
2608,"Just a heads up, Do you want to grab coffee before the meeting starts? Talk soon.",Ham,Normal Message,Intermediate
2609,"Quick note: So proud of you for taking that big step, congratulations! Talk soon.",Ham,Personal,Beginner
2610,Let's sync up briefly before submitting the proposal to Meridian Financial Group. Let me know.,Ham,Work,Advanced
2611,"Quick note: Hey, are we still meeting for lunch tomorrow around noon? Talk soon.",Ham,Normal Message,Advanced
2612,"NOTICE: Don't miss our biggest sale of the year on the CloudDesk chair, hurry before it ends! Respond today.",Spam,Advertisement,Beginner
2613,IMPORTANT: You have won a mystery prize! Click the link now to claim before it expires!,Spam,Scam,Intermediate
2614,NOTICE: Huge sale on the QuickBrew coffee maker — save big before stock runs out! Respond today.,Spam,Advertisement,Intermediate
2615,IMPORTANT: Special member reward unlocked: a free a NovaBook Pro laptop is waiting for you! Respond today.,Spam,Promotion,Beginner
2616,"Hi, Thinking of you today, hope everything goes well with the move. Talk soon.",Ham,Personal,Beginner
2617,"Just a heads up, Let's sync up briefly before submitting the proposal to Silverline Motors. Let me know.",Ham,Work,Beginner
2618,"FYI, Thinking about you during this tough time, I'm here if you need me. Talk soon.",Ham,Personal,Intermediate
2619,"We should catch up soon, it's been a while since we talked. Let me know.",Ham,Normal Message,Advanced
2620,"Your upcoming event with Skyline Real Estate has been rescheduled, check the new time. Thanks!",Ham,Notification,Advanced
2621,"Hello, This is a reminder that your membership with Ironwood Steel Works is up for renewal soon. Take care.",Ham,Notification,Advanced
2622,"Hey, Your account settings with Oakwood Publishing House were updated successfully. Thanks!",Ham,Notification,Advanced
2623,LIMITED TIME: Limited spots available: sign up now for a free trial of a NightOwl reading lamp! Offer won't last.,Spam,Promotion,Beginner
2624,"NOTICE: Don't miss our biggest sale of the year on a SoundWave headset, hurry before it ends! Respond today.",Spam,Advertisement,Intermediate
2625,"Quick note: It was so great catching up with you last weekend, let's do it again soon. Take care.",Ham,Personal,Intermediate
2626,"Hello, The quarterly presentation for Oakwood Publishing House is due by end of day Friday. Thanks!",Ham,Work,Beginner
2627,ACT NOW: Congratulations! You've earned a free a ProGrip tennis racket — claim your reward now! Respond today.,Spam,Promotion,Beginner
2628,"Hi, I'm running a bit late, should be there in about ten minutes. Thanks!",Ham,Normal Message,Intermediate
2629,"Just a heads up, Just wanted to check in and see how you've been doing lately. Talk soon.",Ham,Personal,Beginner
2630,"Hi, Hope your exams went well, let's celebrate this weekend. Take care.",Ham,Personal,Intermediate
2631,Quick note: Let me know if you need help moving this weekend. Take care.,Ham,Normal Message,Intermediate
2632,"FYI, Your subscription to Northfield University's newsletter has been updated successfully. Take care.",Ham,Notification,Beginner
2633,Thanks for sending over the notes from yesterday's meeting. Let me know.,Ham,Normal Message,Advanced
2634,"Quick note: It was so great catching up with you last weekend, let's do it again soon. Let me know.",Ham,Personal,Beginner
2635,"IMPORTANT: Congratulations, you have been selected for a special cash reward, claim it today! Offer won't last.",Spam,Scam,Advanced
2636,IMPORTANT: Special member reward unlocked: a free the QuickBrew coffee maker is waiting for you! Offer won't last.,Spam,Promotion,Advanced
2637,This is a reminder that your library books are due back this Friday. Thanks!,Ham,Notification,Beginner
2638,"Just a heads up, I found a great recipe for the dinner party next Friday. Talk soon.",Ham,Normal Message,Beginner
2639,"LIMITED TIME: Your loyalty points can now be redeemed for a free the AeroFit smartwatch, claim today! Don't wait!",Spam,Promotion,Beginner
2640,"ACT NOW: As a valued customer, enjoy an extra discount on the FlexFit yoga mat this week! Limited spots remain.",Spam,Promotion,Beginner
2641,"Unusual sign-in attempt detected, confirm it was you within the next hour! Limited spots remain.",Spam,Scam,Intermediate
2642,"Hi, The new cafe downtown has really good pastries, we should try it. Thanks!",Ham,Normal Message,Intermediate
2643,LIMITED TIME: Congratulations! You've earned a free a ProGrip tennis racket — claim your reward now! Don't wait!,Spam,Promotion,Intermediate
2644,"ALERT: Buy a TrailRunner backpack today and get 50% off your first order, limited time only! Don't wait!",Spam,Advertisement,Beginner
2645,Quick note: The quarterly presentation for Summit Robotics Inc. is due by end of day Friday. Talk soon.,Ham,Work,Beginner
