id,original_text,lowercase_text,clean_text,tokenized_text,stopwords_removed,stemmed_text,lemmatized_text
1738,"Well, Wow!!! The the PixelView monitor costs $199.99, and it's ON SALE right now... We'll follow up next week.","well, wow!!! the the pixelview monitor costs $199.99, and it's on sale right now... we'll follow up next week.",well wow the the pixelview monitor costs and it s on sale right now we ll follow up next week,"['well', 'wow', 'the', 'the', 'pixelview', 'monitor', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'we', 'll', 'follow', 'up', 'next', 'week']","['well', 'wow', 'pixelview', 'monitor', 'costs', 's', 'sale', 'right', 'll', 'follow', 'next', 'week']",well wow pixelview monitor cost s sale right ll follow next week,well wow pixelview monitor cost s sale right ll follow next week
1739,"Honestly, The dogs were RUNNING across the factory while the cats watched quietly. That's just how it goes sometimes.","honestly, the dogs were running across the factory while the cats watched quietly. that's just how it goes sometimes.",honestly the dogs were running across the factory while the cats watched quietly that s just how it goes sometimes,"['honestly', 'the', 'dogs', 'were', 'running', 'across', 'the', 'factory', 'while', 'the', 'cats', 'watched', 'quietly', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['honestly', 'dogs', 'running', 'across', 'factory', 'cats', 'watched', 'quietly', 's', 'how', 'goes', 'sometimes']",honest dog run acros factory cat watch quiet s how go sometim,honestly dog run across factory cat watch quietly s how go sometim
1740,"You know, The women's committee organized the fundraiser at the museum.","you know, the women's committee organized the fundraiser at the museum.",you know the women s committee organized the fundraiser at the museum,"['you', 'know', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'museum']","['know', 'women', 's', 'committee', 'organized', 'fundraiser', 'museum']",know woman s committee organiz fundrais museum,know woman s committee organiz fundraiser museum
1741,"Honestly, She said she'd never seen such a large crowd at the museum before. We'll follow up next week.","honestly, she said she'd never seen such a large crowd at the museum before. we'll follow up next week.",honestly she said she d never seen such a large crowd at the museum before we ll follow up next week,"['honestly', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'museum', 'before', 'we', 'll', 'follow', 'up', 'next', 'week']","['honestly', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'museum', 'll', 'follow', 'next', 'week']",honest said d nev seen large crowd museum ll follow next week,honestly said d never seen large crowd museum ll follow next week
1742,"By the way, She said she'd never seen such a large crowd at the airport before. That's just how it goes sometimes.","by the way, she said she'd never seen such a large crowd at the airport before. that's just how it goes sometimes.",by the way she said she d never seen such a large crowd at the airport before that s just how it goes sometimes,"['by', 'the', 'way', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'airport', 'before', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['way', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'airport', 's', 'how', 'goes', 'sometimes']",way said d nev seen large crowd airport s how go sometim,way said d never seen large crowd airport s how go sometim
1743,"Honestly, My friend isn't going to the museum because it's raining Harborview College again!! I still can't believe it.","honestly, my friend isn't going to the museum because it's raining harborview college again!! i still can't believe it.",honestly my friend isn t going to the museum because it s raining harborview college again i still can t believe it,"['honestly', 'my', 'friend', 'isn', 't', 'going', 'to', 'the', 'museum', 'because', 'it', 's', 'raining', 'harborview', 'college', 'again', 'i', 'still', 'can', 't', 'believe', 'it']","['honestly', 'friend', 'isn', 't', 'going', 'museum', 'because', 's', 'raining', 'harborview', 'college', 'still', 't', 'believe']",honest friend isn t go museum because s rain harborview college still t believe,honestly friend isn t go museum because s rain harborview college still t believe
1744,"Frankly, I can't believe   Victor finished  the  annual report  in just 2 days. Honestly, it wasn't easy.","frankly, i can't believe   victor finished  the  annual report  in just 2 days. honestly, it wasn't easy.",frankly i can t believe victor finished the annual report in just days honestly it wasn t easy,"['frankly', 'i', 'can', 't', 'believe', 'victor', 'finished', 'the', 'annual', 'report', 'in', 'just', 'days', 'honestly', 'it', 'wasn', 't', 'easy']","['frankly', 't', 'believe', 'victor', 'finished', 'annual', 'report', 'days', 'honestly', 'wasn', 't', 'easy']",frank t believe victor finish annual report day honest wasn t easy,frankly t believe victor finish annual report day honestly wasn t easy
1745,The dogs were RUNNING across the office while the cats watched quietly. No one expected that outcome.,the dogs were running across the office while the cats watched quietly. no one expected that outcome.,the dogs were running across the office while the cats watched quietly no one expected that outcome,"['the', 'dogs', 'were', 'running', 'across', 'the', 'office', 'while', 'the', 'cats', 'watched', 'quietly', 'no', 'one', 'expected', 'that', 'outcome']","['dogs', 'running', 'across', 'office', 'cats', 'watched', 'quietly', 'one', 'expected', 'outcome']",dog run acros office cat watch quiet one expect outcome,dog run across office cat watch quietly one expect outcome
1746,"You know, The Northfield University team WON'T release the numbers until Friday, they said. No one expected that outcome.","you know, the northfield university team won't release the numbers until friday, they said. no one expected that outcome.",you know the northfield university team won t release the numbers until friday they said no one expected that outcome,"['you', 'know', 'the', 'northfield', 'university', 'team', 'won', 't', 'release', 'the', 'numbers', 'until', 'friday', 'they', 'said', 'no', 'one', 'expected', 'that', 'outcome']","['know', 'northfield', 'university', 'team', 'won', 't', 'release', 'numbers', 'until', 'friday', 'said', 'one', 'expected', 'outcome']",know northfield university team won t release number until friday said one expect outcome,know northfield university team won t release number until friday said one expect outcome
1747,"You know, The Oakwood Publishing House team WON'T release the numbers until Friday, they said.","you know, the oakwood publishing house team won't release the numbers until friday, they said.",you know the oakwood publishing house team won t release the numbers until friday they said,"['you', 'know', 'the', 'oakwood', 'publishing', 'house', 'team', 'won', 't', 'release', 'the', 'numbers', 'until', 'friday', 'they', 'said']","['know', 'oakwood', 'publishing', 'house', 'team', 'won', 't', 'release', 'numbers', 'until', 'friday', 'said']",know oakwood publish house team won t release number until friday said,know oakwood publish house team won t release number until friday said
1748,"You know, She said she'd never seen such a large crowd at the office before. Honestly, it wasn't easy.","you know, she said she'd never seen such a large crowd at the office before. honestly, it wasn't easy.",you know she said she d never seen such a large crowd at the office before honestly it wasn t easy,"['you', 'know', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'office', 'before', 'honestly', 'it', 'wasn', 't', 'easy']","['know', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'office', 'honestly', 'wasn', 't', 'easy']",know said d nev seen large crowd office honest wasn t easy,know said d never seen large crowd office honestly wasn t easy
1749,Don't forget to email Priya about the audit meeting tomorrow!! I still can't believe it.,don't forget to email priya about the audit meeting tomorrow!! i still can't believe it.,don t forget to email priya about the audit meeting tomorrow i still can t believe it,"['don', 't', 'forget', 'to', 'email', 'priya', 'about', 'the', 'audit', 'meeting', 'tomorrow', 'i', 'still', 'can', 't', 'believe', 'it']","['t', 'forget', 'email', 'priya', 'audit', 'meeting', 'tomorrow', 'still', 't', 'believe']",t forget email priya audit meet tomorrow still t believe,t forget email priya audit meet tomorrow still t believe
1750,"Frankly, Don't forget to email David about the research meeting tomorrow!! It's been quite a journey.","frankly, don't forget to email david about the research meeting tomorrow!! it's been quite a journey.",frankly don t forget to email david about the research meeting tomorrow it s been quite a journey,"['frankly', 'don', 't', 'forget', 'to', 'email', 'david', 'about', 'the', 'research', 'meeting', 'tomorrow', 'it', 's', 'been', 'quite', 'a', 'journey']","['frankly', 't', 'forget', 'email', 'david', 'research', 'meeting', 'tomorrow', 's', 'quite', 'journey']",frank t forget email david research meet tomorrow s quite journey,frankly t forget email david research meet tomorrow s quite journey
1751,"By the way, He studied history, mathematics, and biology at Global Trade Partners last year. We'll follow up next week.","by the way, he studied history, mathematics, and biology at global trade partners last year. we'll follow up next week.",by the way he studied history mathematics and biology at global trade partners last year we ll follow up next week,"['by', 'the', 'way', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'global', 'trade', 'partners', 'last', 'year', 'we', 'll', 'follow', 'up', 'next', 'week']","['way', 'studied', 'history', 'mathematics', 'biology', 'global', 'trade', 'partners', 'last', 'year', 'll', 'follow', 'next', 'week']",way study history mathematic biology global trade partner last year ll follow next week,way study history mathematic biology global trade partner last year ll follow next week
1752,"Well, Don't forget to email Fatima about the annual meeting tomorrow!! We'll follow up next week.","well, don't forget to email fatima about the annual meeting tomorrow!! we'll follow up next week.",well don t forget to email fatima about the annual meeting tomorrow we ll follow up next week,"['well', 'don', 't', 'forget', 'to', 'email', 'fatima', 'about', 'the', 'annual', 'meeting', 'tomorrow', 'we', 'll', 'follow', 'up', 'next', 'week']","['well', 't', 'forget', 'email', 'fatima', 'annual', 'meeting', 'tomorrow', 'll', 'follow', 'next', 'week']",well t forget email fatima annual meet tomorrow ll follow next week,well t forget email fatima annual meet tomorrow ll follow next week
1753,"Frankly, My friend isn't going to the airport because it's raining Skyline Real Estate again!! It happened faster than planned.","frankly, my friend isn't going to the airport because it's raining skyline real estate again!! it happened faster than planned.",frankly my friend isn t going to the airport because it s raining skyline real estate again it happened faster than planned,"['frankly', 'my', 'friend', 'isn', 't', 'going', 'to', 'the', 'airport', 'because', 'it', 's', 'raining', 'skyline', 'real', 'estate', 'again', 'it', 'happened', 'faster', 'than', 'planned']","['frankly', 'friend', 'isn', 't', 'going', 'airport', 'because', 's', 'raining', 'skyline', 'real', 'estate', 'happened', 'faster', 'planned']",frank friend isn t go airport because s rain skyline real estate happen fast plann,frankly friend isn t go airport because s rain skyline real estate happen faster plann
1754,"By the way, We can't wait to visit harbor again this summer, it was AMAZING!!! No one expected that outcome.","by the way, we can't wait to visit harbor again this summer, it was amazing!!! no one expected that outcome.",by the way we can t wait to visit harbor again this summer it was amazing no one expected that outcome,"['by', 'the', 'way', 'we', 'can', 't', 'wait', 'to', 'visit', 'harbor', 'again', 'this', 'summer', 'it', 'was', 'amazing', 'no', 'one', 'expected', 'that', 'outcome']","['way', 't', 'wait', 'visit', 'harbor', 'summer', 'amazing', 'one', 'expected', 'outcome']",way t wait visit harbor summ amaz one expect outcome,way t wait visit harbor summer amaz one expect outcome
1755,"Well, I can't believe   Aisha finished  the  audit report  in just 2 days. No one expected that outcome.","well, i can't believe   aisha finished  the  audit report  in just 2 days. no one expected that outcome.",well i can t believe aisha finished the audit report in just days no one expected that outcome,"['well', 'i', 'can', 't', 'believe', 'aisha', 'finished', 'the', 'audit', 'report', 'in', 'just', 'days', 'no', 'one', 'expected', 'that', 'outcome']","['well', 't', 'believe', 'aisha', 'finished', 'audit', 'report', 'days', 'one', 'expected', 'outcome']",well t believe aisha finish audit report day one expect outcome,well t believe aisha finish audit report day one expect outcome
1756,"You know, He studied history, mathematics, and biology at Oakwood Publishing House last year. No one expected that outcome.","you know, he studied history, mathematics, and biology at oakwood publishing house last year. no one expected that outcome.",you know he studied history mathematics and biology at oakwood publishing house last year no one expected that outcome,"['you', 'know', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'oakwood', 'publishing', 'house', 'last', 'year', 'no', 'one', 'expected', 'that', 'outcome']","['know', 'studied', 'history', 'mathematics', 'biology', 'oakwood', 'publishing', 'house', 'last', 'year', 'one', 'expected', 'outcome']",know study history mathematic biology oakwood publish house last year one expect outcome,know study history mathematic biology oakwood publish house last year one expect outcome
1757,"Frankly, Don't forget to email Chloe about the onboarding meeting tomorrow!! That's just how it goes sometimes.","frankly, don't forget to email chloe about the onboarding meeting tomorrow!! that's just how it goes sometimes.",frankly don t forget to email chloe about the onboarding meeting tomorrow that s just how it goes sometimes,"['frankly', 'don', 't', 'forget', 'to', 'email', 'chloe', 'about', 'the', 'onboarding', 'meeting', 'tomorrow', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['frankly', 't', 'forget', 'email', 'chloe', 'onboarding', 'meeting', 'tomorrow', 's', 'how', 'goes', 'sometimes']",frank t forget email chloe onboard meet tomorrow s how go sometim,frankly t forget email chloe onboard meet tomorrow s how go sometim
1758,"Well, The dogs were RUNNING across the campus while the cats watched quietly. No one expected that outcome.","well, the dogs were running across the campus while the cats watched quietly. no one expected that outcome.",well the dogs were running across the campus while the cats watched quietly no one expected that outcome,"['well', 'the', 'dogs', 'were', 'running', 'across', 'the', 'campus', 'while', 'the', 'cats', 'watched', 'quietly', 'no', 'one', 'expected', 'that', 'outcome']","['well', 'dogs', 'running', 'across', 'campus', 'cats', 'watched', 'quietly', 'one', 'expected', 'outcome']",well dog run acros campu cat watch quiet one expect outcome,well dog run across campu cat watch quietly one expect outcome
1759,"Honestly, Wow!!! The a RoadMaster bicycle costs $199.99, and it's ON SALE right now... Everyone agreed it was worth it.","honestly, wow!!! the a roadmaster bicycle costs $199.99, and it's on sale right now... everyone agreed it was worth it.",honestly wow the a roadmaster bicycle costs and it s on sale right now everyone agreed it was worth it,"['honestly', 'wow', 'the', 'a', 'roadmaster', 'bicycle', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['honestly', 'wow', 'roadmaster', 'bicycle', 'costs', 's', 'sale', 'right', 'everyone', 'agreed', 'worth']",honest wow roadmast bicycle cost s sale right everyone agre worth,honestly wow roadmaster bicycle cost s sale right everyone agre worth
1760,"Honestly, Wow!!! The the ChefMate blender costs $199.99, and it's ON SALE right now... That's just how it goes sometimes.","honestly, wow!!! the the chefmate blender costs $199.99, and it's on sale right now... that's just how it goes sometimes.",honestly wow the the chefmate blender costs and it s on sale right now that s just how it goes sometimes,"['honestly', 'wow', 'the', 'the', 'chefmate', 'blender', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['honestly', 'wow', 'chefmate', 'blender', 'costs', 's', 'sale', 'right', 's', 'how', 'goes', 'sometimes']",honest wow chefmate blend cost s sale right s how go sometim,honestly wow chefmate blender cost s sale right s how go sometim
1761,"By the way, The women's committee organized the fundraiser at the garden. It's been quite a journey.","by the way, the women's committee organized the fundraiser at the garden. it's been quite a journey.",by the way the women s committee organized the fundraiser at the garden it s been quite a journey,"['by', 'the', 'way', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'garden', 'it', 's', 'been', 'quite', 'a', 'journey']","['way', 'women', 's', 'committee', 'organized', 'fundraiser', 'garden', 's', 'quite', 'journey']",way woman s committee organiz fundrais garden s quite journey,way woman s committee organiz fundraiser garden s quite journey
1762,"By the way, Wow!!! The a PureGlow skincare set costs $199.99, and it's ON SALE right now... We'll follow up next week.","by the way, wow!!! the a pureglow skincare set costs $199.99, and it's on sale right now... we'll follow up next week.",by the way wow the a pureglow skincare set costs and it s on sale right now we ll follow up next week,"['by', 'the', 'way', 'wow', 'the', 'a', 'pureglow', 'skincare', 'set', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'we', 'll', 'follow', 'up', 'next', 'week']","['way', 'wow', 'pureglow', 'skincare', 'set', 'costs', 's', 'sale', 'right', 'll', 'follow', 'next', 'week']",way wow pureglow skincare set cost s sale right ll follow next week,way wow pureglow skincare set cost s sale right ll follow next week
1763,"Honestly, Wow!!! The a PureGlow skincare set costs $199.99, and it's ON SALE right now... I still can't believe it.","honestly, wow!!! the a pureglow skincare set costs $199.99, and it's on sale right now... i still can't believe it.",honestly wow the a pureglow skincare set costs and it s on sale right now i still can t believe it,"['honestly', 'wow', 'the', 'a', 'pureglow', 'skincare', 'set', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'i', 'still', 'can', 't', 'believe', 'it']","['honestly', 'wow', 'pureglow', 'skincare', 'set', 'costs', 's', 'sale', 'right', 'still', 't', 'believe']",honest wow pureglow skincare set cost s sale right still t believe,honestly wow pureglow skincare set cost s sale right still t believe
1764,"Honestly, The dogs were RUNNING across the stadium while the cats watched quietly. I still can't believe it.","honestly, the dogs were running across the stadium while the cats watched quietly. i still can't believe it.",honestly the dogs were running across the stadium while the cats watched quietly i still can t believe it,"['honestly', 'the', 'dogs', 'were', 'running', 'across', 'the', 'stadium', 'while', 'the', 'cats', 'watched', 'quietly', 'i', 'still', 'can', 't', 'believe', 'it']","['honestly', 'dogs', 'running', 'across', 'stadium', 'cats', 'watched', 'quietly', 'still', 't', 'believe']",honest dog run acros stadium cat watch quiet still t believe,honestly dog run across stadium cat watch quietly still t believe
1765,"Well, I can't believe   Peter finished  the  audit report  in just 2 days. That's just how it goes sometimes.","well, i can't believe   peter finished  the  audit report  in just 2 days. that's just how it goes sometimes.",well i can t believe peter finished the audit report in just days that s just how it goes sometimes,"['well', 'i', 'can', 't', 'believe', 'peter', 'finished', 'the', 'audit', 'report', 'in', 'just', 'days', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['well', 't', 'believe', 'peter', 'finished', 'audit', 'report', 'days', 's', 'how', 'goes', 'sometimes']",well t believe pet finish audit report day s how go sometim,well t believe peter finish audit report day s how go sometim
1766,"Well, He studied history, mathematics, and biology at Quantum Innovations last year. It happened faster than planned.","well, he studied history, mathematics, and biology at quantum innovations last year. it happened faster than planned.",well he studied history mathematics and biology at quantum innovations last year it happened faster than planned,"['well', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'quantum', 'innovations', 'last', 'year', 'it', 'happened', 'faster', 'than', 'planned']","['well', 'studied', 'history', 'mathematics', 'biology', 'quantum', 'innovations', 'last', 'year', 'happened', 'faster', 'planned']",well study history mathematic biology quantum innovation last year happen fast plann,well study history mathematic biology quantum innovation last year happen faster plann
1767,"Well, I can't believe   Chloe finished  the  research report  in just 2 days. I still can't believe it.","well, i can't believe   chloe finished  the  research report  in just 2 days. i still can't believe it.",well i can t believe chloe finished the research report in just days i still can t believe it,"['well', 'i', 'can', 't', 'believe', 'chloe', 'finished', 'the', 'research', 'report', 'in', 'just', 'days', 'i', 'still', 'can', 't', 'believe', 'it']","['well', 't', 'believe', 'chloe', 'finished', 'research', 'report', 'days', 'still', 't', 'believe']",well t believe chloe finish research report day still t believe,well t believe chloe finish research report day still t believe
1768,"By the way, We can't wait to visit plaza again this summer, it was AMAZING!!!","by the way, we can't wait to visit plaza again this summer, it was amazing!!!",by the way we can t wait to visit plaza again this summer it was amazing,"['by', 'the', 'way', 'we', 'can', 't', 'wait', 'to', 'visit', 'plaza', 'again', 'this', 'summer', 'it', 'was', 'amazing']","['way', 't', 'wait', 'visit', 'plaza', 'summer', 'amazing']",way t wait visit plaza summ amaz,way t wait visit plaza summer amaz
1769,"By the way, She said she'd never seen such a large crowd at the plaza before. We'll follow up next week.","by the way, she said she'd never seen such a large crowd at the plaza before. we'll follow up next week.",by the way she said she d never seen such a large crowd at the plaza before we ll follow up next week,"['by', 'the', 'way', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'plaza', 'before', 'we', 'll', 'follow', 'up', 'next', 'week']","['way', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'plaza', 'll', 'follow', 'next', 'week']",way said d nev seen large crowd plaza ll follow next week,way said d never seen large crowd plaza ll follow next week
1770,"By the way, The women's committee organized the fundraiser at the harbor. That's just how it goes sometimes.","by the way, the women's committee organized the fundraiser at the harbor. that's just how it goes sometimes.",by the way the women s committee organized the fundraiser at the harbor that s just how it goes sometimes,"['by', 'the', 'way', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'harbor', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['way', 'women', 's', 'committee', 'organized', 'fundraiser', 'harbor', 's', 'how', 'goes', 'sometimes']",way woman s committee organiz fundrais harbor s how go sometim,way woman s committee organiz fundraiser harbor s how go sometim
1771,"By the way, She said she'd never seen such a large crowd at the stadium before. Everyone agreed it was worth it.","by the way, she said she'd never seen such a large crowd at the stadium before. everyone agreed it was worth it.",by the way she said she d never seen such a large crowd at the stadium before everyone agreed it was worth it,"['by', 'the', 'way', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'stadium', 'before', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['way', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'stadium', 'everyone', 'agreed', 'worth']",way said d nev seen large crowd stadium everyone agre worth,way said d never seen large crowd stadium everyone agre worth
1772,"By the way, She said she'd never seen such a large crowd at the airport before. Everyone agreed it was worth it.","by the way, she said she'd never seen such a large crowd at the airport before. everyone agreed it was worth it.",by the way she said she d never seen such a large crowd at the airport before everyone agreed it was worth it,"['by', 'the', 'way', 'she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'airport', 'before', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['way', 'said', 'd', 'never', 'seen', 'large', 'crowd', 'airport', 'everyone', 'agreed', 'worth']",way said d nev seen large crowd airport everyone agre worth,way said d never seen large crowd airport everyone agre worth
1773,The dogs were RUNNING across the stadium while the cats watched quietly. It happened faster than planned.,the dogs were running across the stadium while the cats watched quietly. it happened faster than planned.,the dogs were running across the stadium while the cats watched quietly it happened faster than planned,"['the', 'dogs', 'were', 'running', 'across', 'the', 'stadium', 'while', 'the', 'cats', 'watched', 'quietly', 'it', 'happened', 'faster', 'than', 'planned']","['dogs', 'running', 'across', 'stadium', 'cats', 'watched', 'quietly', 'happened', 'faster', 'planned']",dog run acros stadium cat watch quiet happen fast plann,dog run across stadium cat watch quietly happen faster plann
1774,"By the way, The women's committee organized the fundraiser at the stadium. It happened faster than planned.","by the way, the women's committee organized the fundraiser at the stadium. it happened faster than planned.",by the way the women s committee organized the fundraiser at the stadium it happened faster than planned,"['by', 'the', 'way', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'stadium', 'it', 'happened', 'faster', 'than', 'planned']","['way', 'women', 's', 'committee', 'organized', 'fundraiser', 'stadium', 'happened', 'faster', 'planned']",way woman s committee organiz fundrais stadium happen fast plann,way woman s committee organiz fundraiser stadium happen faster plann
1775,"Honestly, My friend isn't going to the plaza because it's raining Delta Cloud Services again!! It's been quite a journey.","honestly, my friend isn't going to the plaza because it's raining delta cloud services again!! it's been quite a journey.",honestly my friend isn t going to the plaza because it s raining delta cloud services again it s been quite a journey,"['honestly', 'my', 'friend', 'isn', 't', 'going', 'to', 'the', 'plaza', 'because', 'it', 's', 'raining', 'delta', 'cloud', 'services', 'again', 'it', 's', 'been', 'quite', 'a', 'journey']","['honestly', 'friend', 'isn', 't', 'going', 'plaza', 'because', 's', 'raining', 'delta', 'cloud', 'services', 's', 'quite', 'journey']",honest friend isn t go plaza because s rain delta cloud servic s quite journey,honestly friend isn t go plaza because s rain delta cloud servic s quite journey
1776,"Well, Don't forget to email Fatima about the annual meeting tomorrow!! I still can't believe it.","well, don't forget to email fatima about the annual meeting tomorrow!! i still can't believe it.",well don t forget to email fatima about the annual meeting tomorrow i still can t believe it,"['well', 'don', 't', 'forget', 'to', 'email', 'fatima', 'about', 'the', 'annual', 'meeting', 'tomorrow', 'i', 'still', 'can', 't', 'believe', 'it']","['well', 't', 'forget', 'email', 'fatima', 'annual', 'meeting', 'tomorrow', 'still', 't', 'believe']",well t forget email fatima annual meet tomorrow still t believe,well t forget email fatima annual meet tomorrow still t believe
1777,"Honestly, I can't believe   Hana finished  the  weekly report  in just 2 days.","honestly, i can't believe   hana finished  the  weekly report  in just 2 days.",honestly i can t believe hana finished the weekly report in just days,"['honestly', 'i', 'can', 't', 'believe', 'hana', 'finished', 'the', 'weekly', 'report', 'in', 'just', 'days']","['honestly', 't', 'believe', 'hana', 'finished', 'weekly', 'report', 'days']",honest t believe hana finish week report day,honestly t believe hana finish weekly report day
1778,The dogs were RUNNING across the airport while the cats watched quietly. It's been quite a journey.,the dogs were running across the airport while the cats watched quietly. it's been quite a journey.,the dogs were running across the airport while the cats watched quietly it s been quite a journey,"['the', 'dogs', 'were', 'running', 'across', 'the', 'airport', 'while', 'the', 'cats', 'watched', 'quietly', 'it', 's', 'been', 'quite', 'a', 'journey']","['dogs', 'running', 'across', 'airport', 'cats', 'watched', 'quietly', 's', 'quite', 'journey']",dog run acros airport cat watch quiet s quite journey,dog run across airport cat watch quietly s quite journey
1779,"Honestly, The dogs were RUNNING across the clinic while the cats watched quietly. That's just how it goes sometimes.","honestly, the dogs were running across the clinic while the cats watched quietly. that's just how it goes sometimes.",honestly the dogs were running across the clinic while the cats watched quietly that s just how it goes sometimes,"['honestly', 'the', 'dogs', 'were', 'running', 'across', 'the', 'clinic', 'while', 'the', 'cats', 'watched', 'quietly', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['honestly', 'dogs', 'running', 'across', 'clinic', 'cats', 'watched', 'quietly', 's', 'how', 'goes', 'sometimes']",honest dog run acros clinic cat watch quiet s how go sometim,honestly dog run across clinic cat watch quietly s how go sometim
1780,"By the way, He studied history, mathematics, and biology at Meridian Financial Group last year. It's been quite a journey.","by the way, he studied history, mathematics, and biology at meridian financial group last year. it's been quite a journey.",by the way he studied history mathematics and biology at meridian financial group last year it s been quite a journey,"['by', 'the', 'way', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'meridian', 'financial', 'group', 'last', 'year', 'it', 's', 'been', 'quite', 'a', 'journey']","['way', 'studied', 'history', 'mathematics', 'biology', 'meridian', 'financial', 'group', 'last', 'year', 's', 'quite', 'journey']",way study history mathematic biology meridian financial group last year s quite journey,way study history mathematic biology meridian financial group last year s quite journey
1781,"Well, Wow!!! The the CloudDesk chair costs $199.99, and it's ON SALE right now... We'll follow up next week.","well, wow!!! the the clouddesk chair costs $199.99, and it's on sale right now... we'll follow up next week.",well wow the the clouddesk chair costs and it s on sale right now we ll follow up next week,"['well', 'wow', 'the', 'the', 'clouddesk', 'chair', 'costs', 'and', 'it', 's', 'on', 'sale', 'right', 'now', 'we', 'll', 'follow', 'up', 'next', 'week']","['well', 'wow', 'clouddesk', 'chair', 'costs', 's', 'sale', 'right', 'll', 'follow', 'next', 'week']",well wow clouddesk chair cost s sale right ll follow next week,well wow clouddesk chair cost s sale right ll follow next week
1782,"You know, The company's  quarterly   report   shows   a  12%   increase  in sales. Honestly, it wasn't easy.","you know, the company's  quarterly   report   shows   a  12%   increase  in sales. honestly, it wasn't easy.",you know the company s quarterly report shows a increase in sales honestly it wasn t easy,"['you', 'know', 'the', 'company', 's', 'quarterly', 'report', 'shows', 'a', 'increase', 'in', 'sales', 'honestly', 'it', 'wasn', 't', 'easy']","['know', 'company', 's', 'quarterly', 'report', 'shows', 'increase', 'sales', 'honestly', 'wasn', 't', 'easy']",know company s quarter report show increase sal honest wasn t easy,know company s quarterly report show increase sal honestly wasn t easy
1783,"She said she'd never seen such a large crowd at the garden before. Honestly, it wasn't easy.","she said she'd never seen such a large crowd at the garden before. honestly, it wasn't easy.",she said she d never seen such a large crowd at the garden before honestly it wasn t easy,"['she', 'said', 'she', 'd', 'never', 'seen', 'such', 'a', 'large', 'crowd', 'at', 'the', 'garden', 'before', 'honestly', 'it', 'wasn', 't', 'easy']","['said', 'd', 'never', 'seen', 'large', 'crowd', 'garden', 'honestly', 'wasn', 't', 'easy']",said d nev seen large crowd garden honest wasn t easy,said d never seen large crowd garden honestly wasn t easy
1784,"Frankly, He isn't going to the museum because it's raining Quantum Innovations again!! No one expected that outcome.","frankly, he isn't going to the museum because it's raining quantum innovations again!! no one expected that outcome.",frankly he isn t going to the museum because it s raining quantum innovations again no one expected that outcome,"['frankly', 'he', 'isn', 't', 'going', 'to', 'the', 'museum', 'because', 'it', 's', 'raining', 'quantum', 'innovations', 'again', 'no', 'one', 'expected', 'that', 'outcome']","['frankly', 'isn', 't', 'going', 'museum', 'because', 's', 'raining', 'quantum', 'innovations', 'one', 'expected', 'outcome']",frank isn t go museum because s rain quantum innovation one expect outcome,frankly isn t go museum because s rain quantum innovation one expect outcome
