id,text,sentiment,sentiment_score,emotion,category
2194,This hostel left a lot to be desired; overall it felt mediocre.,Negative,-0.9,Fear,Travel Review
2195,"Unfortunately, this meme was subpar, and I regret spending money on it.",Negative,-0.65,Disappointed,Social Media
2196,"I have to say, the smartwatch exceeded my expectations; it was truly wonderful.",Positive,0.84,Satisfied,Product Review
2197,The vacuum cleaner met the basic expectations and was generally acceptable.,Neutral,0.04,Neutral,Product Review
2198,"I have to say, the livestream exceeded my expectations; it was truly outstanding.",Positive,0.98,Happy,Social Media
2199,I was really let down by this repair service — it was unreliable compared to what was promised.,Negative,-0.83,Angry,Service Review
2200,I'd describe this consulting firm as ordinary — it did the job without standing out.,Neutral,-0.0,Neutral,Service Review
2201,I'd describe this hostel as adequate — it did the job without standing out.,Neutral,-0.04,Neutral,Travel Review
2202,"Sadly, this backpack turned out to be underwhelming, and I wouldn't try it again.",Negative,-0.72,Fear,Product Review
2203,I'd describe this documentary as typical — it did the job without standing out.,Neutral,0.04,Neutral,Movie Review
2204,This hostel impressed everyone in our group; simply amazing.,Positive,0.74,Satisfied,Travel Review
2205,"This meme was average; nothing special, but nothing terrible either.",Neutral,-0.04,Neutral,Social Media
2206,We were thrilled with the online lecture — it felt amazing and well worth the money.,Positive,0.8,Excited,Education
2207,"The app redesign was adequate; nothing special, but nothing terrible either.",Neutral,-0.07,Neutral,Social Media
2208,We were thrilled with the animated movie — it felt delightful and well worth the money.,Positive,0.92,Satisfied,Movie Review
2209,This post left a lot to be desired; overall it felt awful.,Negative,-0.95,Angry,Social Media
2210,I'd describe this film as reasonable — it did the job without standing out.,Neutral,0.04,Neutral,Movie Review
2211,"This thread was ordinary; nothing special, but nothing terrible either.",Neutral,-0.05,Neutral,Social Media
2212,I'd describe the online lecture as reasonable — it did the job without standing out.,Neutral,-0.04,Neutral,Education
2213,"Honestly, this bakery was delightful from start to finish, no complaints at all.",Positive,0.63,Excited,Food Review
2214,"This workshop was okay overall, similar to most alternatives out there.",Neutral,-0.05,Neutral,Education
2215,It's hard to say much about the tech support line; it was simply unremarkable.,Neutral,0.01,Neutral,Service Review
2216,This textbook was a disappointment; the whole experience felt poorly made.,Negative,-0.86,Fear,Education
2217,This water bottle met the basic expectations and was generally reasonable.,Neutral,0.02,Neutral,Product Review
2218,"Sadly, this cruise turned out to be overpriced, and I wouldn't try it again.",Negative,-0.83,Angry,Travel Review
2219,This thread met the basic expectations and was generally reasonable.,Neutral,-0.08,Neutral,Social Media
2220,We were thrilled with this backpack — it felt outstanding and well worth the money.,Positive,0.98,Excited,Product Review
2221,"The animated movie turned out to be excellent, and I would recommend it to anyone.",Positive,0.89,Excited,Movie Review
2222,"The beach destination turned out to be outstanding, and I would recommend it to anyone.",Positive,0.71,Happy,Travel Review
2223,This hotel impressed everyone in our group; simply excellent.,Positive,0.8,Excited,Travel Review
2224,I'd describe the new sequel as fine — it did the job without standing out.,Neutral,-0.07,Neutral,Movie Review
2225,We were thrilled with this restaurant — it felt top-notch and well worth the money.,Positive,0.86,Happy,Food Review
2226,We were thrilled with this laptop — it felt superb and well worth the money.,Positive,0.72,Satisfied,Product Review
2227,"This hostel was unremarkable overall, similar to most alternatives out there.",Neutral,0.04,Neutral,Travel Review
2228,The sushi platter impressed everyone in our group; simply delightful.,Positive,0.62,Satisfied,Food Review
2229,It's hard to say much about this documentary; it was simply average.,Neutral,-0.12,Neutral,Movie Review
2230,"The customer support team turned out to be impressive, and I would recommend it to anyone.",Positive,0.66,Excited,Service Review
2231,We were thrilled with the dessert menu — it felt wonderful and well worth the money.,Positive,0.66,Excited,Food Review
2232,I was really let down by the livestream — it was mediocre compared to what was promised.,Negative,-0.63,Disappointed,Social Media
2233,"This meme was typical; nothing special, but nothing terrible either.",Neutral,0.1,Neutral,Social Media
2234,This meme was a disappointment; the whole experience felt unreliable.,Negative,-0.82,Fear,Social Media
2235,"Honestly, this post was exceptional from start to finish, no complaints at all.",Positive,0.83,Excited,Social Media
2236,The latest trend left a lot to be desired; overall it felt mediocre.,Negative,-0.82,Disappointed,Social Media
2237,The new cafe met the basic expectations and was generally average.,Neutral,0.1,Neutral,Food Review
2238,This certification met the basic expectations and was generally average.,Neutral,0.12,Neutral,Education
2239,"Sadly, the new update turned out to be poorly made, and I wouldn't try it again.",Negative,-0.77,Sad,Social Media
2240,"I have to say, this backpack exceeded my expectations; it was truly outstanding.",Positive,0.99,Satisfied,Product Review
2241,This workshop impressed everyone in our group; simply wonderful.,Positive,0.78,Happy,Education
2242,I'd describe the new update as okay — it did the job without standing out.,Neutral,-0.13,Neutral,Social Media
2243,This water bottle left a lot to be desired; overall it felt disappointing.,Negative,-0.73,Disappointed,Product Review
2244,We were thrilled with the romantic comedy — it felt top-notch and well worth the money.,Positive,0.93,Excited,Movie Review
2245,"Sadly, the online lecture turned out to be overpriced, and I wouldn't try it again.",Negative,-0.98,Angry,Education
2246,I was really let down by this video — it was unreliable compared to what was promised.,Negative,-0.68,Fear,Social Media
2247,This meme left a lot to be desired; overall it felt disappointing.,Negative,-0.92,Disappointed,Social Media
2248,The tutoring session impressed everyone in our group; simply wonderful.,Positive,0.64,Satisfied,Education
2249,This thriller left a lot to be desired; overall it felt poorly made.,Negative,-0.88,Sad,Movie Review
2250,"Unfortunately, this tour package was terrible, and I regret spending money on it.",Negative,-0.72,Sad,Travel Review
2251,The action film impressed everyone in our group; simply exceptional.,Positive,0.83,Happy,Movie Review
2252,The wireless headphones left a lot to be desired; overall it felt poorly made.,Negative,-0.71,Disappointed,Product Review
2253,"This repair service was unremarkable overall, similar to most alternatives out there.",Neutral,0.05,Neutral,Service Review
2254,"Honestly, this restaurant was outstanding from start to finish, no complaints at all.",Positive,0.99,Excited,Food Review
2255,"Unfortunately, the study guide was terrible, and I regret spending money on it.",Negative,-0.61,Angry,Education
2256,"The online lecture was okay overall, similar to most alternatives out there.",Neutral,-0.09,Neutral,Education
2257,It's hard to say much about the action film; it was simply adequate.,Neutral,0.11,Neutral,Movie Review
2258,We were thrilled with this repair service — it felt top-notch and well worth the money.,Positive,0.83,Satisfied,Service Review
2259,"Honestly, the resort was superb from start to finish, no complaints at all.",Positive,0.95,Excited,Travel Review
2260,This diner left a lot to be desired; overall it felt terrible.,Negative,-0.98,Disappointed,Food Review
2261,I was really let down by this water bottle — it was unreliable compared to what was promised.,Negative,-0.74,Sad,Product Review
2262,"Honestly, this hotel was delightful from start to finish, no complaints at all.",Positive,0.98,Excited,Travel Review
2263,We were thrilled with the customer support team — it felt top-notch and well worth the money.,Positive,0.75,Happy,Service Review
2264,"Sadly, this repair service turned out to be subpar, and I wouldn't try it again.",Negative,-0.67,Angry,Service Review
2265,The tech support line impressed everyone in our group; simply exceptional.,Positive,0.61,Happy,Service Review
2266,"I have to say, the sushi platter exceeded my expectations; it was truly amazing.",Positive,0.73,Satisfied,Food Review
2267,"The city tour was average overall, similar to most alternatives out there.",Neutral,0.06,Neutral,Travel Review
2268,"I have to say, this hostel exceeded my expectations; it was truly superb.",Positive,0.85,Happy,Travel Review
2269,This cleaning company met the basic expectations and was generally adequate.,Neutral,-0.11,Neutral,Service Review
2270,"The dessert menu turned out to be delightful, and I would recommend it to anyone.",Positive,0.76,Satisfied,Food Review
2271,"Honestly, the delivery service was delightful from start to finish, no complaints at all.",Positive,0.99,Happy,Service Review
2272,I was really let down by the latest trend — it was underwhelming compared to what was promised.,Negative,-0.86,Angry,Social Media
2273,I was really let down by this film — it was subpar compared to what was promised.,Negative,-0.79,Angry,Movie Review
2274,"The moving company turned out to be wonderful, and I would recommend it to anyone.",Positive,0.97,Satisfied,Service Review
2275,"The new sequel turned out to be delightful, and I would recommend it to anyone.",Positive,0.93,Excited,Movie Review
2276,It's hard to say much about the animated movie; it was simply adequate.,Neutral,-0.13,Neutral,Movie Review
2277,This certification left a lot to be desired; overall it felt awful.,Negative,-0.97,Fear,Education
2278,"Sadly, the moving company turned out to be awful, and I wouldn't try it again.",Negative,-0.74,Fear,Service Review
2279,"Sadly, the resort turned out to be overpriced, and I wouldn't try it again.",Negative,-0.9,Sad,Travel Review
2280,This post was a disappointment; the whole experience felt subpar.,Negative,-0.96,Fear,Social Media
2281,"The animated movie was fine; nothing special, but nothing terrible either.",Neutral,0.02,Neutral,Movie Review
2282,The city tour was a disappointment; the whole experience felt awful.,Negative,-0.65,Sad,Travel Review
2283,We were thrilled with the new update — it felt fantastic and well worth the money.,Positive,0.95,Happy,Social Media
2284,"This post turned out to be exceptional, and I would recommend it to anyone.",Positive,0.91,Satisfied,Social Media
2285,"Sadly, this drama turned out to be overpriced, and I wouldn't try it again.",Negative,-0.73,Disappointed,Movie Review
2286,This certification impressed everyone in our group; simply excellent.,Positive,0.72,Satisfied,Education
2287,The training program left a lot to be desired; overall it felt disappointing.,Negative,-0.61,Sad,Education
2288,I was really let down by the smartwatch — it was underwhelming compared to what was promised.,Negative,-0.65,Angry,Product Review
2289,We were thrilled with this thriller — it felt top-notch and well worth the money.,Positive,0.61,Satisfied,Movie Review
2290,It's hard to say much about this meme; it was simply acceptable.,Neutral,0.08,Neutral,Social Media
2291,"Honestly, the tech support line was superb from start to finish, no complaints at all.",Positive,0.92,Excited,Service Review
2292,"Sadly, the animated movie turned out to be mediocre, and I wouldn't try it again.",Negative,-0.93,Disappointed,Movie Review
2293,"Sadly, this video turned out to be disappointing, and I wouldn't try it again.",Negative,-0.8,Sad,Social Media
2294,"Honestly, the pasta dish was amazing from start to finish, no complaints at all.",Positive,0.82,Happy,Food Review
2295,"Honestly, the new update was wonderful from start to finish, no complaints at all.",Positive,0.79,Satisfied,Social Media
2296,This diner was a disappointment; the whole experience felt terrible.,Negative,-0.96,Sad,Food Review
2297,"This water bottle was adequate; nothing special, but nothing terrible either.",Neutral,0.09,Neutral,Product Review
2298,"Unfortunately, the smartwatch was awful, and I regret spending money on it.",Negative,-0.77,Disappointed,Product Review
2299,I'd describe this laptop as okay — it did the job without standing out.,Neutral,-0.07,Neutral,Product Review
2300,"Honestly, this textbook was wonderful from start to finish, no complaints at all.",Positive,0.78,Happy,Education
2301,We were thrilled with the beach destination — it felt fantastic and well worth the money.,Positive,0.7,Satisfied,Travel Review
2302,"I have to say, the animated movie exceeded my expectations; it was truly delightful.",Positive,0.74,Happy,Movie Review
2303,"Honestly, the tech support line was wonderful from start to finish, no complaints at all.",Positive,0.84,Happy,Service Review
2304,We were thrilled with this workshop — it felt impressive and well worth the money.,Positive,0.96,Happy,Education
2305,"The new cafe was ordinary; nothing special, but nothing terrible either.",Neutral,0.03,Neutral,Food Review
2306,I'd describe this post as average — it did the job without standing out.,Neutral,-0.02,Neutral,Social Media
2307,I'd describe this bakery as ordinary — it did the job without standing out.,Neutral,-0.14,Neutral,Food Review
2308,"The office chair turned out to be excellent, and I would recommend it to anyone.",Positive,0.88,Excited,Product Review
2309,This thriller was a disappointment; the whole experience felt subpar.,Negative,-0.99,Angry,Movie Review
2310,It's hard to say much about the mountain lodge; it was simply adequate.,Neutral,-0.05,Neutral,Travel Review
2311,I was really let down by the mountain lodge — it was terrible compared to what was promised.,Negative,-0.73,Sad,Travel Review
2312,The livestream met the basic expectations and was generally acceptable.,Neutral,-0.08,Neutral,Social Media
2313,The resort impressed everyone in our group; simply superb.,Positive,0.6,Satisfied,Travel Review
2314,The study guide impressed everyone in our group; simply impressive.,Positive,0.75,Satisfied,Education
2315,"The pasta dish turned out to be wonderful, and I would recommend it to anyone.",Positive,0.72,Excited,Food Review
2316,"I have to say, the new sequel exceeded my expectations; it was truly impressive.",Positive,0.94,Excited,Movie Review
2317,"The training program turned out to be superb, and I would recommend it to anyone.",Positive,0.67,Satisfied,Education
2318,"Sadly, this drama turned out to be frustrating, and I wouldn't try it again.",Negative,-0.95,Fear,Movie Review
2319,"The office chair turned out to be top-notch, and I would recommend it to anyone.",Positive,0.79,Happy,Product Review
2320,I'd describe the latest trend as adequate — it did the job without standing out.,Neutral,-0.13,Neutral,Social Media
2321,"Honestly, this course was exceptional from start to finish, no complaints at all.",Positive,0.65,Excited,Education
2322,"This thread turned out to be impressive, and I would recommend it to anyone.",Positive,0.96,Happy,Social Media
2323,We were thrilled with the study guide — it felt delightful and well worth the money.,Positive,0.72,Satisfied,Education
2324,"Sadly, this workshop turned out to be mediocre, and I wouldn't try it again.",Negative,-0.88,Disappointed,Education
2325,"This thriller turned out to be impressive, and I would recommend it to anyone.",Positive,0.92,Happy,Movie Review
2326,"I have to say, the dessert menu exceeded my expectations; it was truly amazing.",Positive,0.67,Excited,Food Review
2327,It's hard to say much about this bakery; it was simply adequate.,Neutral,0.06,Neutral,Food Review
2328,I was really let down by this hotel — it was frustrating compared to what was promised.,Negative,-0.6,Angry,Travel Review
2329,It's hard to say much about the tutoring session; it was simply ordinary.,Neutral,0.14,Neutral,Education
2330,I was really let down by this consulting firm — it was disappointing compared to what was promised.,Negative,-0.92,Fear,Service Review
2331,This backpack met the basic expectations and was generally okay.,Neutral,-0.12,Neutral,Product Review
2332,I'd describe this certification as average — it did the job without standing out.,Neutral,0.14,Neutral,Education
2333,"The new update was reasonable overall, similar to most alternatives out there.",Neutral,0.06,Neutral,Social Media
2334,"The online lecture was standard; nothing special, but nothing terrible either.",Neutral,-0.06,Neutral,Education
2335,The mountain lodge was a disappointment; the whole experience felt subpar.,Negative,-0.94,Angry,Travel Review
2336,It's hard to say much about this blender; it was simply acceptable.,Neutral,-0.11,Neutral,Product Review
2337,"Honestly, this film was excellent from start to finish, no complaints at all.",Positive,0.75,Happy,Movie Review
2338,"Unfortunately, this bakery was underwhelming, and I regret spending money on it.",Negative,-0.78,Sad,Food Review
2339,I was really let down by the romantic comedy — it was unreliable compared to what was promised.,Negative,-0.9,Angry,Movie Review
2340,I was really let down by this film — it was frustrating compared to what was promised.,Negative,-0.85,Disappointed,Movie Review
2341,"I have to say, the customer support team exceeded my expectations; it was truly impressive.",Positive,0.77,Excited,Service Review
2342,The tutoring session impressed everyone in our group; simply amazing.,Positive,0.83,Happy,Education
2343,"This textbook was unremarkable; nothing special, but nothing terrible either.",Neutral,-0.04,Neutral,Education
2344,"Sadly, this hotel turned out to be awful, and I wouldn't try it again.",Negative,-0.75,Disappointed,Travel Review
2345,"I have to say, the smartwatch exceeded my expectations; it was truly outstanding.",Positive,0.69,Satisfied,Product Review
2346,"This blender was adequate; nothing special, but nothing terrible either.",Neutral,0.07,Neutral,Product Review
2347,"Honestly, the mountain lodge was delightful from start to finish, no complaints at all.",Positive,0.76,Satisfied,Travel Review
2348,"The delivery service turned out to be top-notch, and I would recommend it to anyone.",Positive,0.68,Happy,Service Review
2349,"I have to say, the training program exceeded my expectations; it was truly top-notch.",Positive,0.75,Satisfied,Education
2350,We were thrilled with the new cafe — it felt impressive and well worth the money.,Positive,0.73,Satisfied,Food Review
2351,"Unfortunately, this course was unreliable, and I regret spending money on it.",Negative,-0.59,Sad,Education
2352,I'd describe the tutoring session as fine — it did the job without standing out.,Neutral,-0.09,Neutral,Education
2353,It's hard to say much about this film; it was simply okay.,Neutral,0.1,Neutral,Movie Review
2354,This rental agency left a lot to be desired; overall it felt disappointing.,Negative,-0.62,Angry,Service Review
2355,"I have to say, this textbook exceeded my expectations; it was truly fantastic.",Positive,0.73,Happy,Education
2356,We were thrilled with this workshop — it felt top-notch and well worth the money.,Positive,0.78,Satisfied,Education
2357,"Sadly, the livestream turned out to be frustrating, and I wouldn't try it again.",Negative,-0.99,Fear,Social Media
2358,I was really let down by the animated movie — it was mediocre compared to what was promised.,Negative,-0.99,Disappointed,Movie Review
2359,"Honestly, this water bottle was amazing from start to finish, no complaints at all.",Positive,0.67,Excited,Product Review
2360,It's hard to say much about this cleaning company; it was simply adequate.,Neutral,-0.11,Neutral,Service Review
2361,The delivery service was a disappointment; the whole experience felt frustrating.,Negative,-0.95,Fear,Service Review
2362,"Unfortunately, the resort was awful, and I regret spending money on it.",Negative,-0.74,Disappointed,Travel Review
2363,The office chair left a lot to be desired; overall it felt disappointing.,Negative,-0.85,Fear,Product Review
2364,"Unfortunately, this blender was poorly made, and I regret spending money on it.",Negative,-0.77,Angry,Product Review
2365,The dessert menu left a lot to be desired; overall it felt overpriced.,Negative,-0.66,Fear,Food Review
2366,I'd describe this cruise as reasonable — it did the job without standing out.,Neutral,-0.13,Neutral,Travel Review
2367,"Sadly, this hostel turned out to be frustrating, and I wouldn't try it again.",Negative,-0.75,Fear,Travel Review
2368,"I have to say, this repair service exceeded my expectations; it was truly delightful.",Positive,0.99,Happy,Service Review
2369,The sushi platter met the basic expectations and was generally typical.,Neutral,0.08,Neutral,Food Review
2370,"This bakery was average; nothing special, but nothing terrible either.",Neutral,-0.07,Neutral,Food Review
2371,I'd describe this consulting firm as adequate — it did the job without standing out.,Neutral,0.0,Neutral,Service Review
2372,"Honestly, the latest trend was top-notch from start to finish, no complaints at all.",Positive,0.91,Excited,Social Media
2373,"This repair service turned out to be amazing, and I would recommend it to anyone.",Positive,0.89,Excited,Service Review
2374,"This workshop turned out to be exceptional, and I would recommend it to anyone.",Positive,0.63,Satisfied,Education
2375,"The pasta dish was acceptable; nothing special, but nothing terrible either.",Neutral,0.04,Neutral,Food Review
2376,This hostel impressed everyone in our group; simply wonderful.,Positive,0.8,Satisfied,Travel Review
2377,This cruise impressed everyone in our group; simply top-notch.,Positive,0.93,Satisfied,Travel Review
2378,I was really let down by the animated movie — it was terrible compared to what was promised.,Negative,-0.94,Angry,Movie Review
2379,"This water bottle was ordinary; nothing special, but nothing terrible either.",Neutral,0.07,Neutral,Product Review
2380,"Sadly, the delivery service turned out to be poorly made, and I wouldn't try it again.",Negative,-0.92,Angry,Service Review
2381,This documentary impressed everyone in our group; simply delightful.,Positive,0.89,Excited,Movie Review
2382,"Unfortunately, this restaurant was overpriced, and I regret spending money on it.",Negative,-0.93,Disappointed,Food Review
2383,We were thrilled with the vacuum cleaner — it felt excellent and well worth the money.,Positive,0.93,Happy,Product Review
2384,It's hard to say much about this blender; it was simply typical.,Neutral,-0.05,Neutral,Product Review
2385,This blender was a disappointment; the whole experience felt frustrating.,Negative,-0.88,Angry,Product Review
2386,"Unfortunately, the app redesign was overpriced, and I regret spending money on it.",Negative,-0.97,Sad,Social Media
2387,It's hard to say much about this certification; it was simply okay.,Neutral,-0.07,Neutral,Education
2388,It's hard to say much about this bakery; it was simply okay.,Neutral,0.05,Neutral,Food Review
2389,The new cafe impressed everyone in our group; simply delightful.,Positive,0.77,Excited,Food Review
2390,"Unfortunately, this video was underwhelming, and I regret spending money on it.",Negative,-0.59,Fear,Social Media
2391,The training program left a lot to be desired; overall it felt awful.,Negative,-0.57,Fear,Education
2392,It's hard to say much about the romantic comedy; it was simply okay.,Neutral,0.13,Neutral,Movie Review
2393,I was really let down by the action film — it was disappointing compared to what was promised.,Negative,-0.7,Fear,Movie Review
2394,"I have to say, the study guide exceeded my expectations; it was truly fantastic.",Positive,0.61,Satisfied,Education
2395,"Sadly, this textbook turned out to be disappointing, and I wouldn't try it again.",Negative,-0.67,Angry,Education
2396,The moving company impressed everyone in our group; simply wonderful.,Positive,0.84,Excited,Service Review
2397,"Sadly, the mountain lodge turned out to be awful, and I wouldn't try it again.",Negative,-0.97,Sad,Travel Review
2398,This hotel impressed everyone in our group; simply top-notch.,Positive,0.65,Excited,Travel Review
2399,"Unfortunately, the dessert menu was overpriced, and I regret spending money on it.",Negative,-0.89,Angry,Food Review
2400,I was really let down by the online lecture — it was disappointing compared to what was promised.,Negative,-0.79,Sad,Education
2401,I'd describe the animated movie as acceptable — it did the job without standing out.,Neutral,0.11,Neutral,Movie Review
2402,"This video was reasonable overall, similar to most alternatives out there.",Neutral,-0.06,Neutral,Social Media
2403,"Honestly, this textbook was impressive from start to finish, no complaints at all.",Positive,0.99,Excited,Education
2404,"Unfortunately, the wireless headphones was poorly made, and I regret spending money on it.",Negative,-0.6,Sad,Product Review
2405,"The office chair turned out to be superb, and I would recommend it to anyone.",Positive,0.69,Happy,Product Review
2406,"Honestly, the action film was impressive from start to finish, no complaints at all.",Positive,0.72,Excited,Movie Review
2407,"I have to say, the resort exceeded my expectations; it was truly fantastic.",Positive,0.96,Satisfied,Travel Review
2408,"The tech support line turned out to be excellent, and I would recommend it to anyone.",Positive,0.98,Satisfied,Service Review
2409,The vacuum cleaner was a disappointment; the whole experience felt terrible.,Negative,-0.95,Angry,Product Review
2410,I was really let down by the wireless headphones — it was underwhelming compared to what was promised.,Negative,-0.62,Angry,Product Review
2411,The sushi platter impressed everyone in our group; simply outstanding.,Positive,0.85,Happy,Food Review
2412,This drama left a lot to be desired; overall it felt unreliable.,Negative,-0.81,Disappointed,Movie Review
2413,"The customer support team turned out to be superb, and I would recommend it to anyone.",Positive,0.74,Excited,Service Review
2414,"The study guide was adequate; nothing special, but nothing terrible either.",Neutral,-0.11,Neutral,Education
2415,"Honestly, this cruise was top-notch from start to finish, no complaints at all.",Positive,0.77,Happy,Travel Review
2416,I'd describe this cruise as adequate — it did the job without standing out.,Neutral,-0.04,Neutral,Travel Review
2417,It's hard to say much about this cleaning company; it was simply average.,Neutral,0.06,Neutral,Service Review
2418,"I have to say, this consulting firm exceeded my expectations; it was truly delightful.",Positive,0.85,Satisfied,Service Review
2419,"Sadly, the dessert menu turned out to be frustrating, and I wouldn't try it again.",Negative,-0.92,Sad,Food Review
2420,This diner was a disappointment; the whole experience felt subpar.,Negative,-0.72,Disappointed,Food Review
2421,"This bakery turned out to be impressive, and I would recommend it to anyone.",Positive,0.92,Excited,Food Review
2422,"Sadly, this post turned out to be overpriced, and I wouldn't try it again.",Negative,-0.99,Sad,Social Media
2423,We were thrilled with the resort — it felt superb and well worth the money.,Positive,0.85,Satisfied,Travel Review
2424,"I have to say, this laptop exceeded my expectations; it was truly top-notch.",Positive,0.73,Happy,Product Review
2425,It's hard to say much about this textbook; it was simply average.,Neutral,0.15,Neutral,Education
2426,This hotel was a disappointment; the whole experience felt frustrating.,Negative,-0.56,Angry,Travel Review
2427,I was really let down by this drama — it was awful compared to what was promised.,Negative,-0.78,Angry,Movie Review
2428,I was really let down by the city tour — it was terrible compared to what was promised.,Negative,-0.78,Angry,Travel Review
2429,This food truck left a lot to be desired; overall it felt subpar.,Negative,-0.85,Sad,Food Review
2430,This cleaning company left a lot to be desired; overall it felt frustrating.,Negative,-0.97,Disappointed,Service Review
2431,The delivery service impressed everyone in our group; simply outstanding.,Positive,0.7,Excited,Service Review
2432,"The new cafe was average; nothing special, but nothing terrible either.",Neutral,0.15,Neutral,Food Review
2433,"Sadly, this textbook turned out to be mediocre, and I wouldn't try it again.",Negative,-0.81,Fear,Education
2434,The smartwatch left a lot to be desired; overall it felt subpar.,Negative,-0.72,Disappointed,Product Review
2435,"This food truck was typical overall, similar to most alternatives out there.",Neutral,-0.13,Neutral,Food Review
2436,I'd describe the romantic comedy as adequate — it did the job without standing out.,Neutral,0.02,Neutral,Movie Review
2437,"Unfortunately, the online lecture was poorly made, and I regret spending money on it.",Negative,-0.98,Disappointed,Education
2438,"Unfortunately, the tutoring session was poorly made, and I regret spending money on it.",Negative,-0.95,Disappointed,Education
2439,It's hard to say much about this meme; it was simply ordinary.,Neutral,-0.12,Neutral,Social Media
2440,The city tour impressed everyone in our group; simply exceptional.,Positive,0.7,Satisfied,Travel Review
2441,This repair service left a lot to be desired; overall it felt frustrating.,Negative,-0.83,Disappointed,Service Review
2442,This rental agency met the basic expectations and was generally unremarkable.,Neutral,-0.1,Neutral,Service Review
2443,"This backpack was adequate overall, similar to most alternatives out there.",Neutral,-0.06,Neutral,Product Review
2444,"I have to say, the romantic comedy exceeded my expectations; it was truly wonderful.",Positive,0.78,Satisfied,Movie Review
2445,The new sequel impressed everyone in our group; simply delightful.,Positive,0.8,Excited,Movie Review
2446,This hotel was a disappointment; the whole experience felt terrible.,Negative,-0.83,Fear,Travel Review
2447,The new update was a disappointment; the whole experience felt poorly made.,Negative,-0.67,Disappointed,Social Media
2448,It's hard to say much about the study guide; it was simply acceptable.,Neutral,-0.09,Neutral,Education
2449,"Sadly, the action film turned out to be poorly made, and I wouldn't try it again.",Negative,-0.99,Fear,Movie Review
2450,"Honestly, this hostel was exceptional from start to finish, no complaints at all.",Positive,0.93,Satisfied,Travel Review
2451,This rental agency left a lot to be desired; overall it felt frustrating.,Negative,-0.58,Sad,Service Review
2452,"Honestly, the training program was top-notch from start to finish, no complaints at all.",Positive,0.6,Happy,Education
2453,This drama was a disappointment; the whole experience felt disappointing.,Negative,-0.96,Angry,Movie Review
2454,"Sadly, the wireless headphones turned out to be mediocre, and I wouldn't try it again.",Negative,-0.97,Angry,Product Review
2455,"I have to say, the romantic comedy exceeded my expectations; it was truly impressive.",Positive,0.85,Excited,Movie Review
2456,I was really let down by the new sequel — it was mediocre compared to what was promised.,Negative,-0.68,Fear,Movie Review
2457,"Unfortunately, this laptop was disappointing, and I regret spending money on it.",Negative,-0.92,Disappointed,Product Review
2458,"Unfortunately, this consulting firm was awful, and I regret spending money on it.",Negative,-0.85,Sad,Service Review
2459,"Sadly, this post turned out to be disappointing, and I wouldn't try it again.",Negative,-0.88,Disappointed,Social Media
2460,The dessert menu was a disappointment; the whole experience felt underwhelming.,Negative,-0.63,Sad,Food Review
2461,"The tutoring session was ordinary; nothing special, but nothing terrible either.",Neutral,-0.1,Neutral,Education
2462,"I have to say, this video exceeded my expectations; it was truly fantastic.",Positive,0.66,Excited,Social Media
2463,"Unfortunately, this diner was mediocre, and I regret spending money on it.",Negative,-0.58,Sad,Food Review
2464,The mountain lodge was a disappointment; the whole experience felt poorly made.,Negative,-0.96,Disappointed,Travel Review
2465,"The tech support line was okay overall, similar to most alternatives out there.",Neutral,-0.04,Neutral,Service Review
2466,The tech support line was a disappointment; the whole experience felt poorly made.,Negative,-0.72,Angry,Service Review
2467,"This film was acceptable overall, similar to most alternatives out there.",Neutral,0.06,Neutral,Movie Review
2468,"Unfortunately, this post was underwhelming, and I regret spending money on it.",Negative,-0.82,Fear,Social Media
2469,"This meme was fine overall, similar to most alternatives out there.",Neutral,-0.08,Neutral,Social Media
2470,"I have to say, the new sequel exceeded my expectations; it was truly outstanding.",Positive,0.87,Excited,Movie Review
2471,"This backpack was reasonable; nothing special, but nothing terrible either.",Neutral,-0.09,Neutral,Product Review
2472,I'd describe this cleaning company as ordinary — it did the job without standing out.,Neutral,-0.14,Neutral,Service Review
2473,The training program left a lot to be desired; overall it felt subpar.,Negative,-0.71,Angry,Education
2474,We were thrilled with the sushi platter — it felt top-notch and well worth the money.,Positive,0.94,Satisfied,Food Review
2475,The beach destination impressed everyone in our group; simply excellent.,Positive,0.87,Excited,Travel Review
2476,"Sadly, the office chair turned out to be mediocre, and I wouldn't try it again.",Negative,-0.9,Fear,Product Review
2477,"Honestly, this laptop was exceptional from start to finish, no complaints at all.",Positive,0.65,Satisfied,Product Review
2478,"The tech support line was reasonable; nothing special, but nothing terrible either.",Neutral,-0.06,Neutral,Service Review
2479,I'd describe this thread as standard — it did the job without standing out.,Neutral,-0.03,Neutral,Social Media
2480,I was really let down by this cleaning company — it was frustrating compared to what was promised.,Negative,-0.66,Disappointed,Service Review
2481,This water bottle was a disappointment; the whole experience felt underwhelming.,Negative,-0.69,Fear,Product Review
2482,The romantic comedy left a lot to be desired; overall it felt mediocre.,Negative,-0.56,Angry,Movie Review
2483,I was really let down by the tech support line — it was terrible compared to what was promised.,Negative,-0.97,Disappointed,Service Review
2484,"Sadly, the online lecture turned out to be mediocre, and I wouldn't try it again.",Negative,-0.88,Fear,Education
2485,"The smartwatch turned out to be delightful, and I would recommend it to anyone.",Positive,0.97,Satisfied,Product Review
2486,"This bakery was standard; nothing special, but nothing terrible either.",Neutral,0.02,Neutral,Food Review
