id,text,entities,entity_types,person,organization,location,date,money,product
1406,"On August 28, 2017, Skyline Real Estate opened a new branch in Buenos Aires, Denmark, appointing Fatima Lewis as director.","Fatima Lewis; Skyline Real Estate; Buenos Aires; Denmark; August 28, 2017",PERSON; ORG; GPE; GPE; DATE,Fatima Lewis,Skyline Real Estate,"Buenos Aires, Denmark","August 28, 2017",,
1407,"Meridian Financial Group partnered with a university in Bangkok to research a TrailRunner backpack technology, Grace Young reported.",Grace Young; Meridian Financial Group; Bangkok; a TrailRunner backpack,PERSON; ORG; GPE; PRODUCT,Grace Young,Meridian Financial Group,Bangkok,,,TrailRunner backpack
1408,"On July 22, 2025, Quantum Innovations opened a new branch in Denver, Chile, appointing Noah Okafor as director.","Noah Okafor; Quantum Innovations; Chile; Denver; July 22, 2025",PERSON; ORG; GPE; GPE; DATE,Noah Okafor,Quantum Innovations,"Chile, Denver","July 22, 2025",,
1409,"Daniel Müller joined Falcon Logistics in Copenhagen on October 26, 2017 to launch the QuickBrew coffee maker.","Daniel Müller; Falcon Logistics; Copenhagen; October 26, 2017; the QuickBrew coffee maker",PERSON; ORG; GPE; DATE; PRODUCT,Daniel Müller,Falcon Logistics,Copenhagen,"October 26, 2017",,QuickBrew coffee maker
1410,"Global Trade Partners announced that Amara Silva will lead the new office in Buenos Aires starting September 8, 2018.","Amara Silva; Global Trade Partners; Buenos Aires; September 8, 2018",PERSON; ORG; GPE; DATE,Amara Silva,Global Trade Partners,Buenos Aires,"September 8, 2018",,
1411,"On July 15, 2018, Riverside Bank opened a new branch in Vancouver, Australia, appointing Lucas Wright as director.","Lucas Wright; Riverside Bank; Australia; Vancouver; July 15, 2018",PERSON; ORG; GPE; GPE; DATE,Lucas Wright,Riverside Bank,"Australia, Vancouver","July 15, 2018",,
1412,"Ahmed King, a spokesperson for Oakwood Publishing House, confirmed the release of the AeroFit smartwatch for $30.75 on May 16, 2017.","Ahmed King; Oakwood Publishing House; May 16, 2017; $30.75; the AeroFit smartwatch",PERSON; ORG; DATE; MONEY; PRODUCT,Ahmed King,Oakwood Publishing House,,"May 16, 2017",$30.75,AeroFit smartwatch
1413,"Hassan Fernandez, a spokesperson for BrightFuture Foundation, confirmed the release of the CloudDesk chair for $99 on February 17, 2023.","Hassan Fernandez; BrightFuture Foundation; February 17, 2023; $99; the CloudDesk chair",PERSON; ORG; DATE; MONEY; PRODUCT,Hassan Fernandez,BrightFuture Foundation,,"February 17, 2023",$99,CloudDesk chair
1414,"The board at Riverside Bank approved a $120 investment in Warsaw after Samuel Osei's presentation on October 27, 2022.","Samuel Osei; Riverside Bank; Warsaw; October 27, 2022; $120",PERSON; ORG; GPE; DATE; MONEY,Samuel Osei,Riverside Bank,Warsaw,"October 27, 2022",$120,
1415,"The board at Redstone Consulting approved a $9.99 investment in Warsaw after Ethan Lewis's presentation on February 8, 2024.","Ethan Lewis; Redstone Consulting; Warsaw; February 8, 2024; $9.99",PERSON; ORG; GPE; DATE; MONEY,Ethan Lewis,Redstone Consulting,Warsaw,"February 8, 2024",$9.99,
1416,"During the conference in Cape Town, Mark Okafor from Brightline Technologies unveiled the FlexFit yoga mat priced at $24.50.",Mark Okafor; Brightline Technologies; Cape Town; $24.50; the FlexFit yoga mat,PERSON; ORG; GPE; MONEY; PRODUCT,Mark Okafor,Brightline Technologies,Cape Town,,$24.50,FlexFit yogmat
1417,"Ironwood Steel Works partnered with a university in Helsinki to research a SunBeam solar charger technology, Daniel Young reported.",Daniel Young; Ironwood Steel Works; Helsinki; a SunBeam solar charger,PERSON; ORG; GPE; PRODUCT,Daniel Young,Ironwood Steel Works,Helsinki,,,SunBeam solar charger
1418,"On September 21, 2018, Golden Gate Retailers opened a new branch in Austin, Finland, appointing Fatima Wright as director.","Fatima Wright; Golden Gate Retailers; Austin; Finland; September 21, 2018",PERSON; ORG; GPE; GPE; DATE,Fatima Wright,Golden Gate Retailers,"Austin, Finland","September 21, 2018",,
1419,"Isabella Smith joined NextGen Software Labs in Nairobi on November 19, 2019 to launch a RoadMaster bicycle.","Isabella Smith; NextGen Software Labs; Nairobi; November 19, 2019; a RoadMaster bicycle",PERSON; ORG; GPE; DATE; PRODUCT,Isabella Smith,NextGen Software Labs,Nairobi,"November 19, 2019",,RoadMaster bicycle
1420,"On June 5, 2020, Evergreen Energy Co. opened a new branch in Kuala Lumpur, Chile, appointing Aisha Silva as director.","Aisha Silva; Evergreen Energy Co.; Chile; Kuala Lumpur; June 5, 2020",PERSON; ORG; GPE; GPE; DATE,Aisha Silva,Evergreen Energy Co.,"Chile, Kuala Lumpur","June 5, 2020",,
1421,"During the conference in Mumbai, Hassan Anderson from Redstone Consulting unveiled the TravelLite suitcase priced at $1,200.","Hassan Anderson; Redstone Consulting; Mumbai; $1,200; the TravelLite suitcase",PERSON; ORG; GPE; MONEY; PRODUCT,Hassan Anderson,Redstone Consulting,Mumbai,,"$1,200",TravelLite suitcase
1422,"On July 5, 2019, Zenith Pharmaceuticals opened a new branch in Prague, Malaysia, appointing Peter Haddad as director.","Peter Haddad; Zenith Pharmaceuticals; Malaysia; Prague; July 5, 2019",PERSON; ORG; GPE; GPE; DATE,Peter Haddad,Zenith Pharmaceuticals,"Malaysia, Prague","July 5, 2019",,
1423,"Oakwood Publishing House partnered with a university in Prague to research a SunBeam solar charger technology, Elena Green reported.",Elena Green; Oakwood Publishing House; Prague; a SunBeam solar charger,PERSON; ORG; GPE; PRODUCT,Elena Green,Oakwood Publishing House,Prague,,,SunBeam solar charger
1424,"On December 2, 2023, Riverside Bank opened a new branch in Stockholm, Argentina, appointing Layla Wright as director.","Layla Wright; Riverside Bank; Argentina; Stockholm; December 2, 2023",PERSON; ORG; GPE; GPE; DATE,Layla Wright,Riverside Bank,"Argentina, Stockholm","December 2, 2023",,
1425,"Riverside Bank announced that Zainab Müller will lead the new office in Mumbai starting March 13, 2019.","Zainab Müller; Riverside Bank; Mumbai; March 13, 2019",PERSON; ORG; GPE; DATE,Zainab Müller,Riverside Bank,Mumbai,"March 13, 2019",,
1426,"On November 27, 2022, Vertex Analytics opened a new branch in Kuala Lumpur, Malaysia, appointing Peter Anderson as director.","Peter Anderson; Vertex Analytics; Kuala Lumpur; Malaysia; November 27, 2022",PERSON; ORG; GPE; GPE; DATE,Peter Anderson,Vertex Analytics,"Kuala Lumpur, Malaysia","November 27, 2022",,
1427,"The board at NextGen Software Labs approved a $199 investment in Amsterdam after Mark Kowalski's presentation on September 24, 2017.","Mark Kowalski; NextGen Software Labs; Amsterdam; September 24, 2017; $199",PERSON; ORG; GPE; DATE; MONEY,Mark Kowalski,NextGen Software Labs,Amsterdam,"September 24, 2017",$199,
1428,"Noah Suzuki, a spokesperson for Northfield University, confirmed the release of a SoundWave headset for $350 on December 20, 2021.","Noah Suzuki; Northfield University; December 20, 2021; $350; a SoundWave headset",PERSON; ORG; DATE; MONEY; PRODUCT,Noah Suzuki,Northfield University,,"December 20, 2021",$350,SoundWave headset
1429,"On June 18, 2021, NextGen Software Labs opened a new branch in Austin, South Africa, appointing Hana Walker as director.","Hana Walker; NextGen Software Labs; Austin; South Africa; June 18, 2021",PERSON; ORG; GPE; GPE; DATE,Hana Walker,NextGen Software Labs,"Austin, South Africa","June 18, 2021",,
1430,"Lucas Silva, a spokesperson for NextGen Software Labs, confirmed the release of a PureGlow skincare set for $499.99 on March 17, 2016.","Lucas Silva; NextGen Software Labs; March 17, 2016; $499.99; a PureGlow skincare set",PERSON; ORG; DATE; MONEY; PRODUCT,Lucas Silva,NextGen Software Labs,,"March 17, 2016",$499.99,PureGlow skincare set
1431,"Golden Gate Retailers announced that Omar Brown will lead the new office in Bangkok starting July 22, 2022.","Omar Brown; Golden Gate Retailers; Bangkok; July 22, 2022",PERSON; ORG; GPE; DATE,Omar Brown,Golden Gate Retailers,Bangkok,"July 22, 2022",,
1432,"During the conference in Kuala Lumpur, Anna King from Summit Robotics Inc. unveiled a SoundWave headset priced at $350.",Anna King; Summit Robotics Inc.; Kuala Lumpur; $350; a SoundWave headset,PERSON; ORG; GPE; MONEY; PRODUCT,Anna King,Summit Robotics Inc.,Kuala Lumpur,,$350,SoundWave headset
1433,"On April 1, 2018, Evergreen Energy Co. opened a new branch in Jakarta, Kenya, appointing Carlos Silva as director.","Carlos Silva; Evergreen Energy Co.; Jakarta; Kenya; April 1, 2018",PERSON; ORG; GPE; GPE; DATE,Carlos Silva,Evergreen Energy Co.,"Jakarta, Kenya","April 1, 2018",,
1434,"Mei Patel joined Quantum Innovations in Denver on March 25, 2023 to launch the ChefMate blender.","Mei Patel; Quantum Innovations; Denver; March 25, 2023; the ChefMate blender",PERSON; ORG; GPE; DATE; PRODUCT,Mei Patel,Quantum Innovations,Denver,"March 25, 2023",,ChefMate blender
1435,"The board at NextGen Software Labs approved a $45.50 investment in Vancouver after Peter Garcia's presentation on February 2, 2023.","Peter Garcia; NextGen Software Labs; Vancouver; February 2, 2023; $45.50",PERSON; ORG; GPE; DATE; MONEY,Peter Garcia,NextGen Software Labs,Vancouver,"February 2, 2023",$45.50,
1436,"On December 27, 2023, Ironwood Steel Works opened a new branch in Vancouver, South Korea, appointing Kevin King as director.","Kevin King; Ironwood Steel Works; South Korea; Vancouver; December 27, 2023",PERSON; ORG; GPE; GPE; DATE,Kevin King,Ironwood Steel Works,"South Korea, Vancouver","December 27, 2023",,
1437,"The board at BrightFuture Foundation approved a $89.99 investment in Warsaw after Samuel Baker's presentation on September 6, 2023.","Samuel Baker; BrightFuture Foundation; Warsaw; September 6, 2023; $89.99",PERSON; ORG; GPE; DATE; MONEY,Samuel Baker,BrightFuture Foundation,Warsaw,"September 6, 2023",$89.99,
1438,"The board at Delta Cloud Services approved a $89.99 investment in Bangkok after James Hall's presentation on September 16, 2024.","James Hall; Delta Cloud Services; Bangkok; September 16, 2024; $89.99",PERSON; ORG; GPE; DATE; MONEY,James Hall,Delta Cloud Services,Bangkok,"September 16, 2024",$89.99,
1439,"Falcon Logistics partnered with a university in Berlin to research a PureGlow skincare set technology, Aisha Ivanov reported.",Aisha Ivanov; Falcon Logistics; Berlin; a PureGlow skincare set,PERSON; ORG; GPE; PRODUCT,Aisha Ivanov,Falcon Logistics,Berlin,,,PureGlow skincare set
1440,"During the conference in Edinburgh, Grace Novak from Delta Cloud Services unveiled the QuickBrew coffee maker priced at $250.",Grace Novak; Delta Cloud Services; Edinburgh; $250; the QuickBrew coffee maker,PERSON; ORG; GPE; MONEY; PRODUCT,Grace Novak,Delta Cloud Services,Edinburgh,,$250,QuickBrew coffee maker
1441,Nina Osei traveled from Mumbai to Buenos Aires to negotiate a deal worth $24.50 with Riverside Bank.,Nina Osei; Riverside Bank; Buenos Aires; Mumbai; $24.50,PERSON; ORG; GPE; GPE; MONEY,Nina Osei,Riverside Bank,"Buenos Aires, Mumbai",,$24.50,
1442,"Noah Taylor joined Union Manufacturing Corp. in Marrakesh on April 13, 2023 to launch the AeroFit smartwatch.","Noah Taylor; Union Manufacturing Corp.; Marrakesh; April 13, 2023; the AeroFit smartwatch",PERSON; ORG; GPE; DATE; PRODUCT,Noah Taylor,Union Manufacturing Corp.,Marrakesh,"April 13, 2023",,AeroFit smartwatch
1443,"During the conference in Helsinki, Priya Costa from Silverline Motors unveiled a StreamCast speaker priced at $199.",Priya Costa; Silverline Motors; Helsinki; $199; a StreamCast speaker,PERSON; ORG; GPE; MONEY; PRODUCT,Priya Costa,Silverline Motors,Helsinki,,$199,StreamCast speaker
1444,"Sara Costa, a spokesperson for Skyline Real Estate, confirmed the release of a PureGlow skincare set for $75 on March 15, 2023.","Sara Costa; Skyline Real Estate; March 15, 2023; $75; a PureGlow skincare set",PERSON; ORG; DATE; MONEY; PRODUCT,Sara Costa,Skyline Real Estate,,"March 15, 2023",$75,PureGlow skincare set
1445,"During the conference in Melbourne, Liam Garcia from Vertex Analytics unveiled the GreenLeaf water bottle priced at $250.",Liam Garcia; Vertex Analytics; Melbourne; $250; the GreenLeaf water bottle,PERSON; ORG; GPE; MONEY; PRODUCT,Liam Garcia,Vertex Analytics,Melbourne,,$250,GreenLeaf water bottle
1446,"On September 20, 2020, Golden Gate Retailers opened a new branch in Vancouver, Denmark, appointing Leila Taylor as director.","Leila Taylor; Golden Gate Retailers; Denmark; Vancouver; September 20, 2020",PERSON; ORG; GPE; GPE; DATE,Leila Taylor,Golden Gate Retailers,"Denmark, Vancouver","September 20, 2020",,
1447,"During the conference in Kuala Lumpur, Grace Silva from BrightFuture Foundation unveiled the FreshAir purifier priced at $350.",Grace Silva; BrightFuture Foundation; Kuala Lumpur; $350; the FreshAir purifier,PERSON; ORG; GPE; MONEY; PRODUCT,Grace Silva,BrightFuture Foundation,Kuala Lumpur,,$350,FreshAir purifier
1448,"On December 8, 2021, Quantum Innovations opened a new branch in Nairobi, Argentina, appointing Nadia Anderson as director.","Nadia Anderson; Quantum Innovations; Argentina; Nairobi; December 8, 2021",PERSON; ORG; GPE; GPE; DATE,Nadia Anderson,Quantum Innovations,"Argentina, Nairobi","December 8, 2021",,
1449,"Samuel Novak traveled from Seoul to Jakarta to negotiate a deal worth $1,200 with Aurora Data Systems.","Samuel Novak; Aurora Data Systems; Jakarta; Seoul; $1,200",PERSON; ORG; GPE; GPE; MONEY,Samuel Novak,Aurora Data Systems,"Jakarta, Seoul",,"$1,200",
1450,"Wei Patel, a spokesperson for Meridian Financial Group, confirmed the release of the TravelLite suitcase for $19.99 on August 16, 2019.","Wei Patel; Meridian Financial Group; August 16, 2019; $19.99; the TravelLite suitcase",PERSON; ORG; DATE; MONEY; PRODUCT,Wei Patel,Meridian Financial Group,,"August 16, 2019",$19.99,TravelLite suitcase
1451,"The board at Delta Cloud Services approved a $45.50 investment in Jakarta after Maria Suzuki's presentation on May 22, 2019.","Maria Suzuki; Delta Cloud Services; Jakarta; May 22, 2019; $45.50",PERSON; ORG; GPE; DATE; MONEY,Maria Suzuki,Delta Cloud Services,Jakarta,"May 22, 2019",$45.50,
1452,"During the conference in Santiago, Mark Garcia from Evergreen Energy Co. unveiled the QuickBrew coffee maker priced at $120.",Mark Garcia; Evergreen Energy Co.; Santiago; $120; the QuickBrew coffee maker,PERSON; ORG; GPE; MONEY; PRODUCT,Mark Garcia,Evergreen Energy Co.,Santiago,,$120,QuickBrew coffee maker
1453,"The board at Pioneer Research Institute approved a $89.99 investment in Manila after Zainab Okafor's presentation on July 8, 2021.","Zainab Okafor; Pioneer Research Institute; Manila; July 8, 2021; $89.99",PERSON; ORG; GPE; DATE; MONEY,Zainab Okafor,Pioneer Research Institute,Manila,"July 8, 2021",$89.99,
1454,"During the conference in Jakarta, Nina Scott from Blue Horizon Airlines unveiled the QuickBrew coffee maker priced at $99.",Nina Scott; Blue Horizon Airlines; Jakarta; $99; the QuickBrew coffee maker,PERSON; ORG; GPE; MONEY; PRODUCT,Nina Scott,Blue Horizon Airlines,Jakarta,,$99,QuickBrew coffee maker
1455,Liam Chen traveled from Berlin to Denver to negotiate a deal worth $350 with Falcon Logistics.,Liam Chen; Falcon Logistics; Berlin; Denver; $350,PERSON; ORG; GPE; GPE; MONEY,Liam Chen,Falcon Logistics,"Berlin, Denver",,$350,
1456,"The board at Northfield University approved a $499.99 investment in Toronto after Chen Chen's presentation on December 11, 2016.","Chen Chen; Northfield University; Toronto; December 11, 2016; $499.99",PERSON; ORG; GPE; DATE; MONEY,Chen Chen,Northfield University,Toronto,"December 11, 2016",$499.99,
1457,"The board at Aurora Data Systems approved a $89.99 investment in Prague after Ingrid Wright's presentation on July 15, 2017.","Ingrid Wright; Aurora Data Systems; Prague; July 15, 2017; $89.99",PERSON; ORG; GPE; DATE; MONEY,Ingrid Wright,Aurora Data Systems,Prague,"July 15, 2017",$89.99,
1458,"Maple Street School District partnered with a university in Marrakesh to research a RoadMaster bicycle technology, Samuel Taylor reported.",Samuel Taylor; Maple Street School District; Marrakesh; a RoadMaster bicycle,PERSON; ORG; GPE; PRODUCT,Samuel Taylor,Maple Street School District,Marrakesh,,,RoadMaster bicycle
1459,"During the conference in Bangkok, Priya Moore from BrightFuture Foundation unveiled a StreamCast speaker priced at $350.",Priya Moore; BrightFuture Foundation; Bangkok; $350; a StreamCast speaker,PERSON; ORG; GPE; MONEY; PRODUCT,Priya Moore,BrightFuture Foundation,Bangkok,,$350,StreamCast speaker
1460,"Silverline Motors partnered with a university in Stockholm to research a NightOwl reading lamp technology, Nina Green reported.",Nina Green; Silverline Motors; Stockholm; a NightOwl reading lamp,PERSON; ORG; GPE; PRODUCT,Nina Green,Silverline Motors,Stockholm,,,NightOwl reading lamp
1461,"The board at Falcon Logistics approved a $75 investment in Cairo after Hana Moore's presentation on December 9, 2017.","Hana Moore; Falcon Logistics; Cairo; December 9, 2017; $75",PERSON; ORG; GPE; DATE; MONEY,Hana Moore,Falcon Logistics,Cairo,"December 9, 2017",$75,
1462,"Layla Osei joined Ironwood Steel Works in Mumbai on September 5, 2017 to launch the ChefMate blender.","Layla Osei; Ironwood Steel Works; Mumbai; September 5, 2017; the ChefMate blender",PERSON; ORG; GPE; DATE; PRODUCT,Layla Osei,Ironwood Steel Works,Mumbai,"September 5, 2017",,ChefMate blender
1463,"Tom Anderson joined Pioneer Research Institute in Marrakesh on September 27, 2021 to launch a SoundWave headset.","Tom Anderson; Pioneer Research Institute; Marrakesh; September 27, 2021; a SoundWave headset",PERSON; ORG; GPE; DATE; PRODUCT,Tom Anderson,Pioneer Research Institute,Marrakesh,"September 27, 2021",,SoundWave headset
1464,Tom Taylor traveled from Dublin to Mumbai to negotiate a deal worth $30.75 with Delta Cloud Services.,Tom Taylor; Delta Cloud Services; Dublin; Mumbai; $30.75,PERSON; ORG; GPE; GPE; MONEY,Tom Taylor,Delta Cloud Services,"Dublin, Mumbai",,$30.75,
1465,"Daniel Patel, a spokesperson for Coastal Insurance Co., confirmed the release of a NovaBook Pro laptop for $75 on June 20, 2019.","Daniel Patel; Coastal Insurance Co.; June 20, 2019; $75; a NovaBook Pro laptop",PERSON; ORG; DATE; MONEY; PRODUCT,Daniel Patel,Coastal Insurance Co.,,"June 20, 2019",$75,NovaBook Pro laptop
1466,"On July 26, 2022, Summit Robotics Inc. opened a new branch in Buenos Aires, Germany, appointing Chloe Scott as director.","Chloe Scott; Summit Robotics Inc.; Buenos Aires; Germany; July 26, 2022",PERSON; ORG; GPE; GPE; DATE,Chloe Scott,Summit Robotics Inc.,"Buenos Aires, Germany","July 26, 2022",,
1467,"Grace Müller joined Cedar Grove Hospital in Marrakesh on February 5, 2018 to launch a StreamCast speaker.","Grace Müller; Cedar Grove Hospital; Marrakesh; February 5, 2018; a StreamCast speaker",PERSON; ORG; GPE; DATE; PRODUCT,Grace Müller,Cedar Grove Hospital,Marrakesh,"February 5, 2018",,StreamCast speaker
1468,"Ironwood Steel Works partnered with a university in Amsterdam to research the ChefMate blender technology, Liam Walker reported.",Liam Walker; Ironwood Steel Works; Amsterdam; the ChefMate blender,PERSON; ORG; GPE; PRODUCT,Liam Walker,Ironwood Steel Works,Amsterdam,,,ChefMate blender
1469,"Golden Gate Retailers announced that Elena Osei will lead the new office in Buenos Aires starting April 20, 2024.","Elena Osei; Golden Gate Retailers; Buenos Aires; April 20, 2024",PERSON; ORG; GPE; DATE,Elena Osei,Golden Gate Retailers,Buenos Aires,"April 20, 2024",,
1470,"During the conference in Dublin, Nadia Green from Zenith Pharmaceuticals unveiled a ProGrip tennis racket priced at $89.99.",Nadia Green; Zenith Pharmaceuticals; Dublin; $89.99; a ProGrip tennis racket,PERSON; ORG; GPE; MONEY; PRODUCT,Nadia Green,Zenith Pharmaceuticals,Dublin,,$89.99,ProGrip tennis racket
1471,"Blue Horizon Airlines partnered with a university in Jakarta to research a NightOwl reading lamp technology, Priya Yamamoto reported.",Priya Yamamoto; Blue Horizon Airlines; Jakarta; a NightOwl reading lamp,PERSON; ORG; GPE; PRODUCT,Priya Yamamoto,Blue Horizon Airlines,Jakarta,,,NightOwl reading lamp
1472,"The board at Delta Cloud Services approved a $49.99 investment in Edinburgh after Leila Rossi's presentation on August 27, 2025.","Leila Rossi; Delta Cloud Services; Edinburgh; August 27, 2025; $49.99",PERSON; ORG; GPE; DATE; MONEY,Leila Rossi,Delta Cloud Services,Edinburgh,"August 27, 2025",$49.99,
1473,"On November 15, 2023, Meridian Financial Group opened a new branch in Manila, the Netherlands, appointing Yuki Wright as director.","Yuki Wright; Meridian Financial Group; Manila; the Netherlands; November 15, 2023",PERSON; ORG; GPE; GPE; DATE,Yuki Wright,Meridian Financial Group,"Manila, the Netherlands","November 15, 2023",,
1474,"During the conference in Lisbon, Mateus Lewis from Vertex Analytics unveiled a SnapShot camera priced at $24.50.",Mateus Lewis; Vertex Analytics; Lisbon; $24.50; a SnapShot camera,PERSON; ORG; GPE; MONEY; PRODUCT,Mateus Lewis,Vertex Analytics,Lisbon,,$24.50,SnapShot camera
1475,"Quantum Innovations announced that Leila Garcia will lead the new office in Denver starting April 12, 2022.","Leila Garcia; Quantum Innovations; Denver; April 12, 2022",PERSON; ORG; GPE; DATE,Leila Garcia,Quantum Innovations,Denver,"April 12, 2022",,
1476,"Maria Okafor, a spokesperson for Blue Horizon Airlines, confirmed the release of a PureGlow skincare set for $1,200 on November 8, 2018.","Maria Okafor; Blue Horizon Airlines; November 8, 2018; $1,200; a PureGlow skincare set",PERSON; ORG; DATE; MONEY; PRODUCT,Maria Okafor,Blue Horizon Airlines,,"November 8, 2018","$1,200",PureGlow skincare set
1477,"Jack Larsen, a spokesperson for Silverline Motors, confirmed the release of the PixelView monitor for $89.99 on January 24, 2025.","Jack Larsen; Silverline Motors; January 24, 2025; $89.99; the PixelView monitor",PERSON; ORG; DATE; MONEY; PRODUCT,Jack Larsen,Silverline Motors,,"January 24, 2025",$89.99,PixelView monitor
1478,George Osei traveled from Edinburgh to Melbourne to negotiate a deal worth $250 with BrightFuture Foundation.,George Osei; BrightFuture Foundation; Edinburgh; Melbourne; $250,PERSON; ORG; GPE; GPE; MONEY,George Osei,BrightFuture Foundation,"Edinburgh, Melbourne",,$250,
1479,Liam Wright traveled from Jakarta to Nairobi to negotiate a deal worth $120 with Vertex Analytics.,Liam Wright; Vertex Analytics; Jakarta; Nairobi; $120,PERSON; ORG; GPE; GPE; MONEY,Liam Wright,Vertex Analytics,"Jakarta, Nairobi",,$120,
1480,Charlotte Petrov traveled from Copenhagen to Stockholm to negotiate a deal worth $30.75 with Riverside Bank.,Charlotte Petrov; Riverside Bank; Copenhagen; Stockholm; $30.75,PERSON; ORG; GPE; GPE; MONEY,Charlotte Petrov,Riverside Bank,"Copenhagen, Stockholm",,$30.75,
1481,"Maria King joined Ironwood Steel Works in Melbourne on September 8, 2015 to launch a SunBeam solar charger.","Maria King; Ironwood Steel Works; Melbourne; September 8, 2015; a SunBeam solar charger",PERSON; ORG; GPE; DATE; PRODUCT,Maria King,Ironwood Steel Works,Melbourne,"September 8, 2015",,SunBeam solar charger
1482,Lucas Hall traveled from Austin to Edinburgh to negotiate a deal worth $99 with Falcon Logistics.,Lucas Hall; Falcon Logistics; Austin; Edinburgh; $99,PERSON; ORG; GPE; GPE; MONEY,Lucas Hall,Falcon Logistics,"Austin, Edinburgh",,$99,
1483,"During the conference in Stockholm, Charlotte Yamamoto from Coastal Insurance Co. unveiled the PixelView monitor priced at $9.99.",Charlotte Yamamoto; Coastal Insurance Co.; Stockholm; $9.99; the PixelView monitor,PERSON; ORG; GPE; MONEY; PRODUCT,Charlotte Yamamoto,Coastal Insurance Co.,Stockholm,,$9.99,PixelView monitor
1484,"Falcon Logistics announced that Ibrahim Brown will lead the new office in Melbourne starting October 25, 2015.","Ibrahim Brown; Falcon Logistics; Melbourne; October 25, 2015",PERSON; ORG; GPE; DATE,Ibrahim Brown,Falcon Logistics,Melbourne,"October 25, 2015",,
1485,"Aisha Garcia joined Blue Horizon Airlines in Marrakesh on July 18, 2015 to launch the PixelView monitor.","Aisha Garcia; Blue Horizon Airlines; Marrakesh; July 18, 2015; the PixelView monitor",PERSON; ORG; GPE; DATE; PRODUCT,Aisha Garcia,Blue Horizon Airlines,Marrakesh,"July 18, 2015",,PixelView monitor
1486,"Maple Street School District announced that Tom Wright will lead the new office in Dublin starting January 13, 2022.","Tom Wright; Maple Street School District; Dublin; January 13, 2022",PERSON; ORG; GPE; DATE,Tom Wright,Maple Street School District,Dublin,"January 13, 2022",,
1487,"The board at Meridian Financial Group approved a $49.99 investment in Marrakesh after Nadia Rossi's presentation on March 23, 2025.","Nadia Rossi; Meridian Financial Group; Marrakesh; March 23, 2025; $49.99",PERSON; ORG; GPE; DATE; MONEY,Nadia Rossi,Meridian Financial Group,Marrakesh,"March 23, 2025",$49.99,
1488,"The board at Vertex Analytics approved a $30.75 investment in Bangkok after Kevin Rossi's presentation on December 4, 2025.","Kevin Rossi; Vertex Analytics; Bangkok; December 4, 2025; $30.75",PERSON; ORG; GPE; DATE; MONEY,Kevin Rossi,Vertex Analytics,Bangkok,"December 4, 2025",$30.75,
1489,"Skyline Real Estate announced that Noah Green will lead the new office in Prague starting March 27, 2015.","Noah Green; Skyline Real Estate; Prague; March 27, 2015",PERSON; ORG; GPE; DATE,Noah Green,Skyline Real Estate,Prague,"March 27, 2015",,
1490,"During the conference in Jakarta, Julia Clark from Meridian Financial Group unveiled a NightOwl reading lamp priced at $99.",Julia Clark; Meridian Financial Group; Jakarta; $99; a NightOwl reading lamp,PERSON; ORG; GPE; MONEY; PRODUCT,Julia Clark,Meridian Financial Group,Jakarta,,$99,NightOwl reading lamp
1491,"Union Manufacturing Corp. partnered with a university in Mumbai to research a StreamCast speaker technology, Julia Kim reported.",Julia Kim; Union Manufacturing Corp.; Mumbai; a StreamCast speaker,PERSON; ORG; GPE; PRODUCT,Julia Kim,Union Manufacturing Corp.,Mumbai,,,StreamCast speaker
1492,Mark Young traveled from Bangkok to Santiago to negotiate a deal worth $120 with Riverside Bank.,Mark Young; Riverside Bank; Bangkok; Santiago; $120,PERSON; ORG; GPE; GPE; MONEY,Mark Young,Riverside Bank,"Bangkok, Santiago",,$120,
1493,"During the conference in Dublin, Aisha Novak from Golden Gate Retailers unveiled the FreshAir purifier priced at $99.",Aisha Novak; Golden Gate Retailers; Dublin; $99; the FreshAir purifier,PERSON; ORG; GPE; MONEY; PRODUCT,Aisha Novak,Golden Gate Retailers,Dublin,,$99,FreshAir purifier
1494,Lucas Moore traveled from Cape Town to Toronto to negotiate a deal worth $30.75 with Vertex Analytics.,Lucas Moore; Vertex Analytics; Cape Town; Toronto; $30.75,PERSON; ORG; GPE; GPE; MONEY,Lucas Moore,Vertex Analytics,"Cape Town, Toronto",,$30.75,
1495,"Wei Okafor joined Zenith Pharmaceuticals in Manila on December 16, 2018 to launch the ChefMate blender.","Wei Okafor; Zenith Pharmaceuticals; Manila; December 16, 2018; the ChefMate blender",PERSON; ORG; GPE; DATE; PRODUCT,Wei Okafor,Zenith Pharmaceuticals,Manila,"December 16, 2018",,ChefMate blender
1496,"During the conference in Austin, Noah Taylor from Global Trade Partners unveiled a TrailRunner backpack priced at $30.75.",Noah Taylor; Global Trade Partners; Austin; $30.75; a TrailRunner backpack,PERSON; ORG; GPE; MONEY; PRODUCT,Noah Taylor,Global Trade Partners,Austin,,$30.75,TrailRunner backpack
1497,"The board at Evergreen Energy Co. approved a $1,200 investment in Toronto after George Dubois's presentation on December 27, 2022.","George Dubois; Evergreen Energy Co.; Toronto; December 27, 2022; $1,200",PERSON; ORG; GPE; DATE; MONEY,George Dubois,Evergreen Energy Co.,Toronto,"December 27, 2022","$1,200",
